,state,Coal_variable_om_per_mwh,Coal_fixed_om_per_kw_year,Coal_capital_cost_per_kw,Gas_variable_om_per_mwh,Gas_fixed_om_per_kw_year,Gas_capital_cost_per_kw,Gas_CC_variable_om_per_mwh,Gas_CC_fixed_om_per_kw_year,Gas_CC_capital_cost_per_kw,Gas_SC_variable_om_per_mwh,Gas_SC_fixed_om_per_kw_year,Gas_SC_capital_cost_per_kw,Wind_variable_om_per_mwh,Wind_fixed_om_per_kw_year,Wind_capital_cost_per_kw,Solar_variable_om_per_mwh,Solar_fixed_om_per_kw_year,Solar_capital_cost_per_kw,Wind_storage_om_per_kw_year,Wind_storage_cap_per_kw,Solar_storage_om_per_kw_year,Solar_storage_cap_per_kw,Gas_storage_om_per_kw_year,Gas_storage_cap_per_kw,Gas_CC_storage_om_per_kw_year,Gas_CC_storage_cap_per_kw,Gas_SC_storage_om_per_kw_year,Gas_SC_storage_cap_per_kw,Coal_storage_cap_per_kw,Coal_storage_om_per_kw_year
27,NV,13.15153492926,107.72447572899999,4487.485572154,1.8449640471702002,28.167149981256003,1034.4520421512202,1.8449640471702002,28.167149981256003,1034.4520421512202,4.587192273893599,61.56438747552799,2277.3881254599996,0.0,39.030350606516,668.5091440192118,0.0,19.880626626728,593.0644185432928,29.311655852178003,623.1726222604548,31.571623419462,671.2200584827691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,UT,12.709504822489997,104.1037986168333,4336.658787504332,1.7304040933209999,26.41815795788,970.2194743731,1.7304040933209999,26.41815795788,970.2194743731,4.375737849868666,58.72647240312666,2172.408049283333,0.0,39.109830991853336,679.3230252928093,0.0,19.59030389614666,592.6502464074756,29.371345341660003,633.253134711736,31.110573569669995,670.751305617932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ID,12.871278727545,105.42889178675,4391.8582808555,1.7346915167434998,26.483614246179997,972.6233878378499,1.7346915167434998,26.483614246179997,972.6233878378499,4.37853117119,58.76396137369999,2173.79484025,0.0,39.75389618338,768.6569888076,0.0,19.82035873846,667.4692951947001,29.85503603229,716.5287051335999,31.475914410465002,755.4302118756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,KY,12.900899301710002,105.67151447983335,4401.965230342334,1.7101102891211668,26.108331526593332,958.84095063995,1.7101102891211668,26.108331526593332,958.84095063995,4.296128192210666,57.65803674178666,2132.884506733333,0.0,40.11703932328333,698.1106519341,0.0,19.434773861906667,589.0359243616201,30.127755251474998,650.7666342125999,30.863582578710005,666.6606783957601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,DE,13.611793081670003,111.49445911383334,4644.532018026334,1.766990106526333,26.97671828470666,990.7328692722998,1.766990106526333,26.97671828470666,990.7328692722998,4.370151207226,58.65149446197999,2169.63446735,0.0,40.50758949261333,783.2299410255998,0.0,20.011531072213334,673.9072040416002,30.421057053239995,730.1133582815999,31.779507503520005,762.7165258368002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,AL,12.12620736201,99.3259978915,4137.629628379,1.6560887539976665,25.283582294013332,928.5516409840999,1.6560887539976665,25.283582294013332,928.5516409840999,4.259815015033333,57.17068012433333,2114.856224166667,0.0,38.06836387364001,736.0665683928,0.0,18.72192787164,630.4785985997999,28.589207203620006,686.1484808208002,29.731540536809998,713.5647808104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,IL,13.539792301392,110.9046993368,4619.9643561968,1.8065487333045995,27.580661638087992,1012.9129775070597,1.8065487333045995,27.580661638087992,1012.9129775070597,4.459816821640801,59.85489041738401,2214.1504573800007,0.0,41.496983254916,802.3602528463201,0.0,19.938950389568,671.46298102176,31.164088284378003,747.9463029595199,31.664245041072004,759.95019646848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,SD,12.978368495679998,106.30606613866665,4428.398790538667,1.6861007179551664,25.741776312113327,945.3790352373497,1.6861007179551664,25.741776312113327,945.3790352373497,4.250736720739,57.048840969969994,2110.349153525,0.0,39.73334091131,710.640078806985,0.0,19.91432480081333,620.3361642384548,29.839599095355002,662.4463484987101,31.625138134169994,702.0857489003398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,MT,12.841658153380001,105.18626909366667,4381.751331368667,1.699534644679,25.94687268212,952.9112974269,1.699534644679,25.94687268212,952.9112974269,4.301714834853333,57.73301468293333,2135.6580886666666,0.0,39.767599698093335,768.9219515752001,0.0,19.856001037973336,668.6695832848,29.86532732358,716.7756988271999,31.532516512560004,756.7886771904001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,IA,13.126927067645997,107.52291226089997,4479.0890295034,1.684099920358,25.71123004424,944.2572089538,1.684099920358,25.71123004424,944.2572089538,4.2310438054235995,56.78454372742799,2100.57227721,0.0,40.214334277748,699.8037640190639,0.0,20.032268410111993,607.1449981282558,30.200823419634,652.3449239147039,31.812439635647994,687.1562150906879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,MA,14.135849393820001,115.787014453,4823.347278178,1.9121908464350001,29.1935045818,1072.1454052785,1.9121908464350001,29.1935045818,1072.1454052785,4.62993009011,62.1379687253,2298.6060272500004,0.0,41.480539037259994,802.0422975251998,0.0,20.76325957104,626.38670738355,31.151738734829998,747.6499105271998,32.97329729316,708.9336490554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,PA,13.586273817774,111.28543033209999,4635.8244923146,1.8473650042868,28.203805502704,1035.79823369148,1.8473650042868,28.203805502704,1035.79823369148,4.5469684468664,61.024546299272,2257.41833554,0.0,40.2883332572,778.990536744,0.0,20.020603657544,674.2127319190799,30.2563963926,726.161459184,31.793915311326003,763.0623170078401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,OH,13.488753773600003,110.48664177333335,4602.549304773334,1.7990028680809995,27.465458570679992,1008.6820898090997,1.7990028680809995,27.465458570679992,1008.6820898090997,4.446269213232334,59.67306891010334,2207.4245211916673,0.0,41.04202656643333,793.563488962,0.0,19.96292793651333,672.2704475551,30.822417413549996,739.7461123319999,31.702322818844998,760.8640731347998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,NJ,13.5035640606825,110.60795311987499,4607.60277951675,1.8157238194287502,27.720738095050002,1018.0573523216251,1.8157238194287502,27.720738095050002,1018.0573523216251,4.485375711731,60.19791449813,2226.839594725,0.0,39.743618547345,768.4582667319,0.0,19.95644751842,597.8464481320755,29.8473175638225,716.3434598634,31.692031527555,676.6322769195674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,WA,13.32925837425,109.1802118875,4548.127269075,1.8015753221345001,27.50473234366,1010.12443788795,1.8015753221345001,27.50473234366,1010.12443788795,4.460235819839,59.86051376297,2214.358476025,0.0,39.75389618338,768.6569888076,0.0,20.073095044099997,602.7492157910125,29.85503603229,716.5287051335999,31.877274770775,682.18114461735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,CT,15.07915075569,123.5136140635,5145.214746451,2.025378824789,30.921550592920003,1135.6087207479002,2.025378824789,30.921550592920003,1135.6087207479002,4.801719351371999,64.44354041556,2383.8936717,0.0,41.480539037259994,802.0422975251998,0.0,21.015995876679998,632.8317088418914,31.151738734829998,747.6499105271998,33.37465765347,716.227990311642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,ND,12.978368495679998,106.30606613866665,4428.398790538667,1.6861007179551664,25.741776312113327,945.3790352373497,1.6861007179551664,25.741776312113327,945.3790352373497,4.250736720739,57.048840969969994,2110.349153525,0.0,39.73334091131,704.23791593485,0.0,19.91432480081333,614.7475501462166,29.839599095355002,656.4783633771001,31.625138134169994,695.7606520633998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,AR,12.90545631312,105.708841048,4403.520145648,1.6998204729071669,25.951236434673337,953.0715583245501,1.6998204729071669,25.951236434673337,953.0715583245501,4.287748228246667,57.54556983006667,2128.724133833334,0.0,39.42501183026,762.2978823852,0.0,19.570862641866665,659.0672785639999,29.608045041329998,710.6008564872,31.0796996958,745.9209546719999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,OR,13.32925837425,109.1802118875,4548.127269075,1.8015753221345001,27.50473234366,1010.12443788795,1.8015753221345001,27.50473234366,1010.12443788795,4.460235819839,59.86051376297,2214.358476025,0.0,39.75389618338,768.6569888076,0.0,20.073095044099997,675.9804289245,29.85503603229,716.5287051335999,31.877274770775,765.0629659260001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,CA,13.766731469609999,112.76356243149999,4697.399138418999,1.929554911296125,29.458602549414998,1081.8812548107376,1.929554911296125,29.458602549414998,1081.8812548107376,4.674448648668751,62.73544919381251,2320.7080082812504,0.0,41.0334618697375,697.5289758583532,0.0,20.498372481475002,606.8905506927922,30.81598535649375,650.2244058696187,32.55264076168125,686.8682358810562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,ME,13.57533699039,111.1958465685,4632.092695581,1.8247274086160001,27.858196300480003,1023.1055705976,1.8247274086160001,27.858196300480003,1023.1055705976,4.5000406486680005,60.39473159364,2234.1202473000003,0.0,41.480539037259994,802.0422975251998,0.0,20.7049358082,697.258263249,31.151738734829998,747.6499105271998,32.88067567155,789.1448510519999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,WV,13.731186780612,112.4724151998,4685.2707990348,1.8593697898698003,28.387083109944,1042.5291913927801,1.8593697898698003,28.387083109944,1042.5291913927801,4.5536724180376,61.114519828648,2260.74663386,0.0,41.612092778508,804.58594009416,0.0,20.152804186648,678.66470956236,31.250535131214,750.0210499857599,32.00385765364201,768.1009883572801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,NY,14.55965145495,119.2583852925,4967.954401605,1.960424359938125,29.929887825174998,1099.1894317569374,1.960424359938125,29.929887825174998,1099.1894317569374,4.7346796396599995,63.54380512179999,2350.6106885,0.0,43.751896600994996,845.9598762549,0.0,20.542115303604998,589.4500578517979,32.857520266147496,788.5891152414,32.62210697788875,667.1293875221305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,WI,13.061306103342,106.9854096793,4456.698249101801,1.685814889727,25.73741255956,945.2187743397,1.685814889727,25.73741255956,945.2187743397,4.235233787405599,56.840777183288,2102.65246366,0.0,39.745674074552,768.4980111470401,0.0,19.826191114743995,612.0268971419898,29.848861257516,716.38050891744,31.485176572625996,692.6814640165198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
