# Units: NA, NA, lat, lon, year, NA, NA, MW, kWh, mmbtu, metric tonne CO2
name,state,lat,lon,commissioning_year,prime_mover,primary_fuel,capacity,generation,fuel_consumption,emissions
Tait Electric Generating Station,OH,39.727679,-84.209489,2002,GT,Gas,376,303311000.0,3674915.5,216990.3
University Park South,IL,41.440893,-87.753189,2001,GT,Gas,348,153376000.0,2440484.1,143997.9
Gleason Generating Facility,TN,36.2454,-88.612,2000,GT,Gas,567,314215000.0,3288217.384,195413.415
Crete Energy Venture LLC,IL,41.429444,-87.6187,2002,GT,Gas,356,39021000.0,470871.415,27983.357
Whiting Clean Energy,IN,41.6739,-87.4775,2002,CT,Gas,575,1665477000.0,19656807.08,1168173.664
Bowling Green Generating Station,OH,41.397369,-83.641236,2000,GT,Gas,49,1927000.0,23397.4,1381.5000000000002
Galion Generating Station,OH,40.7167,-82.789,2000,GT,Gas,49,1487000.0,21017.9,1239.3000000000002
Napoleon Peaking Station,OH,41.4079,-84.1095,2000,GT,Gas,49,1630000.0,49689.6,2931.0
Edward L. Addison Generating Plant,GA,32.9111,-84.3064,2000,GT,Gas,700,310675000.0,3235806.059,192655.248
TVA Southaven Combined Cycle,MS,34.9939,-90.0378,2003,CT,Gas,903,3913711000.0,26679742.999,1585536.76
Jackson Generating Station,MI,42.2488,-84.3767,2002,CT,Gas,649,1970230000.0,15279624.548,908042.984
Tenaska Lindsay Hill Generating Station,AL,32.6514,-86.7386,2002,CT,Gas,939,1138499000.0,8008623.514,475959.664
Ceredo Generating Station,WV,38.3681,-82.5339,2001,GT,Gas,516,157902000.0,1855773.7,109500.6
Aurora,IL,41.8151,-88.2265,2001,GT,Gas,1275,442278000.0,4255977.325,252922.271
Southeast Chicago Energy Project,IL,41.7181,-87.5449,2002,GT,Gas,400,60344000.0,694448.2000000001,40973.1
Arlington Valley Energy Facility,AZ,33.3417,-112.8897,2002,CT,Gas,713,2121706000.0,14863498.815,883318.806
Front Range Power Plant,CO,38.6281,-104.7069,2003,CT,Gas,541,1729739000.0,13449147.832,799273.382
Big Sandy Peaker Plant,WV,38.3441,-82.5938,2001,GT,Gas,348,87175000.0,811044.3999999999,47834.8
Wolf Hills Energy,VA,36.6644,-82.1044,2001,GT,Gas,285,124116000.0,1285525.6,75852.3
Oleander Power Project LP,FL,28.3661,-80.7947,2002,GT,Gas,990,163263000.0,1800787.169,107047.107
Decatur Energy Center,AL,34.6292,-87.0214,2002,CT,Gas,900,2164304000.0,15772945.028,937369.567
Morgan Energy Center,AL,34.6397,-87.0639,2003,CT,Gas,900,4070011000.0,30541383.705,1815031.951
Westbrook Energy Center Power Plant,ME,43.6575,-70.375,2001,CT,Gas,563,1467852000.0,9627705.987,572159.791
Blythe Energy Inc,CA,33.6157,-114.6865,2003,CT,Gas,591,1168796000.0,12773490.858,759114.205
Calumet Energy Team LLC,IL,41.6835,-87.5563,2002,GT,Gas,312,28141000.0,263646.202,15314.358
New Covert Generating Facility,MI,42.32238,-86.29368,2004,CT,Gas,1176,6415930000.0,44463355.686,2642392.821
Fairless Energy Center,PA,40.1475,-74.7411,2004,CT,Gas,1334,7834503000.0,52687488.753,3131140.481
Channel Energy Center LLC,TX,29.7189,-95.2319,2001,CT,Gas,923,5317706000.0,35285775.797,2096979.212
Baconton Power Plant,GA,31.3869,-84.08,2000,GT,Gas,240,104000.0,987.695,58.636
Gila River Power Block 4,AZ,32.975,-112.6944,2003,CT,Gas,619,3795347000.0,26232457.491,1558954.927
Calvert City,KY,37.048333,-88.353889,2000,GT,Gas,26,88837000.0,1571895.348,0.0
Fore River Generating Station,MA,42.2422,-70.9661,2003,CT,Gas,871,4466232000.0,31864865.882,1896846.022
Wise County Power LLC,TX,33.0583,-97.9103,2004,CT,Gas,746,878090000.0,6450426.795,383339.185
Chuck Lenzie Generating Station,NV,36.383719,-114.921779,2006,CT,Gas,1462,6489795000.0,46746129.765,2778061.375
Baytown Energy Center,TX,29.7731,-94.9019,2002,CT,Gas,932,4565260000.0,32377892.356,1924175.854
Hermiston Power Partnership,OR,45.794046,-119.313323,2002,CT,Gas,688,3046386000.0,21784768.801,1294639.372
Washington County Power LLC,GA,33.092239,-82.979992,2003,GT,Gas,792,130020000.0,1261716.639,74982.641
Delta Energy Center,CA,38.0169,-121.8439,2002,CT,Gas,943,499949000.0,3883935.468,230817.412
Holland Energy Facility,IL,39.223144,-88.758406,2002,CT,Gas,701,764132000.0,5483344.994,325867.762
Ironwood LLC,PA,40.3509,-76.3658,2001,CT,Gas,777,3301682000.0,36155921.864,2148699.331
Dell Power Station,AR,35.8619,-90.0253,2007,CT,Gas,678,372038000.0,2855731.602,169927.872
Luna Energy Facility,NM,32.299349,-107.7834,2006,CT,Gas,650,2617416000.0,19377324.17,1151574.305
Otay Mesa Generating Project,CA,32.581481,-116.914969,2009,CT,Gas,686,2229067000.0,15842313.805,941484.315
Armstrong,PA,40.638021,-79.351725,2002,GT,Gas,688,1398564000.0,14115408.906,839586.321
Troy Energy LLC,OH,41.47724,-83.45983,2002,GT,Gas,792,183162000.0,1809463.083,108274.063
Pleasants Energy LLC,WV,39.3325,-81.3642,2002,GT,Gas,344,629615000.0,6517918.896,387673.407
Dresden Energy Facility,OH,40.0928,-82.0276,2012,CT,Gas,676,3850752000.0,24602928.186,1462115.893
Jack Fusco Energy Center,TX,29.4731,-95.6244,2003,CT,Gas,1075,2389133000.0,16904567.557,1004612.521
Cottonwood Energy Project,TX,30.2588,-93.7353,2003,CT,Gas,1428,6451402000.0,46241527.895,2748085.809
Sugar Creek Power,IN,39.3931,-87.5108,2002,CT,Gas,1127,3664207000.0,25858289.226,1536676.911
Exelon LaPorte Generating Station,TX,29.7028,-95.0718,2001,GT,Gas,236,87382000.0,1014213.0,59834.8
Harquahala Generating Project,AZ,33.47596,-113.113434,2004,CT,Gas,1323,1244193000.0,13350527.228,793397.206
Astoria Energy,NY,40.7825,-73.8964,2006,CT,Gas,595,6061841000.0,42665413.981,2545020.317
Gans,PA,39.7475,-79.838888,2000,GT,Gas,86,86572000.0,822900.73,48903.787
Union Power Station,AR,33.296146,-92.589364,2003,CT,Gas,2428,10068192000.0,63409435.435,3768329.317
Commonwealth Chesapeake,VA,37.9892,-75.54,2000,GT,Oil,399,80522000.0,787429.3,63892.3
Thomas A Smith Energy Facility,GA,34.7094,-84.9175,2002,CA,Gas,1192,6668124000.0,47284357.555,2810038.008
Columbia Energy Center (SC),SC,33.8697,-81.0178,2004,CT,Gas,668,1967899000.0,14162503.516,796878.434
RockGen Energy Center,WI,42.9767,-89.0492,2001,GT,Gas,561,426637000.0,4338708.796,257837.67
Zion Energy Center,IL,42.4776,-87.895,2002,GT,Gas,990,488314000.0,5020111.364,298408.273
Metcalf Energy Center,CA,37.2207,-121.7457,2005,CT,Gas,635,2169018000.0,15350901.029,912274.667
Crossroads Energy Center,MS,34.183,-90.5621,2002,GT,Gas,304,13813000.0,159368.14299999998,9471.471
Washington Energy Facility,OH,39.58,-81.6564,2002,CT,Gas,713,4213137000.0,29299395.615,1741217.111
Elk Hills Power LLC,CA,35.280318,-119.470707,2003,CT,Gas,623,3916573000.0,25207545.053,1498053.493
Rolling Hills Generating,OH,39.0839,-82.3328,2003,GT,Gas,975,408492000.0,4262527.468,253317.471
Renaissance Power Plant,MI,43.1864,-84.8429,2002,GT,Gas,780,292942000.0,3145360.262,186925.17
Carville Energy LLC,LA,30.2294,-91.065,2003,CT,Gas,570,3260634000.0,24920630.848,1481000.149
Athens Generating Plant,NY,42.2728,-73.8492,2003,CT,Gas,1323,4008360000.0,27557465.935,1637707.071
Effingham County Power Project,GA,32.277252,-81.284411,2003,CT,Gas,595,1609622000.0,17763510.204,1055662.486
Calhoun Energy Center,AL,33.5883,-85.9731,2003,GT,Gas,748,167191000.0,1726707.273,103411.076
Hillabee Energy Center,AL,33.000669,-85.903278,2010,CT,Gas,822,3165967000.0,21859403.093,1299073.75
Osprey Energy Center Power Plant,FL,28.0525,-81.8083,2004,CT,Gas,644,1854933000.0,13281828.023,789321.195
Shady Hills Generating Station,FL,28.3665,-82.558611,2002,GT,Gas,1058,570547000.0,5649485.454,335741.019
Vandolah Power Station,FL,27.523607,-81.923951,2002,GT,Gas,728,1188710000.0,11527501.584,685107.741
Raccoon Creek Energy Center,IL,38.6996,-88.5392,2002,GT,Gas,456,6325000.0,75572.804,4491.043
Hot Spring Generating Facility,AR,34.29759,-92.868344,2002,CT,Gas,1426,3498903000.0,22541227.769,1339586.833
Plaquemine Cogeneration Plant,LA,30.3217,-91.2347,2004,CT,Gas,987,9692158000.0,59854764.398,3282223.861
Bayou Cove Peaking Power,LA,30.2825,-92.5997,2002,GT,Gas,416,95055000.0,1166908.182,69347.07
Elgin Energy Center LLC,IL,42.000061,-88.244572,2002,GT,Gas,540,150072000.0,1644106.552,97707.255
Tenaska Virginia Generating Station,VA,37.8667,-78.3813,2004,CT,Gas,945,6046036000.0,42397195.895,2519679.264
Tenaska Central Alabama Generating Stn,AL,32.6497,-86.74,2003,CT,Gas,927,4847554000.0,36965474.766,2196799.496
Columbia Energy Center,MO,39.0192,-92.2629,2001,GT,Gas,160,8504000.0,93654.22,5566.326
Magnolia Power Plant,MS,34.835,-89.2026,2003,CT,Gas,1002,5280668000.0,39106555.957,2324037.361
Fountain Valley Power Facility,CO,38.5569,-104.6875,2001,GT,Gas,228,138770000.0,1411910.841,83909.321
Red Hawk,AZ,33.334562,-112.840641,2002,CT,Gas,1138,4545369000.0,33204309.931,1973290.648
McClain Energy Facility,OK,35.29774,-97.58985,2001,CT,Gas,550,2484169000.0,25139552.489,1494004.11
Redbud Power Plant,OK,35.6856,-97.2264,2004,CT,Gas,1428,5374025000.0,39865579.23,2369157.922
Deer Park Energy Center,TX,29.713414,-95.134508,2003,CT,Gas,1176,6989308000.0,69383419.824,4123360.321
Ouachita,LA,32.7061,-92.0683,2002,CT,Gas,903,4219423000.0,28225100.115,1677370.993
Green Power 2,TX,29.378097,-94.932773,2003,CT,Gas,861,1346710000.0,69219470.603,4113696.958
Neil Simpson Gas Turbine #2,WY,44.285,-105.3786,2001,GT,Gas,40,7855000.0,79413.919,4718.886
Lange Gas Turbines,SD,44.1203,-103.26,2002,GT,Gas,40,11116000.0,103204.691,6132.6140000000005
Wygen 1,WY,44.2858,-105.3833,2003,ST,Coal,90,802006000.0,9144685.022,959100.501
Forney Energy Center,TX,32.7563,-96.4916,2003,CT,Gas,1892,8130247000.0,67720972.567,4024563.016
Mesquite Generating Station Block 2,AZ,33.345047,-112.864227,2003,CT,Gas,691,5125499000.0,36405054.36,2163505.089
Goldendale Generating Station,WA,45.8114,-120.833,2004,CT,Gas,284,1128695000.0,7691177.826,457076.946
Goose Creek Energy Center,IL,40.106931,-88.599867,2003,GT,Gas,684,22421000.0,254859.377,15145.599
CalPeak Power Vaca Dixon Peaker Plant,CA,38.398867,-121.923973,2002,GT,Gas,60,13271000.0,102713.489,5981.128
Kiamichi Energy Facility,OK,34.6831,-95.9349,2003,CT,Gas,1366,3285633000.0,23281448.702,1383582.614
"Lawrenceburg Power, LLC",IN,39.0911,-84.8669,2004,CT,Gas,1232,7386843000.0,52991700.733,3149213.447
"Waterford Power, LLC",OH,39.5333,-81.7178,2003,CT,Gas,921,6141304000.0,42179447.805,2506661.063
Limon Generating Station,CO,39.2038,-103.7005,2002,GT,Gas,154,38108000.0,463294.316,27668.453
Frank Knutson,CO,39.941129,-104.682015,2002,GT,Gas,154,12075000.0,147984.861,8822.024
CalPeak Power Panoche Peaker Plant,CA,36.652905,-120.580609,2001,GT,Gas,60,22354000.0,169836.109,9967.094
CalPeak Power Border Peaker Plant,CA,32.562448,-116.943869,2001,GT,Gas,60,16995000.0,136365.011,8010.859
Cuyamaca Peak Energy Plant,CA,32.796491,-116.972071,2002,GT,Gas,48,10663000.0,97495.815,5705.166
CalPeak Power Enterprise Peaker Plant,CA,33.121943,-117.117441,2001,GT,Gas,58,17245000.0,131740.066,7708.959000000001
Apex Generating Station,NV,36.415999,-114.960916,2003,CT,Gas,600,3138237000.0,21985506.877,1306746.074
Fayette Energy Facility,PA,39.8592,-79.9182,2003,CT,Gas,643,4199701000.0,29096045.297,1729140.074
Wallingford Energy,CT,41.448694,-72.835364,2001,GT,Gas,250,179846000.0,1438233.177,85471.692
High Desert Power Plant,CA,34.5953,-117.3647,2003,CT,Gas,852,1465347000.0,16543340.332,983147.374
Sundance,AZ,32.9285,-111.5899,2002,GT,Gas,690,445399000.0,4491981.461,266951.326
York Energy Center,PA,39.7375,-76.306666,2011,CT,Gas,680,1446416000.0,12708550.294,755705.126
Escondido Energy Center,CA,33.1261,-117.1172,2001,GT,Gas,93,53805000.0,470070.281,27933.508
Chula Vista Energy Center,CA,32.591667,-117.058611,2001,GT,Gas,44,3279000.0,67411.76000000001,4005.929
Indigo Energy Facility,CA,33.910873,-116.552994,2001,GT,Gas,147,86763000.0,743449.869,44181.706
Larkspur Energy Facility,CA,32.567041,-116.944197,2001,GT,Gas,98,60104000.0,509181.044,30259.664
Klamath Expansion Project,OR,42.172718,-121.814393,2002,GT,Gas,116,83968000.0,727064.041,42952.202
Combined Locks Energy Center,WI,44.2717,-88.3011,2002,CT,Gas,66,156900000.0,1061177.831,63061.778
Binghamton Cogen,NY,42.107192,-75.927782,1992,GT,Gas,47,3943000.0,41093.4,2424.6
Perryville Power Station,LA,32.6908,-92.0183,2001,CT,Gas,822,1942304000.0,13749670.958,817120.691
West Valley Generation Project,UT,40.6667,-112.0317,2001,GT,Gas,215,145439000.0,1402901.326,83371.694
Creed Energy Center,CA,38.242158,-121.854722,2003,GT,Gas,47,16761000.0,160361.745,9531.283
Lambie Energy Center,CA,38.221577,-121.868333,2003,GT,Gas,47,17727000.0,171356.828,10184.004
Goose Haven Energy Center,CA,38.226752,-121.843271,2003,GT,Gas,47,18404000.0,180787.719,10743.728
University Park North,IL,41.4425,-87.7514,2002,GT,Gas,720,456537000.0,4495088.7700000005,267136.414
Riverside Energy Center,WI,42.583056,-89.035833,2004,CT,Gas,673,1321569000.0,9089542.234,540176.838
Blue Spruce Energy Center,CO,39.747875,-104.681404,2003,GT,Gas,396,370892000.0,4375398.606,260028.745
Spring Creek Energy Center,OK,35.7422,-97.655,2001,GT,Gas,336,11990000.0,145054.756,8620.467
Chambersburg,PA,39.866944,-77.685833,2001,GT,Gas,86,182007000.0,1734261.61,103062.843
"Pastoria Energy Facility, LLC",CA,34.9556,-118.844,2005,CT,Gas,779,4005566000.0,27736480.669,1648343.613
Essential Power Newington LLC,NH,43.1047,-70.8061,2002,CT,Gas,604,871578000.0,6301373.993,385438.832
Chehalis Generating Facility,WA,46.6225,-122.9131,2003,CT,Gas,698,1856300000.0,13462528.848,800058.122
Harrison County Power Project,TX,32.3958,-94.4367,2003,CT,Gas,570,2073903000.0,14634862.733,869729.467
Lower Mount Bethel Energy,PA,40.801924,-75.107563,2004,CT,Gas,650,3376039000.0,23576108.107,1401085.283
AL Sandersville LLC,GA,33.1189,-82.8608,2002,GT,Gas,688,1131000.0,11547.913,686.328
Higgins Generating Station,NV,35.6139,-115.3561,2004,CT,Gas,688,2659281000.0,19157105.321,1138480.315
Bethlehem Power Plant,PA,40.6175,-75.3147,2002,CT,Gas,1152,4996579000.0,38807739.65,2311534.217
Quantum Choctaw Power LLC,MS,33.3792,-89.2089,2006,CT,Gas,850,3293035000.0,23664802.407,1406359.826
Hanford Energy Park Peaker,CA,36.270072,-119.648055,2001,GT,Gas,92,24890000.0,223655.224,13290.684
Bayswater Peaking Facility LLC,NY,40.610654,-73.762218,2002,GT,Gas,60,120088000.0,1209031.252,73518.874
Mint Farm Generating Station,WA,46.138824,-122.985506,2008,CT,Gas,319,915086000.0,6601585.084,392321.344
Fremont Energy Center,OH,41.377116,-83.161388,2012,CT,Gas,738,3234300000.0,21778551.165,1294315.78
Choctaw County,MS,33.2881,-89.4201,2003,CT,Gas,899,2704262000.0,28483502.711,1692735.624
Nacogdoches Power,TX,31.832132,-94.90064,2012,CT,Gas,1039,99878000.0,1292983.925,134870.4
Allegheny Energy Units 3 4 & 5,PA,40.545278,-79.768611,2003,CT,Gas,556,2645892000.0,26246547.087,1559789.561
Magnet Cove,AR,34.4297,-92.8317,2005,CT,Gas,746,1548012000.0,9894881.665,588038.214
Dean,MI,42.7725,-82.4953,2002,GT,Gas,356,124562000.0,1466754.127,87181.915
Bennett Mountain,ID,43.147153,-115.666637,2005,GT,Gas,392,89420000.0,947619.765,56314.366
Hanging Rock Energy Facility,OH,38.5731,-82.7833,2003,CT,Gas,1426,8227779000.0,56431304.835,3353631.637
Buchanan Generation LLC,VA,37.175278,-81.961388,2002,GT,Gas,88,177002000.0,1683501.061,100048.236
Los Esteros Critical Energy Center,CA,37.425,-121.9319,2003,CT,Gas,306,248984000.0,1905238.536,113222.118
Hardin Generator Project,MT,45.7578,-107.6,2006,ST,Coal,115,133372000.0,1620839.248,169936.293
Edgewood Energy LLC,NY,40.7861,-73.2931,2002,GT,Gas,100,80485000.0,756500.681,44959.401
Shoreham Energy LLC,NY,40.957053,-72.865877,2002,GT,Oil,100,5680000.0,44006.098,3570.582
Otsego Mill Power Plant,MI,42.4628,-85.6961,1995,GT,Gas,20,59477000.0,723921.4500000001,0.0
Marcus Hook Energy LP,PA,39.807038,-75.421606,2004,CT,Gas,835,5550262000.0,38476906.44,2286631.911
Valencia Energy Facility,NM,34.611549,-106.732234,2008,GT,Gas,654,84514000.0,881897.8919999999,52411.075
Henrietta Peaker,CA,36.2397,-119.9044,2002,GT,Gas,98,48174000.0,427936.809,25429.8
Gilroy Peaking Energy Center,CA,36.999,-121.5363,2001,GT,Gas,135,34537000.0,378226.066,22477.553
Frederickson Power LP,WA,47.086111,-122.365674,2002,CT,Gas,318,945132000.0,6530257.73,388080.493
Curtis H Stanton Energy Center,FL,28.488246,-81.166944,2003,CT,Gas,1016,1100628000.0,10798484.479,641925.619
Auburndale Peaker Energy Center,FL,28.0535,-81.8059,2002,GT,Gas,130,0.0,0.0,0.0
Rocky Mountain Energy Center,CO,40.0908,-104.5953,2004,CT,Gas,684,2054106000.0,16645096.083,989191.889
Island Street Peaking Plant,WI,44.2761,-88.2658,2004,GT,Gas,60,6446000.0,77803.16100000001,4624.119000000001
Silverhawk,NV,36.4078,-114.9606,2004,CT,Gas,664,2300312000.0,17279519.439,1026901.368
Feather River Energy Center,CA,39.109344,-121.60931,2003,GT,Gas,47,30088000.0,294133.851,17481.481
Inland Empire Energy Center,CA,33.738839,-117.170369,2009,CS,Gas,818,389107000.0,2677036.288,159090.556
Wolfskill Energy Center,CA,38.228522,-122.07525,2003,GT,Gas,47,19807000.0,185019.163,10995.55
Prairie State Generating Station,IL,38.279167,-89.666944,2012,ST,Coal,1766,11633447000.0,117462844.402,12051683.29
Benson Power Biomass Plant,MN,45.322401,-95.629506,2007,ST,Biomass,62,455678000.0,5878122.68,618774.589
Jasper,SC,32.3594,-81.1242,2004,CT,Gas,999,5127266000.0,39628674.307,2355164.28
Tracy Combined Cycle Power Plant,CA,37.7107,-121.4906,2003,CT,Gas,335,947530000.0,7082670.723,420912.697
NRG Rockford II Energy Center,IL,42.2383,-89.1011,2002,GT,Gas,168,86759000.0,812690.063,48296.723
NAEA Ocean Peaking Power LLC,NJ,40.0633,-74.1672,2003,GT,Gas,573,360327000.0,3582685.595,212912.072
Warren County,VA,38.971667,-78.177222,2014,CT,Gas,1470,9071165000.0,61274446.634,3641454.595
Agua Mansa Power Plant,CA,34.0414,-117.3603,2003,GT,Gas,60,13325000.0,120362.35,7152.55
Riverview Energy Center,CA,38.014423,-121.790679,2003,GT,Gas,47,24818000.0,233657.355,13884.339
Wansley Combined Cycle,GA,33.406385,-85.036988,2002,CT,Gas,1238,8924401000.0,60268631.193,3581678.506
Hawkeye Energy Greenport LLC,NY,41.10603,-72.376155,2003,GT,Oil,54,9893000.0,91024.025,7386.125
Cosumnes,CA,38.338475,-121.123978,2006,CT,Gas,530,3290623000.0,23437184.561,1385918.48
Cass County,NE,40.947913,-95.964026,2003,GT,Gas,344,20481000.0,234350.321,13926.775
Hunterstown Power Plant,PA,39.8725,-77.1672,2003,CT,Gas,898,3355482000.0,36135800.988,2147505.169
Bluffview,NM,36.716628,-108.215282,2005,CT,Gas,67,400302000.0,3298071.78,196001.286
Palomar Energy,CA,33.1197,-117.117778,2005,CT,Gas,559,2589553000.0,18142129.069,1078160.261
Exira,IA,41.514365,-94.919729,2004,GT,Gas,180,51430000.0,499403.953,29687.445
Walton Bainbridge Power Facility,GA,30.910985,-84.547304,2000,GT,Oil,80,72000.0,1473.6,0.0
AMEA Peaking,AL,33.1661,-86.2825,2004,GT,Gas,98,25298000.0,276994.1,16339.6
Donald Von Raesfeld Power Plant,CA,37.3767,-121.9508,2005,CT,Gas,154,674149000.0,5162962.882,306829.375
Fox Energy Center,WI,44.3204,-88.208889,2005,CT,Gas,617,3182224000.0,19556625.127,1163260.802
Equus Freeport Power,NY,40.6439,-73.5683,2004,GT,Gas,120,97558000.0,913692.025,54431.25
Malburg,CA,33.9986,-118.2219,2005,CT,Gas,130,709395000.0,5603230.223,332996.44
Magnolia Power Project,CA,34.1786,-118.3153,2005,CT,Gas,386,1480080000.0,10358027.903,615562.674
Elm Road Generating Station,WI,42.8492,-87.8336,2010,ST,Coal,1402,8365826000.0,78034000.149,8181506.494
Walnut Energy Center,CA,37.4878,-120.8956,2006,CT,Gas,298,1158529000.0,9338947.492,554982.839
Currant Creek,UT,39.82144,-111.89345,2005,CT,Gas,649,1241131000.0,9254992.466,550010.122
Mankato Energy Center,MN,44.1988,-94.003,2006,CA,Gas,530,733753000.0,5401368.449,321200.869
T J Labbe Electric Generating,LA,30.2554,-92.0433,2005,GT,Gas,100,20783000.0,221308.303,13152.143
Ripon Generation Station,CA,37.7315,-121.116,2006,GT,Gas,120,89661000.0,934806.019,55554.538
Riverside Energy Resource Center,CA,33.9636,-117.4528,2006,GT,Gas,196,118208000.0,1008378.021,59925.911
McIntosh Combined Cycle Facility,GA,32.3478,-81.1817,2005,CT,Gas,1374,9023661000.0,62598423.665,3720134.994
South Harper,MO,38.6803,-94.4824,2005,GT,Gas,351,3740000.0,45532.688,2706.294
Faribault Energy Park,MN,44.3356,-93.290556,2005,CT,Gas,334,693689000.0,4684341.071,278382.445
Sheboygan Falls,WI,43.751826,-87.878056,2005,GT,Gas,346,325146000.0,3570477.069,212186.586
Nebo Power Station,UT,40.0614,-111.7294,2004,CA,Gas,140,360856000.0,2657285.667,157914.658
Pinelawn Power LLC,NY,40.736611,-73.388424,2005,CT,Gas,82,132904000.0,1090940.475,65128.35
"Waterside Power, LLC",CT,41.0372,-73.5564,2003,GT,Oil,138,0.0,9333.2,0.0
500MW CC,NY,40.7889,-73.9069,2005,CT,Gas,528,2306577000.0,16913338.359,1006943.979
TS Power Plant,NV,40.7461,-116.5297,2008,ST,Coal,406,1082161000.0,10491225.597,1097749.087
Port Westward,OR,46.17894,-123.172039,2007,CT,Gas,483,2182163000.0,14827679.193,881188.085
Miramar Energy Facility,CA,32.8769,-117.166389,2005,GT,Gas,106,136756000.0,1128461.78,67064.004
Caithness Long Island Energy Center,NY,40.8142,-72.9403,2009,CT,Gas,348,2499088000.0,16642919.033,989105.849
Lake Side Power Plant,UT,40.331667,-111.754167,2007,CT,Gas,1385,3492896000.0,25019306.3,1486861.646
Groton Generating Station,SD,45.3735,-98.098689,2006,GT,Gas,188,95419000.0,785912.012,46706.008
Malaga Power LLC,CA,36.6697,-119.7404,2005,GT,Gas,120,25629000.0,224704.497,13352.824
Cannon Falls Energy Center,MN,44.536688,-92.915528,2008,GT,Gas,346,44848000.0,505153.8,30050.300000000003
Anson County Generation Facility,NC,34.968651,-79.921738,2007,GT,Gas,342,199062000.0,1924837.343,116010.545
Millcreek Power Generation,UT,37.112092,-113.516581,2006,GT,Gas,80,106654000.0,999276.869,59104.152
Empire Generating Co LLC,NY,42.625239,-73.750021,2010,CT,Gas,653,2461967000.0,17434099.918,1036086.595
Hargis-Hebert Electric Generating,LA,30.1694,-91.9923,2006,GT,Gas,100,26932000.0,288435.435,17142.364
Hamlet Generating Facility,NC,34.842311,-79.736087,2007,GT,Gas,342,35749000.0,333812.847,20030.231
Roseville Energy Park,CA,38.7928,-121.3811,2007,CT,Gas,164,26863000.0,294215.995,17485.048
Wygen 2,WY,44.2919,-105.3811,2008,ST,Coal,95,819591000.0,8962948.929,940031.979
Mustang Station Unit 4,TX,32.974554,-102.743607,2006,GT,Gas,510,430678000.0,4786277.984,284440.476
Harry D Mattison Gas Plant,AR,36.1855,-94.2841,2007,GT,Gas,348,52360000.0,646367.1,38133.5
Quail Run Energy Center,TX,31.8414,-102.315,2002,CT,Gas,548,527128000.0,4403026.043,261670.088
Colorado Bend Energy Center,TX,29.2878,-96.0683,2002,CT,Gas,580,2246177000.0,18426825.595000003,1095080.526
Hunlock Unit 4,PA,41.2025,-76.068333,2000,GT,Gas,44,4983000.0,43709.567,2598.13
Treasure Coast Energy Center,FL,27.383889,-80.3775,2008,CT,Gas,410,1903047000.0,13506721.698,802686.595
West County Energy Center,FL,26.6986,-80.3747,2009,CT,Gas,4263,21131943000.0,137790311.129,8191236.409
Spindle Hill Energy Center,CO,40.092192,-104.887844,2007,GT,Gas,420,127048000.0,1376905.231,81834.019
Plum Point Energy Station,AR,35.6644,-89.9489,2010,ST,Coal,720,3838379000.0,39071302.091,4007903.933
Hobbs Generating Station,NM,32.728333,-103.309444,2008,CT,Gas,663,3312843000.0,24440732.173,1452481.073
Russell City Energy Center,CA,37.63466,-122.13381,2013,CT,Gas,655,823781000.0,5797280.574,344524.999
McGrath Peaker,CA,34.205556,-119.246944,2012,GT,Gas,49,54589000.0,450200.777,26755.975
Grapeland Peaker,CA,34.0903,-117.5343,2007,GT,Gas,59,29141000.0,249783.153,14844.518
Mira Loma Peaker,CA,34.0053,-117.5604,2007,GT,Gas,49,31303000.0,249735.439,14841.668
Barre Peaker,CA,33.8073,-117.9832,2007,GT,Gas,49,41773000.0,334885.249,19901.312
Center Peaker,CA,33.9296,-118.1046,2007,GT,Gas,59,29094000.0,249529.169,14828.503
Gateway Generating Station,CA,38.0175,-121.7587,2009,CT,Gas,619,2860126000.0,20587550.039,1223486.595
Marshfield Utilities Gas Plant,WI,44.634722,-90.134444,2011,GT,Gas,60,1718000.0,16858.559,1002.392
Black Mountain Generating Station,AZ,35.0361,-114.1594,2008,GT,Gas,120,60165000.0,557591.3859999999,33134.594
Emporia Energy Center,KS,38.445883,-96.065247,2008,GT,Gas,729,324663000.0,3375374.856,200588.789
Jonesboro City Water & Light Plant,AR,35.848561,-90.725377,1999,GT,Gas,222,47395000.0,510449.9,30113.1
Colusa Generating Station,CA,39.3661,-122.27,2010,CT,Gas,711,2573302000.0,18182024.656,1080531.804
PPS Power Plant No 1,KY,37.03385,-88.615862,2010,GT,Gas,120,27442000.0,276429.273,16426.97
John W Turk Jr Power Plant,AR,33.649722,-93.811944,2012,ST,Coal,609,4681612000.0,41813314.944,4385377.169
Niland Gas Turbine Plant,CA,33.238842,-115.504456,2008,GT,Gas,120,79153000.0,694912.321,41298.732
Wygen III,WY,44.2919,-105.3806,2010,ST,Coal,116,852471000.0,8938059.648,937421.5
San Jacinto County Peaking Facility,TX,30.4193,-95.0118,2001,GT,Gas,170,186513000.0,2199664.277,130723.796
Hardin County Peaking Facility,TX,30.3038,-94.2526,2001,GT,Gas,172,77486000.0,916719.377,54478.925
Culbertson Generation Station,MT,48.21,-104.391667,2010,GT,Gas,91,51799000.0,482470.229,28671.953
Dry Fork Station,WY,44.388889,-105.460833,2011,ST,Coal,483,3557363000.0,34502000.549,3618571.051
