ORISPL_CODE,GLOAD (MW),CO2_MASS (tons),HEAT_INPUT (mmBtu)
7928,1002.0,726.588,12227.089
7929,12397.0,8238.762999999999,138632.25400000002
7946,1817331.0,1132855.652,19062455.084
7947,38869.0,22289.265,375052.23699999996
7948,43466.0,25875.911,435403.671
7953,70056.0,43275.653,728209.7529999999
7960,234439.0,161576.831,2717432.375
7962,23418.0,13092.68,210096.35499999998
7964,58150.0,36512.070999999996,614394.577
7967,12520.0,6367.4619999999995,107133.06
7972,184748.0,134757.967,2267626.01
7975,36237.0,21109.631999999998,348846.189
7981,53362.0,39804.076,631611.291
7984,20898.0,11666.385,196325.63999999998
7985,235810.0,152906.888,2572937.377
7987,16319.0,9371.211,157680.186
7988,122004.0,85145.821,1432748.78
7989,171284.0,93534.874,1573874.103
7991,298383.0,159487.35199999998,2683245.0640000002
7999,2933448.0,1219726.561,20524110.752
8000,287543.0,146924.433,2472227.976
8002,47546.0,43648.028,663484.516
8006,336192.0,231915.087,3543990.9189999998
8007,12898.0,18398.6,227152.5
8008,7371.0,10903.2,183456.0
8012,12721.0,0.0,131664.5
8016,246.0,0.0,3875.3
8023,7012040.0,7675853.098999999,73194892.357
8027,89758.0,58768.919,1008611.427
8029,2128.0,0.0,36694.24
8031,2060182.0,886914.681,14924122.382
8037,3503.0,0.0,74112.651
8042,10244269.0,9252336.495,90178765.25
8048,3006471.0,1833152.092,30846205.55
8049,316167.0,239371.518,3971605.208
8053,50192.0,28713.951,483159.99000000005
8054,430462.0,287708.88399999996,4839476.6899999995
8056,859322.0,567991.575,9495165.02
8059,76077.0,64788.238,1090190.14
8063,15542.0,0.0,160827.0
8066,12566940.0,12963700.005,123605008.027
8068,3459922.0,1480572.8869999999,24913449.101
8069,5888832.0,5670780.652,55270728.54
8102,17002695.0,15462977.633,150712500.9
8219,1461684.0,1529385.098,14595672.159
8222,2778914.0,3249673.233,29849117.098
8223,9558155.0,9101315.775,86820314.299
8224,757833.0,781253.691,7449039.371
8226,1441164.0,1520494.716,14888459.408
8906,1699019.0,575295.393,9627321.327
10017,0.0,0.0,1858368.625
10025,0.0,0.0,7724265.127
10029,0.0,0.0,1077775.206
10030,79996.0,37855.293,634140.8740000001
10034,127333.0,61105.074,1028284.3910000001
10043,0.0,778955.093,7606091.632
10071,0.0,0.0,0.0
10075,0.0,0.0,0.0
10099,52616.0,25543.941,426771.457
10111,0.0,0.0,0.0
10113,0.0,1006896.44,8149161.296
10143,933044.0,0.0,10256987.592
10151,0.0,964118.236,9396845.034
10156,16682.0,11134.005,187337.38999999998
10169,5306.0,2529.466,42566.518000000004
10176,3497.0,2473.8,30523.8
10190,164217.0,87340.804,1463237.713
10244,0.0,0.0,1667037.325
10294,10999.0,5770.389,97103.51
10298,2339917.0,1825958.303,31632342.576
10307,573126.0,389415.297,6550390.106
10308,883287.0,427695.341,7196816.800000001
10328,0.0,0.0,2196609.856
10343,317137.0,570800.12,4849439.92
10349,42565.0,24947.164,419926.919
10350,29786.0,11957.607,201193.605
10377,0.0,476343.028,4642774.456
10378,0.0,0.0,7665925.196
10379,0.0,0.0,4589022.999
10380,0.0,0.0,0.0
10382,0.0,324119.038,3107262.329
10384,0.0,165175.44,1609920.633
10398,0.0,0.0,2875060.945
10405,11646.0,9967.958,167739.266
10464,0.0,626855.965,5881479.964
10474,0.0,0.0,5779459.33
10525,409246.0,564925.999,5417949.363
10566,0.0,1076557.675,10492817.25
10567,8001.0,6061.924,100890.14199999999
10603,291538.0,462433.11199999996,4131374.981
10617,6583.0,3198.349,53821.348999999995
10619,37332.0,17072.0,287270.572
10620,5239.0,2709.884,45596.043
10621,22362.0,10500.612,176702.28
10633,849237.0,578514.632,9733995.55
10641,0.0,966280.1,8778045.345
10649,35096.0,21163.275,356209.625
10650,17055.0,10542.3,177514.65
10671,0.0,0.0,22544722.182
10678,1108625.0,1393061.493,13582432.1
10682,21602.0,15349.014,258283.163
10698,0.0,0.0,593564.7
10725,250079.0,121011.97499999999,2036225.892
10726,450063.0,312634.775,5260664.0
10741,12009.0,6301.07,106032.10399999999
10743,0.0,0.0,6795601.259
10745,5360413.0,0.0,59215598.45
10751,43948.0,23853.015,401376.07899999997
10761,288004.0,179011.041,3012173.593
10771,0.0,473399.13300000003,4333199.686
10773,0.0,419905.365,3838808.387
10774,0.0,446937.68200000003,4087312.522
10788,0.0,0.0,333153.688
10803,0.0,0.0,0.0
10805,130456.0,0.0,1562487.4
10822,0.0,0.0,2666710.951
10823,6928.0,9342.401,115100.50600000001
10849,452250.0,0.0,5791934.308
10865,0.0,0.0,10515223.934
10866,0.0,0.0,1789682.6609999998
10867,0.0,0.0,5730195.83
10870,4315.0,2595.433,59400.229
50002,125501.0,86846.155,1441672.72
50006,6771467.0,2753656.739,46281685.744
50030,0.0,0.0,19493970.556
50039,172657.0,283941.023,2429939.151
50044,0.0,0.0,738.0
50074,166.0,0.0,1951.016
50109,261361.0,130338.194,2193181.793
50131,0.0,0.0,0.0
50137,5978.0,3978.598,66950.399
50151,0.0,0.0,758504.158
50202,0.0,0.0,0.0
50240,0.0,0.0,4512268.797
50243,7327.0,4797.298,80451.28899999999
50279,87388.0,48745.315,820201.506
50282,0.0,586937.384,0.0
50292,738445.0,329677.038,5547313.631
50296,0.0,0.0,612968.686
50368,0.0,0.0,1012033.298
50385,54437.0,27332.412,459916.122
50397,0.0,0.0,5128377.501
50410,0.0,0.0,4568277.95
50449,59433.0,33046.775,556089.875
50450,58688.0,30783.2,517962.7
50451,52383.0,29853.725,502372.35000000003
50458,685000.0,326133.85,5479222.525
50463,379461.0,0.0,4001387.574
50472,0.0,18623.2,560061.475
50479,0.0,0.0,445138.001
50481,0.0,0.0,17593153.937
50491,0.0,513340.025,8659443.525
50497,29269.0,21372.218,359596.776
50498,53242.0,27455.552,458949.951
50555,101048.0,79149.185,1333557.3
50558,75346.0,0.0,632997.668
50561,600975.0,312784.668,5258395.5600000005
50607,0.0,0.0,1765573.674
50611,24132.0,46020.263,394420.071
50625,6231547.0,2494138.794,42005603.685
50627,63532.0,0.0,0.0
50707,383983.0,212924.80099999998,3582752.0560000003
50729,0.0,0.0,2074186.571
50732,0.0,0.0,3586007.061
50733,0.0,0.0,11400255.684
50736,0.0,0.0,0.0
50744,9753.0,6451.0509999999995,108551.17300000001
50776,0.0,0.0,1168314.493
50799,32141.0,17786.227,299293.055
50806,0.0,0.0,2905541.9000000004
50815,3046932.0,2143214.387,36063873.345
50835,0.0,0.0,6787165.84
50852,4013.0,2303.306,38760.839
50864,0.0,0.0,0.0
50865,94020.0,73445.891,1235878.807
50879,0.0,663965.501,5912983.558
50888,264457.0,316453.278,2665293.5379999997
50900,0.0,0.0,8423312.627
50949,11574.0,9003.039999999999,151491.95
50951,472542.0,0.0,0.0
50956,0.0,0.0,103596.627
50966,180461.0,96427.687,1620142.097
50974,0.0,728829.28,6985634.115
50976,0.0,138161.098,1367270.551
50978,67801.0,42782.095,719882.083
51030,343976.0,260172.63,4357476.41
52007,172834.0,213003.427,2076059.119
52019,4255587.0,1433758.684,36965461.692999996
52026,99007.0,49715.58,828765.473
52056,306885.0,202920.324,3414422.749
52071,4955143.0,4970311.098,45668448.648
52087,96297.0,73747.5,1162409.2
52088,802970.0,654893.315,11019836.692
52089,0.0,0.0,3722637.2
52106,0.0,0.0,9031472.101
52130,0.0,0.0,7082752.627
52140,0.0,0.0,6723253.445
52149,297964.0,0.0,3904288.4020000002
52151,0.0,0.0,779964.583
52168,38027.0,0.0,1072574.3
52176,73144.0,39433.484,663558.923
52193,0.0,187632.186,3155711.5870000003
54034,6173.0,3290.869,55382.971000000005
54035,0.0,5713.141,55679.511999999995
54041,108542.0,68723.217,1156478.817
54056,13996.0,7580.834,123120.501
54076,86651.0,45535.025,766197.6
54081,0.0,897126.81,8743955.572
54096,112337.0,0.0,1666927.507
54099,0.0,0.0,3373384.451
54114,550091.0,313459.828,5274667.319
54131,8278.0,5755.6,96840.45000000001
54149,311283.0,205822.98200000002,3463388.226
54207,0.0,0.0,1795903.124
54238,293726.0,465913.936,4474277.189
54276,0.0,0.0,1067491.5
54304,472210.0,0.0,4524323.891
54324,362130.0,311525.974,5203728.405
54365,500696.0,219331.622,3690608.799
54415,142269.0,0.0,2541093.407
54424,116824.0,59501.508,1001209.127
54426,453721.0,200665.801,3376622.0360000003
54466,948676.0,432610.884,7279478.277
54476,182180.0,138168.662,2324953.158
54537,523691.0,386393.46400000004,6501614.62
54547,4294542.0,1827176.195,30745773.856
54556,0.0,0.0,9054514.639
54571,0.0,0.0,0.0
54574,61284.0,33688.692,566894.487
54586,63680.0,32051.318,532086.807
54592,2990.0,2855.776,48053.786
54593,19767.0,11352.15,191026.975
54605,58999.0,40761.71,685862.89
54634,0.0,1191986.142,9915657.42
54638,0.0,0.0,1614952.487
54640,640812.0,447449.447,7509003.204
54694,14197.0,8017.9400000000005,134916.718
54749,24610.0,12143.83,204327.68099999998
54751,97755.0,0.0,1307023.3
54755,0.0,1091.245,10634.032
54761,1727662.0,805171.096,13548416.249
54768,25584.0,15230.375,256377.19999999998
54785,820483.0,623484.855,12731513.915
54802,74056.0,0.0,1437947.3050000002
54805,164124.0,111916.835,1883200.965
54817,407252.0,193424.137,3254741.734
54832,730964.0,339189.676,5702929.867
54844,230668.0,117507.963,1973036.313
54854,22636.0,15113.322,254320.28699999998
54907,123880.0,0.0,942173.633
54914,1605519.0,1092138.727,18309812.011
54915,1013394.0,545370.412,9176937.744
55010,214968.0,126823.697,2134056.0069999998
55011,604212.0,310853.29,5230609.1680000005
55015,3164149.0,3036906.918,51101054.379
55026,672146.0,310345.4,5222142.545
55029,115255.0,77011.898,1295854.2249999999
55031,207763.0,136613.984,2280264.383
55039,87277.0,57938.233,972859.886
55040,152413.0,72708.591,1216758.176
55041,400458.0,174527.40000000002,2936766.941
55042,2356550.0,1001842.872,16857996.266
55043,465503.0,334200.596,5623593.1559999995
55047,4535165.0,1683963.453,28335827.839
55048,1338126.0,555110.089,9340820.938
55061,89612.0,58897.125,982222.05
55062,2884103.0,1249885.213,21031824.342
55063,3233786.0,1502928.609,25289586.337
55064,2010140.0,1280840.206,21384061.166
55065,1845414.0,905215.127,15231996.77
55068,209040.0,147329.296,2479095.066
55075,1731841.0,715419.04,12038244.177000001
55076,0.0,2987013.7,27604221.725
55077,1085200.0,490263.782,8249654.926
55079,874463.0,560533.587,9432122.483000001
55081,322811.0,221673.99300000002,3730101.334
55086,0.0,0.0,0.0
55087,3308157.0,1477800.257,24866764.813
55088,2921387.0,145269.225,38319560.6
55089,3670009.0,2561073.824,43095360.671
55091,3336908.0,1490811.878,25085835.071000002
55096,96299.0,0.0,1475039.2
55097,5236802.0,2557401.42,43033255.581
55098,3905425.0,1571840.919,26449352.476999998
55100,240289.0,104858.51,1764459.636
55101,6654.0,5008.118,84277.404
55102,6707.0,5400.027,90853.961
55103,2293358.0,1007265.574,17023840.518
55104,584186.0,458241.086,7710795.823
55107,2935248.0,1182301.708,19894548.434
55109,16645.0,11616.479,194523.43899999998
55110,349382.0,258441.112,4348702.604
55111,64530.0,46855.021,788407.454
55112,0.0,0.0,0.0
55116,688911.0,425935.798,7157116.311
55117,2959290.0,1670703.016,28112752.759
55120,2907037.0,1553062.086,24119380.398000002
55123,3379863.0,1352044.623,22750823.908
55124,2009924.0,848553.359,14278217.242
55126,3081504.0,1275528.97,21463179.405
55127,119217.0,73793.901,1241720.7449999999
55128,256582.0,150467.815,2531947.364
55129,1074545.0,494621.01900000003,8322901.019
55131,6582177.0,2938263.245,49442095.603
55132,2602590.0,1111381.788,18701272.104
55135,379632.0,240969.14599999998,4054765.854
55137,2731922.0,1126402.232,18953849.854
55138,4320.0,0.0,51139.055
55139,2487450.0,1113946.03,18744244.566999998
55141,537714.0,349044.652,5873383.375
55144,2950311.0,1260671.766,21213185.226999998
55146,5027981.0,2147645.144,36138297.072
55148,47454.0,30019.984,505132.071
55149,3092996.0,2142229.046,36049541.591
55151,3079189.0,1303401.329,21932105.604
55153,5156625.0,2396571.496,40326870.761
55154,1317448.0,876322.741,14745766.131000001
55164,86494.0,54670.251000000004,919928.738
55165,370603.0,233027.868,3921163.705
55166,421307.0,251062.412,4223192.84
55168,2171479.0,923505.89,15539719.744
55170,1839485.0,1178182.209,19825181.001
55172,3993516.0,1912318.4309999999,32178410.48
55173,5310581.0,2072030.19,34865916.225
55176,2106687.0,1236379.298,20805003.974
55177,0.0,0.0,0.0
55178,1160668.0,512910.079,8630653.151
55179,1355731.0,562896.575,9471860.019000001
55182,3011950.0,1209486.836,20351943.062
55183,2279742.0,936579.308,15759736.877
55187,7693479.0,3166341.895,53279792.048
55188,82581.0,33584.462,565110.901
55192,0.0,0.0,0.0
55193,4345649.0,1767155.706,29735616.385
55196,160568.0,89408.901,1504490.229
55197,4467276.0,1864971.131,31381790.75
55198,465392.0,279345.249,4700533.262
55199,376869.0,240899.681,4053579.253
55200,203382.0,102647.92,1727254.72
55201,51093.0,32557.846999999998,547799.612
55202,114380.0,61661.547,1037520.417
55204,10181.0,6856.445999999999,115376.36200000001
55206,2845888.0,1369630.387,23046647.855
55207,0.0,0.0,0.0
55210,430253.0,199030.171,3349061.125
55211,1323561.0,825549.875,13891467.494
55212,1365705.0,865706.596,14567277.512
55215,4694488.0,1991783.6,33515725.259999998
55216,601134.0,0.0,7885575.755
55217,3582182.0,1439441.412,24221363.053999998
55218,3331615.0,1335682.342,22475375.916
55220,2298302.0,1006940.763,16943680.507
55221,329794.0,158796.988,2672049.612
55222,30686.0,22273.753,374799.833
55223,893272.0,391489.86,6587543.5030000005
55224,81676.0,63058.728,1061045.5389999999
55225,4462484.0,1939306.464,32632611.549000002
55226,5500037.0,2316422.177,38978298.845
55228,102508.0,56926.8,964637.8999999999
55229,151808.0,90515.9,1526682.1
55230,3372149.0,1400568.51,23567101.14
55231,2672737.0,1812822.727,30504089.376000002
55232,357573.0,247878.96899999998,4167149.948
55233,196570.0,128169.2,2170869.8
55234,33540.0,23230.216,390906.707
55236,104047.0,75042.677,1262745.706
55237,125180.0,67875.5,1150354.4
55238,75787.0,47437.305,798226.326
55239,3541586.0,2264078.798,38097626.461
55241,537452.0,232901.00199999998,3919015.86
55242,926444.0,393606.158,6623171.477
55243,59240.0,25980.0,436358.4
55244,46622.0,31628.221999999998,532224.654
55245,0.0,0.0,3340445.262
55247,155676.0,106699.4,1807687.2
55248,303311.0,216990.3,3674915.5
55250,153376.0,143997.9,2440484.1
55251,314215.0,195413.415,3288217.384
55253,39021.0,27983.357,470871.415
55259,1665477.0,1168173.664,19656807.080000002
55262,1927.0,1381.5000000000002,23397.4
55263,1487.0,1239.3000000000002,21017.9
55264,1630.0,2931.0,49689.6
55267,310675.0,192655.248,3235806.059
55269,3913711.0,1585536.76,26679742.998999998
55270,1970230.0,908042.9839999999,15279624.548
55271,1138499.0,475959.664,8008623.514
55276,157902.0,109500.6,1855773.7000000002
55279,442278.0,252922.271,4255977.325
55281,60344.0,40973.1,694448.2000000001
55282,2121706.0,883318.806,14863498.815
55283,1729739.0,799273.382,13449147.832
55284,87175.0,47834.8,811044.3999999999
55285,124116.0,75852.3,1285525.6
55286,163263.0,107047.107,1800787.169
55292,2164304.0,937369.567,15772945.028
55293,4070011.0,1815031.951,30541383.705
55294,1467852.0,572159.791,9627705.987
55295,1168796.0,759114.205,12773490.858
55296,28141.0,15314.358,263646.202
55297,6415930.0,2642392.821,44463355.686
55298,7834503.0,3131140.481,52687488.753
55299,5317706.0,2096979.212,35285775.797
55304,104.0,58.636,987.6949999999999
55306,3795347.0,1558954.9270000001,26232457.491
55308,88837.0,0.0,1571895.348
55317,4466232.0,1896846.0219999999,31864865.882
55320,878090.0,383339.185,6450426.795
55322,6489795.0,2778061.375,46746129.765
55327,4565260.0,1924175.8539999998,32377892.356
55328,3046386.0,1294639.372,21784768.801
55332,130020.0,74982.641,1261716.639
55333,499949.0,230817.41199999998,3883935.468
55334,764132.0,325867.762,5483344.994
55337,3301682.0,2148699.331,36155921.864
55340,372038.0,169927.872,2855731.602
55343,2617416.0,1151574.305,19377324.17
55345,2229067.0,941484.3150000001,15842313.805
55347,1398564.0,839586.321,14115408.906
55348,183162.0,108274.063,1809463.083
55349,629615.0,387673.407,6517918.896
55350,3850752.0,1462115.893,24602928.186
55357,2389133.0,1004612.521,16904567.557
55358,6451402.0,2748085.809,46241527.895
55364,3664207.0,1536676.911,25858289.226
55365,87382.0,59834.8,1014213.0
55372,1244193.0,793397.206,13350527.228
55375,6061841.0,2545020.317,42665413.981
55377,86572.0,48903.787,822900.73
55380,10068192.0,3768329.317,63409435.435
55381,80522.0,63892.3,787429.3
55382,6668124.0,2810038.008,47284357.555
55386,1967899.0,796878.434,14162503.516
55391,426637.0,257837.67,4338708.796
55392,488314.0,298408.273,5020111.364
55393,2169018.0,912274.667,15350901.029
55395,13813.0,9471.471,159368.14299999998
55397,4213137.0,1741217.111,29299395.615
55400,3916573.0,1498053.493,25207545.053
55401,408492.0,253317.47100000002,4262527.468
55402,292942.0,186925.17,3145360.262
55404,3260634.0,1481000.149,24920630.848
55405,4008360.0,1637707.071,27557465.935
55406,1609622.0,1055662.486,17763510.204
55409,167191.0,103411.076,1726707.273
55411,3165967.0,1299073.75,21859403.093
55412,1854933.0,789321.195,13281828.023
55414,570547.0,335741.019,5649485.454
55415,1188710.0,685107.741,11527501.584
55417,6325.0,4491.043,75572.804
55418,3498903.0,1339586.8329999999,22541227.769
55419,9692158.0,3282223.861,59854764.398
55422,0.0,0.0,0.0
55433,95055.0,69347.07,1166908.182
55438,150072.0,97707.255,1644106.5520000001
55439,6046036.0,2519679.264,42397195.895
55440,4847554.0,2196799.496,36965474.766
55447,8504.0,5566.326,93654.22
55451,5280668.0,2324037.361,39106555.957
55453,138770.0,83909.321,1411910.841
55455,4545369.0,1973290.648,33204309.930999998
55457,2484169.0,1494004.1099999999,25139552.489
55463,5374025.0,2369157.922,39865579.23
55464,6989308.0,4123360.321,69383419.824
55467,4219423.0,1677370.993,28225100.115
55470,1346710.0,4113696.958,69219470.603
55477,7855.0,4718.886,79413.919
55478,11116.0,6132.6140000000005,103204.691
55479,802006.0,959100.501,9144685.022
55480,8130247.0,4024563.016,67720972.567
55481,5125499.0,2163505.089,36405054.36
55482,1128695.0,457076.946,7691177.826
55496,22421.0,15145.599,254859.377
55499,13271.0,5981.128,102713.489
55501,3285633.0,1383582.614,23281448.702
55502,7386843.0,3149213.447,52991700.732999995
55503,6141304.0,2506661.063,42179447.805
55504,38108.0,27668.453,463294.316
55505,12075.0,8822.024,147984.861
55508,22354.0,9967.094,169836.109
55510,16995.0,8010.859,136365.011
55512,10663.0,5705.166,97495.815
55513,17245.0,7708.959000000001,131740.066
55514,3138237.0,1306746.074,21985506.877
55516,4199701.0,1729140.074,29096045.297
55517,179846.0,85471.692,1438233.177
55518,1465347.0,983147.374,16543340.332
55522,445399.0,266951.326,4491981.461
55524,1446416.0,755705.126,12708550.294
55538,53805.0,27933.508,470070.28099999996
55540,3279.0,4005.929,67411.76000000001
55541,86763.0,44181.706,743449.869
55542,60104.0,30259.664,509181.044
55544,83968.0,42952.202,727064.041
55558,156900.0,63061.778,1061177.831
55600,3943.0,2424.6,41093.4
55620,1942304.0,817120.691,13749670.958
55622,145439.0,83371.694,1402901.326
55625,16761.0,9531.283,160361.745
55626,17727.0,10184.004,171356.828
55627,18404.0,10743.728000000001,180787.719
55640,456537.0,267136.414,4495088.7700000005
55641,1321569.0,540176.838,9089542.234
55645,370892.0,260028.745,4375398.606
55651,11990.0,8620.467,145054.756
55654,182007.0,103062.843,1734261.6099999999
55656,4005566.0,1648343.613,27736480.669
55661,871578.0,385438.832,6301373.993
55662,1856300.0,800058.122,13462528.848
55664,2073903.0,869729.467,14634862.733
55667,3376039.0,1401085.283,23576108.107
55672,1131.0,686.328,11547.913
55687,2659281.0,1138480.315,19157105.321
55690,4996579.0,2311534.217,38807739.65
55694,3293035.0,1406359.8260000001,23664802.406999998
55698,24890.0,13290.684000000001,223655.22400000002
55699,120088.0,73518.874,1209031.252
55700,915086.0,392321.344,6601585.084
55701,3234300.0,1294315.78,21778551.165
55703,0.0,0.0,335065.881
55706,2704262.0,1692735.624,28483502.711
55708,99878.0,134870.4,1292983.925
55710,2645892.0,1559789.561,26246547.087
55714,1548012.0,588038.214,9894881.665
55718,124562.0,87181.915,1466754.127
55733,89420.0,56314.366,947619.765
55736,8227779.0,3353631.637,56431304.835
55738,177002.0,100048.236,1683501.061
55748,248984.0,113222.118,1905238.536
55749,133372.0,169936.293,1620839.248
55786,80485.0,44959.401,756500.681
55787,5680.0,3570.582,44006.098
55799,59477.0,0.0,723921.4500000001
55801,5550262.0,2286631.911,38476906.44
55802,84514.0,52411.075000000004,881897.8919999999
55807,48174.0,25429.8,427936.809
55810,34537.0,22477.553,378226.066
55818,945132.0,388080.493,6530257.7299999995
55821,1100628.0,641925.619,10798484.479
55833,0.0,0.0,0.0
55835,2054106.0,989191.889,16645096.083
55836,6446.0,4624.119000000001,77803.16100000001
55841,2300312.0,1026901.368,17279519.439
55847,30088.0,17481.481,294133.851
55853,389107.0,159090.556,2677036.288
55855,19807.0,10995.55,185019.163
55856,11633447.0,12051683.29,117462844.40200001
55867,455678.0,618774.589,5878122.68
55927,5127266.0,2355164.28,39628674.307000004
55933,947530.0,420912.697,7082670.723
55936,86759.0,48296.723,812690.063
55938,360327.0,212912.07200000001,3582685.5949999997
55939,9071165.0,3641454.5949999997,61274446.634
55951,13325.0,7152.55,120362.35
55963,24818.0,13884.339,233657.35499999998
55965,8924401.0,3581678.506,60268631.193
55969,9893.0,7386.125,91024.025
55970,3290623.0,1385918.48,23437184.561
55972,20481.0,13926.775,234350.321
55976,3355482.0,2147505.169,36135800.988
55977,400302.0,196001.286,3298071.78
55985,2589553.0,1078160.261,18142129.069000002
56013,51430.0,29687.445,499403.953
56015,72.0,0.0,1473.6
56018,25298.0,16339.6,276994.1
56026,674149.0,306829.375,5162962.882
56031,3182224.0,1163260.8020000001,19556625.127
56032,97558.0,54431.25,913692.025
56041,709395.0,332996.44,5603230.223
56046,1480080.0,615562.674,10358027.902999999
56068,8365826.0,8181506.494,78034000.149
56078,1158529.0,554982.839,9338947.492
56102,1241131.0,550010.122,9254992.466
56104,733753.0,321200.869,5401368.449
56108,20783.0,13152.143,221308.303
56135,89661.0,55554.538,934806.019
56143,118208.0,59925.911,1008378.0210000001
56150,9023661.0,3720134.994,62598423.665
56151,3740.0,2706.294,45532.688
56164,693689.0,278382.445,4684341.0709999995
56166,325146.0,212186.586,3570477.069
56177,360856.0,157914.658,2657285.667
56188,132904.0,65128.35,1090940.475
56189,0.0,0.0,9333.2
56196,2306577.0,1006943.979,16913338.359
56224,1082161.0,1097749.087,10491225.597
56227,2182163.0,881188.085,14827679.193
56232,136756.0,67064.004,1128461.78
56234,2499088.0,989105.849,16642919.033
56237,3492896.0,1486861.646,25019306.3
56238,95419.0,46706.008,785912.012
56239,25629.0,13352.824,224704.497
56241,44848.0,30050.300000000003,505153.8
56249,199062.0,116010.545,1924837.3429999999
56253,106654.0,59104.152,999276.869
56259,2461967.0,1036086.595,17434099.918
56283,26932.0,17142.364,288435.435
56292,35749.0,20030.231,333812.847
56298,26863.0,17485.048,294215.995
56319,819591.0,940031.979,8962948.929
56326,430678.0,284440.476,4786277.984
56328,52360.0,38133.5,646367.1
56349,527128.0,261670.08800000002,4403026.043
56350,2246177.0,1095080.526,18426825.595000003
56397,4983.0,2598.13,43709.567
56400,1903047.0,802686.595,13506721.698
56407,21131943.0,8191236.409,137790311.129
56445,127048.0,81834.019,1376905.231
56456,3838379.0,4007903.933,39071302.091
56458,3312843.0,1452481.073,24440732.173
56467,823781.0,344524.999,5797280.574
56471,54589.0,26755.975,450200.777
56472,29141.0,14844.518,249783.153
56473,31303.0,14841.668,249735.43899999998
56474,41773.0,19901.312,334885.249
56475,29094.0,14828.503,249529.169
56476,2860126.0,1223486.595,20587550.039
56480,1718.0,1002.392,16858.559
56482,60165.0,33134.594,557591.3859999999
56502,324663.0,200588.789,3375374.856
56505,47395.0,30113.1,510449.9
56532,2573302.0,1080531.804,18182024.656
56556,27442.0,16426.97,276429.273
56564,4681612.0,4385377.169,41813314.944
56569,79153.0,41298.731999999996,694912.321
56596,852471.0,937421.5,8938059.648
56603,186513.0,130723.796,2199664.277
56604,77486.0,54478.924999999996,916719.377
56606,51799.0,28671.953,482470.229
56609,3557363.0,3618571.051,34502000.549
56610,577874.0,267025.224,4493222.9
56611,6709172.0,6682291.101,63792300.786
56629,41035.0,16272.690999999999,272872.942
56639,80122.0,44496.519,748743.825
56671,5224787.0,4575737.837,44597844.545
56674,68174.0,33574.776,564929.051
56786,0.0,549640.014,5627717.603
56798,4100892.0,1697822.512,28451259.642
56799,264476.0,160498.684,2700688.233
56803,623560.0,301382.282,5071339.075
56806,970118.0,643085.982,10821181.022
56807,3277143.0,1363561.2310000001,22930845.977
56808,0.0,3479478.7229999998,33886985.848
56846,3322439.0,1569402.691,26408183.704
56908,259149.0,188963.734,3179451.713
56914,54470.0,28074.822,472359.447
56948,201704.0,98929.212,1664685.845
56963,4762812.0,1994596.659,33562849.795
56964,709914.0,369547.781,6191742.815
56998,933756.0,580009.062,9761257.286
57001,17700.0,8830.309000000001,148573.864
57027,186534.0,100493.718,1691019.812
57028,1456455.0,556920.253,9371287.243
57029,922443.0,530081.072,8898841.174
57037,3883775.0,2173973.525,37583766.525
57073,0.0,23862.4,404503.0
57074,0.0,24710.399999999998,418783.0
57075,0.0,23910.6,405277.0
57241,406985.0,600689.662,5759328.938
57267,198801.0,120197.559,2022558.0080000001
57349,1813284.0,735125.034,12369529.704
57482,603211.0,285958.788,4811762.624
57483,169262.0,88045.784,1481566.382
57515,432042.0,193979.934,3264061.848
57555,224921.0,100736.65699999999,1695097.329
57564,20676.0,12494.081999999999,210263.5
57703,100160.0,58454.668000000005,983584.892
57839,5057019.0,1913915.606,32205312.006
57842,55897.0,34535.009000000005,581127.28
57865,111288.0,63654.498999999996,1071124.52
57881,153073.0,89971.018,1513994.3769999999
57943,368998.0,231655.001,3897945.951
57978,497501.0,312897.771,5265133.188999999
58001,3492517.0,1539632.943,25907373.32
58005,3039648.0,1320910.64,22226828.923
58054,548806.0,767548.845,7353059.984
58079,4336596.0,1697732.762,28567570.708
58122,21638.0,12854.237,216298.467
58124,0.0,396820.533,3810118.84
58235,113965.0,58470.092,983892.874
58236,1467501.0,625791.451,10530182.591
58260,8344621.0,3382514.758,56918397.253
58284,13377.0,6382.871,107406.27799999999
58325,48553.0,37234.667,626534.013
58378,474976.0,352612.233,5933269.26
58420,5927408.0,2323731.557,39101154.819
58426,6352948.0,2551056.258,42926461.365
58427,447813.0,227574.465,3829422.755
58471,260909.0,167437.806,2817452.363
58478,233860.0,110345.75,1856751.9
58503,2446229.0,993866.2609999999,16723679.141
58562,1070107.0,564735.121,9502676.916
59004,3472473.0,1452870.5,24447280.830000002
59093,345116.0,146629.046,2467362.068
59764,2778313.0,1080717.149,18185143.584
59773,431657.0,184096.076,3097821.8419999997
59812,3831708.0,1505816.45,25338230.213
59926,497169.0,349878.5,5928111.899999999
60122,3200176.0,1286050.408,21640230.122
60264,5459.0,4273.1,72433.6
60340,0.0,376078.689,3442625.046
70454,95182.0,67614.682,1137414.554
880004,0.0,0.0,929966.856
880006,0.0,0.0,104212.90000000001
880007,0.0,0.0,1694227.457
880023,0.0,0.0,1347838.1069999998
880024,0.0,0.0,1116496.51
880025,0.0,0.0,4093988.0609999998
880028,0.0,0.0,724091.596
880029,0.0,0.0,541217.2
880030,0.0,0.0,1073786.619
880031,0.0,0.0,3097.7999999999997
880039,0.0,0.0,1533260.6
