,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
1202,Groton Generating Station,SD,45.3735,-98.098689,2006,Gas_SC,188,134515000.0,1176232.489,69900.01,Wind,-119.56422692441816,69900.01,6.990000999999999e-05,0.0,Gas_SC→Wind,35491716.31499999,361.53846153846155
1081,Lange Gas Turbines,SD,44.1203,-103.26,2002,Gas_SC,40,40236000.0,375206.784,22296.534,Wind,-37.76769621954144,22296.534,9.219654399999999e-05,6.990000999999999e-05,Gas_SC→Wind,356999871.4079999,76.92307692307692
485,Big Stone,SD,45.303652,-96.510067,1975,Coal,451,1744633000.0,19793030.226,2075891.345,Gas,-33.45702779231533,1480562.9092629845,0.0015727594532629846,9.219654399999999e-05,Coal→Gas,421700483.50999993,693.8461538461539
1242,Deer Creek Station,SD,44.290833,-96.526667,2012,Gas_CC,324,781776000.0,6080891.311,361376.841,Wind,59.59367593254701,361376.841,0.0019341362942629846,0.0015727594532629846,Gas_CC→Wind,1116661506.4190004,623.0769230769231
