,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
629,Encogen,WA,48.746,-122.486,1993,Gas_CC,175,258757000.0,3304024.002,196358.765,Gas,-53.17066941856816,108062.02863997304,0.00010806202863997304,0.0,Gas_CC→Gas,174421307.14899996,269.2307692307692
843,Sumas Power Plant,WA,48.9905,-122.2733,1993,Gas_CC,124,335873000.0,4194252.959,249258.094,Gas,-38.715101579925346,134646.7415285641,0.00024270877016853716,0.00010806202863997305,Gas_CC→Gas,338878264.5649999,190.76923076923077
844,Ferndale Generating Station,WA,48.828996,-122.685114,1994,Gas_CC,283,755266000.0,9434462.148,560670.863,Gas,-34.79880070778283,302948.2781667699,0.0005456570483353071,0.00024270877016853716,Gas_CC→Gas,383970108.8279999,435.38461538461536
419,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626,Gas,-14.472700592671334,4523666.773535924,0.005069323821871231,0.0005456570483353073,Coal→Gas,868546395.5689999,2735.3846153846157
589,River Road Gen Plant,WA,45.6497,-122.7256,1997,Gas_CC,248,1650057000.0,11767962.942,699342.272,Gas,174.77990282285657,136286.40140319674,0.005205610223274429,0.005069323821871231,Gas_CC→Gas,1400449760.236,381.53846153846155
1131,Mint Farm Generating Station,WA,46.138824,-122.985506,2008,Gas_CC,319,1785855000.0,13316884.31,791399.811,Gas,179.186714550139,182005.0193142254,0.005387615242588654,0.005205610223274429,Gas_CC→Gas,1414557980.4380004,490.7692307692308
1122,Chehalis Generating Facility,WA,46.6225,-122.9131,2003,Gas_CC,698,2536846000.0,17851412.103,1060882.092,Wind,183.83715803822804,1060882.092,0.006448497334588655,0.005387615242588654,Gas_CC→Wind,1421130632.4560003,1342.3076923076924
1085,Goldendale Generating Station,WA,45.8114,-120.833,2004,Gas_CC,302,2020749000.0,13530400.725,804092.6969999999,Wind,189.1059547140338,804092.6969999999,0.007252590031588654,0.006448497334588655,Gas_CC→Wind,1437561322.2440004,580.7692307692308
1150,Frederickson Power LP,WA,47.086111,-122.365674,2002,Gas_CC,318,972397000.0,6846774.727,406892.349,Wind,196.29048312682704,406892.349,0.007659482380588655,0.007252590031588654,Gas_CC→Wind,1454836326.774,611.5384615384617
