,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
1121,Newington,NH,43.1047,-70.8061,2002,Gas_CC,604,494592000.0,3536235.507,214199.966,Wind,-130.14841733664747,214199.966,0.00021419996599999998,0.0,Gas_CC→Wind,25815073.308999997,1161.5384615384617
938,Granite Ridge,NH,42.9042,-71.4261,2003,Gas_CC,790,2120035000.0,22565329.077,1341025.934,Gas,-14.678074966820384,617597.4993333829,0.0008317974653333829,0.000214199966,Gas_CC→Gas,855243138.2949998,1215.3846153846155
