,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
582,Rathdrum,ID,47.80427,-116.867312,1994,Gas_SC,166,164655000.0,1539881.405,91511.305,Gas,-73.92142155450372,35325.38877218687,3.5325388772186866e-05,0.0,Gas_SC→Gas,109946197.29700002,255.3846153846154
1138,Bennett Mountain,ID,43.147153,-115.666637,2005,Gas_SC,392,315698000.0,3400267.35,202071.538,Wind,-57.89602701608814,202071.538,0.0002373969267721869,3.532538877218688e-05,Gas_SC→Wind,159919204.89199996,753.8461538461539
651,Evander Andrews Power Complex,ID,43.179176,-115.734315,2001,Gas_SC,269,280995000.0,2986230.084,177466.461,Wind,-44.92475454979531,177466.461,0.0004148633877721869,0.0002373969267721869,Gas_SC→Wind,252298586.31099993,517.3076923076923
