,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions
902,Rumford Power LLC,ME,44.5303,-70.5219,2000,Gas_CC,274,168655000.0,1253848.768,74514.70300000001
1204,Cannon Falls Energy Center,MN,44.536688,-92.915528,2008,Gas_SC,346,226931000.0,2599902.5,153397.7
436,Pulliam,WI,44.54,-88.0086,1943,Coal,670,63923000.0,753750.054,44793.789
763,Bucksport Generation LLC,ME,44.5738,-68.8046,1965,Gas_SC,297,4579000.0,49396.884000000005,2987.202
1229,Marshfield Utilities Gas Plant,WI,44.634722,-90.134444,2011,Gas_SC,60,2520000.0,26280.731,1581.284
659,Kalkaska CT #1,MI,44.6889,-85.2019,2002,Gas_SC,60,24984000.0,235626.072,14004.725
847,Saranac Facility,NY,44.7132,-73.4557,1994,Gas_CC,285,35602000.0,318655.21900000004,18937.01
674,Blue Lake,MN,44.7855,-93.4315,1974,Gas_SC,556,164825000.0,1827951.462,108389.081
622,Minnesota River,MN,44.795231,-93.581013,2001,Gas_SC,49,822000.0,4237.891,251.873
871,LSP-Cottage Grove LP,MN,44.7956,-92.9119,1997,Gas_CC,283,721512000.0,5574905.348999999,331309.643
212,Black Dog,MN,44.8108,-93.2501,1952,Gas_CC,1678,1610073000.0,13281633.484,789309.6950000001
889,Maine Independence Station,ME,44.8242,-68.7094,2000,Gas_CC,548,114875000.0,1379044.941,81954.866
438,Weston,WI,44.8606,-89.6553,1954,Coal,1161,4569811000.0,38439205.681,4025257.937
522,Hutchinson Plant #2,MN,44.888881,-94.349348,1977,Gas_CC,115,10496000.0,102559.543,6094.737999999999
627,Elk Mound,WI,44.902814,-91.568096,2001,Gas_SC,140,5335000.0,63307.0,3737.1
213,High Bridge,MN,44.9314,-93.1117,1956,Gas_CC,920,2758478000.0,20309789.155,1206982.576
849,Massena Energy Facility,NY,44.9503,-74.8928,1992,Gas_CC,103,633000.0,11426.832,679.074
216,Riverside (MN),MN,45.0203,-93.2753,1964,Gas_CC,822,2228764000.0,15669622.189,931222.803
215,Allen S King,MN,45.03,-92.7786,1958,Coal,598,894925000.0,8883284.94,931679.661
904,Livingston Generating Station,MI,45.030397,-84.730795,1999,Gas_SC,168,4432000.0,65294.998,3880.283
1320,Alpine Power Plant,MI,45.063748,-84.825348,2016,Gas_SC,452,812703000.0,8352632.0,492823.2
437,West Marinette,WI,45.0869,-87.6881,1971,Gas_SC,185,116588000.0,1464473.521,86512.441
220,Elk River,MN,45.296797,-93.558447,1951,Gas_SC,238,14214000.0,169779.476,10135.659
485,Big Stone,SD,45.303652,-96.510067,1975,Coal,451,1744633000.0,19793030.226,2075891.345
1202,Groton Generating Station,SD,45.3735,-98.098689,2006,Gas_SC,188,134515000.0,1176232.489,69900.01
481,Sherburne County,MN,45.3808,-93.8931,1976,Coal,2468,9614564000.0,96765805.27,10148791.521
368,Aberdeen CT,SD,45.429884,-98.49396,1978,Gas_SC,110,30024000.0,326966.2,19346.300000000003
219,Cambridge CT Hybrid,MN,45.601,-93.2081,1978,Gas_SC,194,23009000.0,253991.032,14531.883
589,River Road Gen Plant,WA,45.6497,-122.7256,1997,Gas_CC,248,1650057000.0,11767962.942,699342.272
487,Boardman,OR,45.693182,-119.808819,1980,Coal,642,1747200000.0,17715313.534,1857983.613
1306,Carty Generating Station,OR,45.698611,-119.813056,2016,Gas_CC,500,3043849000.0,21777896.346,1294229.099
1142,Hardin Generator Project,MT,45.7578,-107.6,2006,Coal,115,62035000.0,764993.942,79515.822
1025,Hermiston Power Partnership,OR,45.794046,-119.313323,2002,Gas_CC,688,4053366000.0,28981097.866,1722304.795
858,Hermiston Generating Plant,OR,45.8042,-119.37,1996,Gas_CC,620,2268727000.0,17452436.488,1037181.353
1085,Goldendale Generating Station,WA,45.8114,-120.833,2004,Gas_CC,302,2020749000.0,13530400.725,804092.6969999999
475,Colstrip,MT,45.8831,-106.614,1975,Coal,2362,8885187000.0,86999147.495,9121047.328
1257,Dave Gates Generating Station,MT,46.104713,-112.876605,2011,Gas_SC,201,186002000.0,2343425.061,139263.304
1131,Mint Farm Generating Station,WA,46.138824,-122.985506,2008,Gas_CC,319,1785855000.0,13316884.31,791399.811
1198,Port Westward,OR,46.17894,-123.172039,2007,Gas_CC,483,2705687000.0,18344509.739,1090190.691
217,Hoot Lake,MN,46.290641,-96.043252,1914,Coal,137,213468000.0,2501980.075,262407.725
1122,Chehalis Generating Facility,WA,46.6225,-122.9131,2003,Gas_CC,698,2536846000.0,17851412.103,1060882.092
419,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626
313,R M Heskett,ND,46.8669,-100.8836,1954,Coal,203,459560000.0,5172104.727,561996.822
665,Grays Harbor Energy Facility,WA,46.9692,-123.48,2008,Gas_CC,696,2564204000.0,18162762.71,1079384.58
242,Glendive GT,MT,47.0539,-104.74,1979,Gas_SC,83,806000.0,10167.688,663.716
315,Milton R Young,ND,47.065854,-101.213093,1970,Coal,734,5172462000.0,51248532.513,5579430.04
1150,Frederickson Power LP,WA,47.086111,-122.365674,2002,Gas_CC,318,972397000.0,6846774.727,406892.349
691,Coyote,ND,47.221447,-101.815722,1981,Coal,450,2540150000.0,26724753.022,2909520.876
210,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005
314,Leland Olds,ND,47.280769,-101.321213,1966,Coal,656,3386956000.0,34761578.759,3784483.071
525,Antelope Valley,ND,47.370542,-101.83566,1984,Coal,954,6074541000.0,63158217.582,6876033.321
458,Coal Creek,ND,47.377743,-101.157058,1979,Coal,1216,8841523000.0,87657916.149,9543316.525
209,Syl Laskin,MN,47.5306,-92.1619,1953,Gas_SC,116,16321000.0,231467.104,13757.691
649,Solway CT,MN,47.544582,-95.129652,2003,Gas_SC,51,56922000.0,523406.292,31105.411
480,Lewis & Clark,MT,47.6785,-104.15665,1958,Coal,68,256912000.0,3179862.54,345979.82
944,Rathdrum Power LLC,ID,47.7858,-116.9203,2001,Gas_CC,301,1714567000.0,11935557.032,709316.6059999999
1287,Lonesome Creek Station,ND,47.796667,-103.57861,2013,Gas_SC,300,821494000.0,7924271.921,470934.657
582,Rathdrum,ID,47.80427,-116.867312,1994,Gas_SC,166,164655000.0,1539881.405,91511.305
1240,Culbertson Generation Station,MT,48.21,-104.391667,2010,Gas_SC,91,52930000.0,478814.661,28455.947
1286,Pioneer Generating Station,ND,48.2325,-103.95278,2013,Gas_SC,288,193029000.0,1909698.654,113490.988
74,Fredonia,WA,48.4558,-122.4358,1984,Gas_SC,374,32387000.0,321521.274,19632.391
629,Encogen,WA,48.746,-122.486,1993,Gas_CC,175,258757000.0,3304024.002,196358.765
844,Ferndale Generating Station,WA,48.828996,-122.685114,1994,Gas_CC,283,755266000.0,9434462.148,560670.863
843,Sumas Power Plant,WA,48.9905,-122.2733,1993,Gas_CC,124,335873000.0,4194252.959,249258.094
