,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions
527,Stock Island,FL,24.563333,-81.7342,1965,Oil,129,2103000.0,16961.092999999997,1376.082
402,Silas Ray,TX,25.9131,-97.5214,1952,Gas_CC,168,116528000.0,1470921.537,87410.28
77,Lauderdale,FL,26.0686,-80.1984,1957,Gas_SC,3003,411469000.0,3872543.989,230719.654
78,Port Everglades,FL,26.0856,-80.1253,1960,Gas_CC,3060,6500494000.0,40796329.79,2425341.361
914,Magic Valley Generating Station,TX,26.3403,-98.19,2002,Gas_CC,801,3521852000.0,23012859.884,1367622.259
91,Tom G Smith,FL,26.612767,-80.0677,1961,Gas_SC,143,142000.0,966.052,57.174
76,Fort Myers,FL,26.6967,-81.7831,1958,Gas_CC,3298,9991866000.0,67975741.038,4041413.56
1218,West County Energy Center,FL,26.6986,-80.3747,2009,Gas_CC,4263,20305240000.0,130326163.705,7745813.823
79,Riviera,FL,26.7653,-80.0525,1962,Gas_CC,1915,6701391000.0,41590560.008,2474489.893
463,Martin,FL,27.0536,-80.5628,1980,Gas_CC,6069,11444544000.0,78574021.87,4670052.302
1217,Treasure Coast Energy Center,FL,27.383889,-80.3775,2008,Gas_CC,410,1939531000.0,13851910.346,823197.605
1063,Vandolah Power Station,FL,27.523607,-81.923951,2002,Gas_SC,728,586287000.0,5852124.626,348686.199
377,Laredo,TX,27.5667,-99.5089,1951,Gas_SC,448,78048000.0,700677.91,41638.487
462,Manatee,FL,27.6058,-82.3456,1976,Gas_SC,2949,9844684000.0,74676196.824,4450233.3780000005
447,Barney M Davis,TX,27.6064,-97.3117,1974,Gas_CC,1081,1335596000.0,10299947.489,612109.759
1325,Okeechobee Clean Energy Center,FL,27.634167,-80.791111,2019,Gas_CC,1721,9720678000.0,57924032.765,3442747.613
804,Hardee Power Station,FL,27.6364,-81.9636,1993,Gas_CC,466,12159000.0,157271.376,9346.594
579,Midulla Generating Station,FL,27.641667,-81.9625,2002,Gas_CC,1408,2970151000.0,31501150.87,1872084.595
561,Polk,FL,27.7286,-81.9897,1996,Gas_CC,3346,6723242000.0,46535344.085,2765306.193
592,Tiger Bay,FL,27.746369,-81.849446,1997,Gas_CC,277,517793000.0,5725426.534,340251.62
567,Hines Energy Complex,FL,27.788215,-81.869983,1999,Gas_CC,3296,7497927000.0,82539135.494,4905994.901000001
86,Big Bend,FL,27.7944,-82.4036,1969,Coal,2076,3335206000.0,40258076.805,2852606.378
959,Corpus Christi Energy Center,TX,27.8139,-97.4283,2002,Gas_CC,591,2744112000.0,21227036.807,1261492.905
378,Nueces Bay,TX,27.819412,-97.419203,1949,Gas_CC,941,1252086000.0,9111852.548,541505.7170000001
841,Mulberry Cogeneration Facility,FL,27.8489,-81.8775,1994,Gas_CC,125,473102000.0,3516748.231,208992.09
83,P L Bartow,FL,27.859535,-82.601759,1958,Gas_CC,1966,7013834000.0,51241127.322,3045188.213
839,Orange Cogeneration Facility,FL,27.87082,-81.825061,1995,Gas_CC,136,468223000.0,3417799.753,203113.618
895,Gregory Power Plant,TX,27.88929,-97.258417,2000,Gas_CC,432,645490000.0,4464191.792,265300.42000000004
631,H L Culbreath Bayside Power Station,FL,27.9072,-82.4231,1965,Gas_CC,2785,5013603000.0,53789560.455,3196640.9220000003
1061,Osprey Energy Center Power Plant,FL,28.0525,-81.8083,2004,Gas_CC,644,2446131000.0,17320023.553,1029307.08
92,Larsen Memorial,FL,28.0797,-81.9228,1956,Gas_CC,158,103643000.0,1452965.512,86352.363
93,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393
679,Anclote,FL,28.184444,-82.788611,1974,Gas_SC,1112,2373107000.0,25707131.313,1527741.288
680,Intercession City,FL,28.262778,-81.548611,1974,Gas_SC,1190,338375000.0,4261053.072,255443.943
560,Cane Island,FL,28.2764,-81.533,1994,Gas_CC,705,4016957000.0,28456574.801,1691151.239
1009,Oleander Power Project LP,FL,28.3661,-80.7947,2002,Gas_SC,990,105597000.0,1100562.498,65406.168000000005
1062,Shady Hills Generating Station,FL,28.3665,-82.558611,2002,Gas_SC,1058,223631000.0,2197261.534,130693.851
842,Orlando Cogen LP,FL,28.442623,-81.412343,1993,Gas_CC,122,971585000.0,7335540.345,435944.713
75,Cape Canaveral,FL,28.4698,-80.7644,1965,Gas_CC,2099,6512104000.0,41643131.499,2477298.379
62,Stanton Energy Center,FL,28.4822,-81.1678,1987,Coal,1260,5925807000.0,54802139.683,4917903.897
1151,Curtis H Stanton Energy Center,FL,28.488246,-81.166944,2003,Gas_CC,1016,1944268000.0,15784197.49,938035.342
94,Indian River Plant,FL,28.493232,-80.780124,1989,Gas_SC,342,23594000.0,330808.612,19692.638
1329,Port Comfort Power LLC,TX,28.64807,-96.54621,2017,Gas_SC,120,50094000.0,444437.984,26412.332
1341,Victoria Port Power LLC,TX,28.695805,-96.945409,2019,Gas_SC,100,89423000.0,759650.819,45147.231
504,San Miguel,TX,28.7044,-98.4775,1982,Coal,410,2610918000.0,29608943.004,3223528.661
500,Coleto Creek,TX,28.7128,-97.214167,1980,Coal,622,2705523000.0,28661161.895,3005980.887
1340,Victoria City Power LLC,TX,28.7853,-97.0093,2020,Gas_SC,100,100374000.0,841447.719,50007.763
379,Victoria,TX,28.7883,-97.01,1955,Gas_CC,712,966155000.0,7497727.98,445582.317
80,Sanford,FL,28.8419,-81.3256,1959,Gas_CC,2532,9918293000.0,67973650.826,4039583.507
410,Sam Rayburn,TX,28.8947,-97.135,1963,Gas_CC,238,89517000.0,972792.196,59365.893
464,DeBary,FL,28.903863,-81.332329,1975,Oil,808,151523000.0,1880178.913,113573.26
82,Crystal River,FL,28.9656,-82.6977,1966,Coal,5299,15609828000.0,116870276.679,8557198.43
873,Sweeny Cogen Facility,TX,29.0728,-95.745,1997,Gas_SC,572,3243291000.0,55995276.912,3327820.999
408,V H Braunig,TX,29.2567,-98.3825,1966,Gas_SC,1138,4133757000.0,32127964.626,1909358.638
761,Newgulf Cogen,TX,29.2639,-95.8997,1984,Gas_SC,113,11313000.0,132822.986,7893.285
1215,Colorado Bend Energy Center,TX,29.2878,-96.0683,2002,Gas_CC,580,2293136000.0,18406654.52,1093882.665
1321,Colorado Bend II,TX,29.289415,-96.065399,2017,Gas_CC,1228,5779141000.0,37756059.193,2243788.309
407,O W Sommers,TX,29.308056,-98.3242,1972,Gas_SC,892,979976000.0,10762585.211,639604.099
547,J K Spruce,TX,29.309722,-98.3203,1992,Coal,1444,5671932000.0,61814937.049,6342205.970000001
406,Leon Creek,TX,29.3525,-98.5761,1953,Gas_SC,416,135777000.0,1268963.726,75409.791
1079,Green Power 2,TX,29.378097,-94.932773,2003,Gas_CC,861,1322500000.0,48285090.776,2869502.616
815,Texas City Power Plant,TX,29.378697,-94.943829,1987,Gas_CC,450,2498476000.0,18672472.948,1109683.367
1037,Jack Fusco Energy Center,TX,29.4731,-95.6244,2003,Gas_CC,1075,3527252000.0,24895043.695,1479473.957
1300,W.A. Parish Carbon Capture Plant,TX,29.475278,-95.634167,2013,Gas_SC,102,154859000.0,1955909.002,116237.519
388,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015
1322,Bacliff,TX,29.49233,-94.98483,2018,Gas_SC,426,129998000.0,1566138.4,92408.2
176,Houma,LA,29.5806,-90.7225,1948,Gas_SC,94,28765000.0,339518.653,20176.954
923,Rio Nogales Power Project,TX,29.593056,-97.973215,2002,Gas_CC,940,4406314000.0,29134738.74,1731435.086
713,Bayou Cogen Plant,TX,29.6225,-95.0458,1984,Gas_SC,620,2322614000.0,32623627.833,1890563.488
932,Guadalupe Generating Station,TX,29.6244,-98.1419,2000,Gas_CC,1086,6232194000.0,48079114.507,2857265.997
88,John R Kelly,FL,29.6461,-82.3208,1958,Gas_CC,237,833568000.0,6915963.718,410986.712
1332,Friendswood Energy,TX,29.647267,-95.451516,2018,Gas_SC,121,26054000.0,303172.882,18016.349
1305,LEPA Unit No. 1,LA,29.691111,-91.192778,2016,Gas_CC,74,210844000.0,1635772.625,97208.075
572,San Jacinto Steam Electric Station,TX,29.694838,-95.040622,1995,Gas_SC,176,932261000.0,12785306.369,759890.8809999999
1040,Exelon LaPorte Generating Station,TX,29.7028,-95.0718,2001,Gas_SC,236,94127000.0,1125209.3,66387.1
1077,Deer Park Energy Center,TX,29.713414,-95.134508,2003,Gas_CC,1176,7606662000.0,74957014.012,4454592.061
1017,Channel Energy Center LLC,TX,29.7189,-95.2319,2001,Gas_CC,923,6321357000.0,41304301.868,2454647.917
882,Pasadena Cogeneration,TX,29.72475,-95.176479,1998,Gas_CC,815,4292438000.0,28465346.669,1691662.0699999998
22,Seminole (FL),FL,29.733056,-81.632778,1984,Coal,2278,7093448000.0,68315035.552,7009117.937
385,Cedar Bayou,TX,29.75,-94.9256,1970,Gas_SC,2295,2006819000.0,20382213.632,1211289.521
1253,Cedar Bayou 4,TX,29.751645,-94.92312,2009,Gas_CC,534,1142069000.0,12884676.997,765719.9619999999
87,Deerhaven Generating Station,FL,29.7592,-82.3878,1972,Coal,469,750718000.0,8258550.147,622402.804
1024,Baytown Energy Center,TX,29.7731,-94.9019,2002,Gas_CC,932,5145459000.0,36713138.949,2181804.809
927,Hays Energy Project,TX,29.7806,-97.9894,2002,Gas_CC,986,2482393000.0,18268292.329,1085662.021
796,Optim Energy Altura Cogen LLC,TX,29.8161,-95.10773,1985,Gas_CC,638,3400434000.0,38558836.591,2291515.129
170,Teche,LA,29.822222,-91.5425,1953,Gas_SC,467,503159000.0,5116865.048,304082.141
947,Channelview Cogeneration Plant,TX,29.836952,-95.121744,2001,Gas_CC,917,7702042000.0,52952329.596,3146883.225
1330,Chamon Power LLC,TX,29.883214,-95.111345,2017,Gas_SC,120,44814000.0,403419.687,23972.504
501,Fayette Power Project,TX,29.9172,-96.7506,1979,Coal,1690,9411477000.0,97702623.278,10247053.41
387,T H Wharton,TX,29.9417,-95.5306,1960,Gas_CC,1435,676002000.0,9721290.904,307513.648
172,Nine Mile Point,LA,29.9472,-90.1458,1951,Gas_SC,2788,9734496000.0,81544367.131,4846137.255
898,Taft Cogeneration Facility,LA,29.9888,-90.4599,2002,Gas_CC,892,3652995000.0,42945276.377,2552160.82
683,Waterford 1 & 2,LA,29.998884,-90.47684,1975,Gas_SC,931,134210000.0,1479339.405,88188.89199999999
171,Little Gypsy,LA,30.005067,-90.461694,1961,Gas_SC,1249,1713462000.0,18307564.102,1087990.954
1336,St. Charles Power Station (LA),LA,30.01,-90.460833,2019,Gas_CC,1000,5995705000.0,41588645.251,2471553.306
384,Sabine,TX,30.0242,-93.878,1962,Gas_SC,2049,4956860000.0,50392669.797,2994758.426
1248,Winchester Power Park,TX,30.0381,-96.9875,2010,Gas_SC,240,33859000.0,289890.808,17229.46
906,Sabine Cogen,TX,30.0444,-93.771389,2000,Gas_CC,105,114266000.0,1585069.487,94199.018
786,ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,1957,Gas_SC,696,5549538000.0,37203476.229,2210347.25
404,Sim Gideon,TX,30.1456,-97.2708,1965,Gas_SC,623,680051000.0,6856742.529,407490.218
937,Bastrop Energy Center,TX,30.1458,-97.55,2002,Gas_CC,618,2650673000.0,18743972.082,1113936.983
933,Lost Pines 1 Power Project,TX,30.1478,-97.2714,2001,Gas_CC,608,1940683000.0,21070905.502,1252212.01
1251,Greenland Energy Center,FL,30.159131,-81.518415,2011,Gas_SC,610,599962000.0,6191672.347,368157.123
935,Calcasieu,LA,30.1608,-93.345,2000,Gas_SC,358,85015000.0,977380.331,58082.714
96,S O Purdom,FL,30.162304,-84.200673,1963,Gas_CC,350,663452000.0,6650960.348,395280.832
1208,Hargis-Hebert Electric Generating,LA,30.1694,-91.9923,2006,Gas_SC,100,23036000.0,246671.442,14660.357
634,Sand Hill,TX,30.2098,-97.6129,2001,Gas_CC,694,1653851000.0,12772728.073,759015.837
913,RS Cogen,LA,30.221,-93.2992,2002,Gas_CC,493,2780683000.0,25617820.258,1522424.954
1056,Carville Energy LLC,LA,30.2294,-91.065,2003,Gas_CC,555,2712275000.0,20606522.516,1224614.117
1186,T J Labbe Electric Generating,LA,30.2554,-92.0433,2005,Gas_SC,100,22527000.0,234523.033,13938.073
1038,Cottonwood Energy Project,TX,30.2588,-93.7353,2003,Gas_CC,1428,6305658000.0,45079097.467,2678989.193
85,Lansing Smith,FL,30.2686,-85.7003,1965,Gas_CC,999,5059620000.0,35228323.383,2093567.51
1337,Lake Charles Power,LA,30.272631,-93.299056,2020,Gas_CC,1000,3326237000.0,22113306.498,1314161.819
1067,Bayou Cove Peaking Power,LA,30.2825,-92.5997,2002,Gas_SC,416,59126000.0,715655.956,42529.793
168,R S Nelson,LA,30.2844,-93.2911,1959,Gas_SC,1594,1017215000.0,11279371.814,1182981.035
401,Decker Creek,TX,30.3033,-97.6128,1971,Gas_SC,930,718600000.0,8587296.678,486626.463
1239,Hardin County Peaking Facility,TX,30.3038,-94.2526,2001,Gas_SC,172,96045000.0,1176841.821,69936.379
624,Brandy Branch,FL,30.320556,-81.947222,2001,Gas_CC,783,3608274000.0,35947312.271,2136338.607
221,Chevron Oil,MS,30.34,-88.4919,1967,Gas_SC,169,600125000.0,6774642.308,402605.776
89,J D Kennedy,FL,30.364818,-81.625967,1973,Gas_SC,538,134223000.0,1300445.788,77451.624
90,Northside Generating Station,FL,30.4172,-81.5525,1966,Coal,1405,5080842000.0,55671482.453,4623721.522
1238,San Jacinto County Peaking Facility,TX,30.4193,-95.0118,2001,Gas_SC,170,239685000.0,2826051.008,167945.994
940,Acadia Energy Center,LA,30.428611,-92.413056,2002,Gas_CC,1388,6130920000.0,40352690.487,2398103.372
383,Lewis Creek,TX,30.4356,-95.5214,1970,Gas_SC,542,2362997000.0,23027716.052,1368501.96
223,Jack Watson,MS,30.4392,-89.0286,1957,Gas_SC,1212,2392307000.0,23890945.719,1416769.574
95,Arvah B Hopkins,FL,30.4522,-84.4,1970,Gas_CC,1107,1412279000.0,11056639.06,657115.279
595,Theodore Cogen Facility,AL,30.525445,-88.128477,2000,Gas_CC,317,2066939000.0,13248743.35,787360.525
473,Victor J Daniel Jr,MS,30.5322,-88.5553,1977,Gas_CC,2226,11271082000.0,86375917.652,6399159.56
446,Thomas C Ferguson,TX,30.558,-98.3705,1974,Gas_CC,1020,2336710000.0,23833676.627,1416400.308
84,Crist,FL,30.5661,-87.2244,1945,Coal,1226,1308078000.0,14486362.104,1263481.962
987,Santa Rosa Energy Center,FL,30.5664,-87.115,2003,Gas_CC,274,1558289000.0,11160881.175,663271.781
885,Tenaska Frontier Generation Station,TX,30.5924,-95.9178,2000,Gas_CC,939,3795586000.0,27085063.826,1609632.521
177,Big Cajun 1,LA,30.6739,-91.3556,1972,Gas_SC,490,58208000.0,692928.76,41180.423
512,Dansby,TX,30.7217,-96.4608,1978,Gas_SC,203,184525000.0,2087481.998,124061.837
466,Big Cajun 2,LA,30.7261,-91.3692,1981,Coal,2632,1373749000.0,15225489.627,1075686.12
986,Hog Bayou Energy Center,AL,30.7478,-88.0575,2001,Gas_CC,280,1679333000.0,12651626.193,751871.215
1086,Washington Parish Energy Center,LA,30.791389,-89.909166,2020,Gas_SC,1053,8645000.0,66571.89,3956.169
169,Coughlin Power Station,LA,30.8439,-92.261111,1961,Gas_CC,920,3841940000.0,27472642.949,1632662.042
0,Barry,AL,31.0069,-88.0103,1954,Coal,2839,11673453000.0,91895874.8,6846726.2
1289,Panda Temple Power Station,TX,31.055833,-97.317222,2014,Gas_CC,1606,5626809000.0,42995459.605,2555158.964
543,Major Oak Power,TX,31.091925,-96.69503,1990,Coal,948,2702959000.0,28259329.438,3076585.624
502,Oak Grove (TX),TX,31.1803,-96.4866,2010,Coal,3394,14156221000.0,131696051.869,14334643.816
590,Washington County Cogeneration Facility,AL,31.2504,-88.0156,1999,Gas_CC,121,1065946000.0,7939410.125,471835.7
545,McIntosh (AL),AL,31.2546,-88.0299,1991,Gas_SC,676,395499000.0,4000347.393,237737.219
604,Sowega Power,GA,31.3869,-84.08,1999,Gas_SC,98,76468000.0,731632.018,43481.607
1018,Baconton Power Plant,GA,31.3869,-84.08,2000,Gas_SC,240,153500000.0,1459241.299,86724.126
505,Brame Energy Center,LA,31.395,-92.716667,1975,Coal,1706,5368708000.0,56392476.86,5593480.331
53,McWilliams,AL,31.400255,-86.476449,1954,Gas_CC,653,2879239000.0,29887417.483,1776162.766
32,Limestone,TX,31.4219,-96.2525,1985,Coal,1849,6332172000.0,63944990.991,6702640.393999999
1243,Sandy Creek Energy Station,TX,31.474378,-96.957149,2013,Coal,1008,4884613000.0,47161984.870000005,4943073.232
8,Lowman Energy Center,AL,31.488019,-87.910747,1969,Coal,538,394730000.0,4043808.636,414894.287
225,Moselle,MS,31.528,-89.3004,1970,Gas_CC,509,1882630000.0,15859938.67,942495.124
398,Permian Basin,TX,31.5839,-102.9633,1958,Gas_SC,1094,360918000.0,4550546.2,268610.9
662,Silver Creek,MS,31.6004,-89.9468,2003,Gas_SC,249,48171000.0,575687.413,34213.527
273,Rio Grande,NM,31.8047,-106.5472,1957,Gas_SC,397,928728000.0,9949978.056,591310.323
1307,Montana Power Station,TX,31.823889,-106.211944,2015,Gas_SC,524,892520000.0,8210589.978,487946.605
1134,Nacogdoches Power,TX,31.832132,-94.90064,2012,Gas_CC,1039,61763000.0,821611.453,85703.184
964,Odessa-Ector Power Plant,TX,31.8403,-102.3264,2001,Gas_CC,1152,6953503000.0,47080164.321,2797912.954
1214,Quail Run Energy Center,TX,31.8414,-102.315,2002,Gas_CC,548,1683678000.0,14628847.316,869366.746
939,Bosque County Peaking,TX,31.8594,-97.3586,2000,Gas_CC,807,3971665000.0,30634795.32,1820587.018
974,Freestone Energy Center,TX,31.8907,-96.1131,2002,Gas_CC,1032,7015915000.0,48468395.127,2880402.058
399,Stryker Creek,TX,31.93985,-94.989834,1958,Gas_SC,712,226304000.0,2456600.196,145992.466
663,Sylvarena,MS,31.982076,-89.412714,2003,Gas_SC,141,239332000.0,2170681.193,128997.608
382,Newman,TX,31.983587,-106.431777,1960,Gas_CC,879,3118790000.0,29565593.574,1757096.285
921,Tenaska Gateway Generating Station,TX,32.017826,-94.619743,2001,Gas_CC,939,4216745000.0,30123587.635,1790567.149
6,Dolet Hills,LA,32.030556,-93.569167,1986,Coal,720,793116000.0,7632777.63,830981.316
25,Apache Station,AZ,32.0603,-109.8931,1963,Gas_SC,658,2354923000.0,24173837.737,1683841.084
1304,Ector County Energy Center,TX,32.069167,-102.585556,2015,Gas_SC,358,700927000.0,7569973.618,449879.925
961,Afton Generating Station,NM,32.114185,-106.846483,2002,Gas_CC,464,953546000.0,7236969.873,430082.228
400,Trinidad (TX),TX,32.124519,-96.101277,1965,Gas_SC,243,47639000.0,637461.958,37882.898
19,H Wilson Sundt Generating Station,AZ,32.16,-110.9047,1958,Gas_SC,736,1016524000.0,10599106.418,629887.725
657,Pyramid,NM,32.2363,-108.5494,2003,Gas_SC,184,131700000.0,1274790.595,75869.983
18,Demoss Petrie,AZ,32.252273,-110.992148,2001,Gas_SC,85,1949000.0,21859.563,1299.097
494,Martin Lake,TX,32.2606,-94.5706,1977,Coal,3179,14044368000.0,135840242.896,14788925.215
822,C R Wing Cogen Plant,TX,32.273178,-101.422386,1987,Gas_CC,229,643828000.0,6149831.097,365478.925
1058,Effingham County Power Project,GA,32.277252,-81.284411,2003,Gas_CC,595,1905950000.0,20766046.055,1234096.351
224,Baxter Wilson,MS,32.2831,-90.9306,1967,Gas_SC,1327,1577580000.0,15533548.14,923362.417
1031,Luna Energy Facility,NM,32.299349,-107.7834,2006,Gas_CC,650,3392675000.0,23007921.352,1367327.687
971,Ennis Power Company LLC,TX,32.32,-96.675,2002,Gas_CC,418,859613000.0,7014038.985,416834.635
925,Wolf Hollow I LP,TX,32.33422,-97.731686,2003,Gas_CC,786,2140053000.0,15627527.446,928720.487
1316,Wolf Hollow II,TX,32.337679,-97.734612,2017,Gas_CC,1231,5477361000.0,36496565.495,2168936.036
1189,McIntosh Combined Cycle Facility,GA,32.3478,-81.1817,2005,Gas_CC,1374,8722374000.0,60743931.837,3609919.419
655,Lordsburg Generating,NM,32.35051,-108.69799,2002,Gas_SC,88,16044000.0,131111.812,7792.312
490,McIntosh,GA,32.356287,-81.168347,1979,Gas_SC,985,59530000.0,791241.0,47043.4
1159,Jasper,SC,32.3594,-81.1242,2004,Gas_CC,999,5393716000.0,37546655.606,2231415.451
389,Knox Lee,TX,32.3766,-94.6415,1950,Gas_SC,501,142341000.0,1704954.682,101321.453
967,Hinds Energy Facility,MS,32.378969,-90.219906,2001,Gas_CC,599,3086898000.0,20977381.988,1246659.052
633,E B Harris Electric Generating Plant,AL,32.381352,-86.574366,2003,Gas_CC,2534,4536292000.0,30763680.4,1828239.85
1123,Harrison County Power Project,TX,32.3958,-94.4367,2003,Gas_CC,570,2993085000.0,21130361.77,1255745.497
864,Johnson County,TX,32.3994,-97.4078,1996,Gas_CC,282,940117000.0,7417756.133,440824.707
899,Midlothian Energy Facility,TX,32.4302,-97.0537,2000,Gas_CC,1734,4080310000.0,30079046.604,1787556.582
941,Eastman Cogeneration Facility,TX,32.4481,-94.6903,2001,Gas_CC,467,2560304000.0,24894178.654,1479433.551
635,Pirkey,TX,32.4607,-94.4852,1985,Coal,721,2379413000.0,22761955.815,2478093.857
878,Mid-Georgia Cogeneration Facility,GA,32.4856,-83.6039,1997,Gas_CC,322,147133000.0,1201021.919,71513.678
16,Saguaro,AZ,32.5517,-111.3,1954,Gas_SC,435,87338000.0,1160786.078,68982.795
1095,CalPeak Power Border Peaker Plant,CA,32.562448,-116.943869,2001,Gas_SC,60,21748000.0,178603.615,10492.631
1107,Larkspur Energy Facility,CA,32.567041,-116.944197,2001,Gas_SC,98,41575000.0,349904.717,20792.772
1279,Pio Pico Energy Center,CA,32.573889,-116.917777,2016,Gas_SC,393,129273000.0,1006895.174,59839.065
577,Robins,GA,32.5792,-83.5822,1995,Gas_SC,182,23708000.0,265475.10000000003,15745.3
1032,Otay Mesa Generating Project,CA,32.581481,-116.914969,2009,Gas_CC,686,2192815000.0,15281656.652,908171.814
643,Talbot County Energy,GA,32.5892,-84.6917,2002,Gas_SC,726,504779000.0,5623401.582,334272.254
1105,Chula Vista Energy Center,CA,32.591667,-117.058611,2001,Gas_SC,37,2844000.0,45498.151,2703.781
3,Greene County,AL,32.6017,-87.7811,1965,Gas_SC,1288,1153839000.0,11641749.925,696954.552
594,H Allen Franklin Combined Cycle,AL,32.6078,-85.0975,2002,Gas_CC,2680,12982872000.0,87423375.625,5195443.6
1070,Central Alabama Generating Station,AL,32.6497,-86.74,2003,Gas_CC,927,5408761000.0,40248912.806,2391941.2970000003
1001,Tenaska Lindsay Hill Generating Station,AL,32.6514,-86.7386,2002,Gas_CC,939,1874407000.0,14490465.095,861178.546
1268,Ratcliffe,MS,32.654722,-88.762222,2014,Gas_CC,839,4609735000.0,31651622.68,1881009.101
409,R W Miller,TX,32.6581,-98.3103,1968,Gas_SC,602,200073000.0,2193265.5700000003,130374.992
1110,Perryville Power Station,LA,32.6908,-92.0183,2001,Gas_CC,822,3268537000.0,22919726.695,1362091.052
175,Lieberman,LA,32.7047,-93.9597,1947,Gas_SC,278,25051000.0,317446.994,18866.88
173,Sterlington,LA,32.7047,-92.0792,1958,Gas_SC,473,1120000.0,12628.037,750.5219999999999
1078,Ouachita,LA,32.7061,-92.0683,2002,Gas_CC,903,3486067000.0,26487928.882,1574139.764
277,Cunningham,NM,32.7131,-103.3533,1957,Gas_SC,517,1345768000.0,14318869.367,850966.878
274,Maddox,NM,32.714224,-103.301469,1963,Gas_SC,210,524387000.0,5440333.754,323309.838
17,Yucca,AZ,32.7214,-114.7106,1959,Gas_SC,421,425651000.0,4890130.695,290612.052
381,Mountain Creek,TX,32.7231,-96.9358,1945,Gas_SC,956,421671000.0,4755090.759000001,282593.319
396,Handley,TX,32.7283,-97.2192,1948,Gas_SC,1431,606086000.0,7200511.399999999,427917.228
1221,Hobbs Generating Station,NM,32.728333,-103.309444,2008,Gas_CC,679,3905790000.0,33968382.615,2018692.626
855,Yuma Cogeneration Associates,AZ,32.728822,-114.654053,1994,Gas_CC,62,113945000.0,1041395.097,61884.789
1083,Forney Energy Center,TX,32.7563,-96.4916,2003,Gas_CC,1892,10668173000.0,75053854.56,4460347.393
1264,El Cajon Energy Center,CA,32.796106,-116.972073,2010,Gas_SC,60,7992000.0,71954.22,4276.673
1096,Cuyamaca Peak Energy Plant,CA,32.796491,-116.972071,2002,Gas_SC,48,8196000.0,77963.961,4561.981
652,Kemper County,MS,32.7976,-88.606,2002,Gas_SC,372,237128000.0,2844636.671,169112.43
42,El Centro Hybrid,CA,32.802222,-115.54,1952,Gas_CC,435,660521000.0,5363384.605,318738.575
361,Hagood,SC,32.8265,-79.9634,1991,Gas_SC,176,18096000.0,242570.411,16567.102
380,Lake Hubbard,TX,32.8358,-96.5458,1970,Gas_SC,927,473910000.0,5233697.556,311027.425
391,Wilkes,TX,32.848163,-94.547986,1964,Gas_SC,882,751984000.0,7860591.172,467167.276
1199,Miramar Energy Facility,CA,32.8769,-117.166389,2005,Gas_SC,106,91829000.0,815270.616,48449.834
919,Desert Basin,AZ,32.9042,-111.7889,2001,Gas_CC,646,1856180000.0,14023585.181,833394.723
998,Edward L. Addison Generating Plant,GA,32.9111,-84.3064,2000,Gas_SC,700,369666000.0,3899301.86,231913.1
1260,Coolidge Generation Station,AZ,32.917399,-111.503327,2011,Gas_SC,720,586213000.0,5214119.697,309870.42
1102,Sundance,AZ,32.9285,-111.5899,2002,Gas_SC,690,470536000.0,4685144.242,278431.814
888,Mustang Station,TX,32.9728,-102.7417,1999,Gas_CC,520,1940590000.0,15329314.265,910999.778
1212,Mustang Station Unit 4,TX,32.974554,-102.743607,2006,Gas_SC,510,1314077000.0,13702583.831,814324.963
613,Smarr Energy Center,GA,32.9842,-83.8464,1999,Gas_SC,242,277558000.0,3503189.2800000003,208189.588
1060,Hillabee Energy Center,AL,33.000669,-85.903278,2010,Gas_CC,822,5420538000.0,36777104.596,2185607.354
968,Attala,MS,33.0147,-89.6753,2001,Gas_CC,550,1992302000.0,13944152.135,828680.025
365,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285
493,Welsh,TX,33.05522,-94.839993,1977,Coal,1674,3587706000.0,38601790.456,4048551.427
1022,Wise County Power LLC,TX,33.0583,-97.9103,2004,Gas_CC,821,2545713000.0,18212781.737,1082361.37
518,Scherer,GA,33.0606,-83.8075,1982,Coal,3564,6455829000.0,71558364.304,7505037.866
403,Ray Olinger,TX,33.068055,-96.452481,1967,Gas_SC,426,20625000.0,249777.525,14853.475
1026,Washington County Power LLC,GA,33.092239,-82.979992,2003,Gas_SC,792,117409000.0,1186052.13,70485.607
977,Jack County,TX,33.101,-97.9574,2006,Gas_CC,1280,3449553000.0,24172733.752,1436549.3739999998
856,Goal Line LP,CA,33.1185,-117.0995,1994,Gas_CC,51,20729000.0,170920.884,10156.825
1125,AL Sandersville LLC,GA,33.1189,-82.8608,2002,Gas_SC,688,36308000.0,446755.1,26360.5
1172,Palomar Energy,CA,33.1197,-117.117778,2005,Gas_CC,559,2103466000.0,14586585.049,866860.637
1097,CalPeak Power Enterprise Peaker Plant,CA,33.121943,-117.117441,2001,Gas_SC,58,20525000.0,173485.98,10150.828
1104,Escondido Energy Center,CA,33.1261,-117.1172,2001,Gas_SC,98,16611000.0,135204.052,8034.294
395,Graham,TX,33.1344,-98.6117,1960,Gas_SC,634,224191000.0,2369463.469,140814.709
