,name,PM25RT
14592,MontSun Community Solar,
14593,Moorhead,
14594,Moorhead Wind Turbine,
14595,Moorhead Wind Turbine,
14596,Moose Lake,0.31
14597,Moose Lake,
14598,Moose Lake,
14599,Moose Lake,0.31
14600,Moose Lake,0.31
14601,Moose Lake,0.31
14602,Moose Lake,0.0004
14603,Mora,0.0004
14604,Mora,0.0004
14605,Mora,0.31
14606,Moraine II Wind LLC,
14607,Moraine Wind LLC,
14608,Morgan Community Solar,
14609,Morgan Community Solar,
14610,Morgan Community Solar,
14611,Moulton Wind Power,
14612,Mountain Lake,0.31
14613,Mountain Lake,0.31
14614,Mountain Lake,0.31
14615,Mountain Lake,0.31
14616,Mountain Lake,0.31
14617,Mountain Lake,
14618,Mower County Wind Energy Center,
14619,MSC-Chisago01 LLC CSG,
14620,MSC-Chisago02 LLC,
14621,"MSC-Empire01, LLC",
14622,MSC-GreyCloud01 Community Solar,
14623,MSC-Rice01 LLC CSG,
14624,MSC-Scandia01 CSG,
14625,MSC-Scott01 LLC,
14626,Mud Garden Solar,
14627,Nautilus Lindstrom Solar CSG,
14628,Nautilus Saint Cloud Solar CSG,
14629,Nautilus Winsted Solar CSG,
14630,Nesvold Watertown Solar,
14631,Nesvold Watertown Solar,
14632,Nesvold Watertown Solar,
14633,Nesvold Watertown Solar,
14634,Nesvold Watertown Solar,
14635,New Germany Community Solar Garden,
14636,New Munich Solar,
14637,New Prague,
14638,New Prague,0.0004
14639,New Prague,0.0004
14640,New Prague,0.0004
14641,New Prague,0.0004
14642,New Prague,0.0004
14643,New Ulm,0.0039
14644,Nicollet Community Solar One LLC,
14645,Nicollet Garden,
14646,Noble Ridge LLC,
14647,Nobles 2 Wind Project,
14648,Nobles Wind Project,
14649,North Branch (MN),
14650,North Branch (MN),
14651,North Branch (MN),0.31
14652,North Branch (MN),0.31
14653,North Branch (MN),0.31
14654,North Branch (MN),0.31
14655,North Branch (MN),0.31
14656,North Star Solar Project,
14657,Northern Lights Wind LLC,
14658,Northfield Community Solar,
14659,Northfield Community Solar,
14660,Northfield Community Solar,
14661,Northfield Community Solar,
14662,Northfield Community Solar,
14663,Northfield Holdco CSG,
14664,Northfield Solar CSG,
14665,Northshore Mining Silver Bay Power,
14666,Northshore Mining Silver Bay Power,
14667,Novel - OYA of Mapleton CSG,
14668,Novel Bartel Solar CSG,
14669,Novel Benedix Solar CSG,
14670,Novel Blilie Solar LLC,
14671,Novel Brooten Solar CSG,
14672,Novel Byron Solar CSG,
14673,"Novel Caroline Solar, LLC CSG",
14674,Novel David Solar LLC CSG,
14675,Novel Debra Solar LLC CSG,
14676,Novel DeCook Solar CSG,
14677,Novel Denzer Solar LLC CSG,
14678,Novel Froehle Solar LLC,
14679,Novel Haley Solar CSG,
14680,Novel Handeland Solar LLC,
14681,Novel Herber Solar CSG,
14682,Novel Herickhoff Solar CSG,
14683,Novel Historical Society Solar CSG,
14684,Novel Holmquist Solar CSG,
14685,Novel Huneke Solar LLC CSG,
14686,Novel Jewison Solar CSG,
14687,Novel Kanewischer Solar CSG,
14688,Novel Loren Solar LLC CSG,
14689,Novel Martens Solar LLC,
14690,Novel Martin Solar One LLC (McLeod) CSG,
14691,Novel Milbradt Solar LLC,
14692,Novel MNDot Solar CSG,
14693,Novel Novak Solar LLC,
14694,Novel OYA of Osakis CSG,
14695,Novel Pederson Solar CSG,
14696,Novel Peter Solar CSG,
14697,Novel Reber Solar CSG,
14698,Novel Schmoll Farms Solar CSG,
14699,Novel Schroeder Solar LLC CSG,
14700,Novel Shelly Solar LLC,
14701,Novel Stavem Solar LLC,
14702,Novel Stein Solar LLC CSG,
14703,Novel Sunnyfield Farms Solar LLC CSG,
14704,Novel Wayne Solar LLC CSG,
14705,Novel Winegar Partnership Solar CSG,
14706,Oak Glen Wind Farm,
14707,Odell Wind Farm,
14708,Odin Wind Farm LLC,
14709,Olinda Trail Solar,
14710,Olmsted Waste Energy,
14711,Olmsted Waste Energy,0.31
14712,Olmsted Waste Energy,0.156
14713,Olmsted Waste Energy,0.156
14714,Olmsted Waste Energy,0.156
14715,OREG 3 Inc,
14716,Orion Community Solar,
14717,Orion Community Solar,
14718,Orion Community Solar,
14719,Owatonna,
14720,Owatonna,
14721,Owatonna,
14722,Owatonna Energy Station,0.0004
14723,Owatonna Energy Station,0.0004
14724,Owatonna Energy Station,0.0004
14725,Owatonna Energy Station,0.0004
14726,Palmer Community Solar LLC,
14727,"Palmer's Creek Wind Farm, LLC",
14728,Paulson Community (CSG),
14729,Paynesville Community Solar,
14730,Paynesville Community Solar,
14731,Paynesville Community Solar,
14732,Paynesville Community Solar,
14733,Paynesville Community Solar,
14734,"Paynesville CSG1, LLC",
14735,Paynesville Solar,
14736,Pegasus Community Solar,
14737,Pegasus Community Solar,
14738,Pillager,
14739,Pillager,
14740,Pine Island Solar,
14741,Pine Island Solar CSG,
14742,Pipestone City Solar LLC,
14743,"Plato CSG1, LLC",
14744,Pleasant Valley Station,0.0003
14745,Pleasant Valley Station,0.0003
14746,Pleasant Valley Station,0.0003
14747,Pleasant Valley Wind Farm,
14748,Plum Creek,
14749,POET Biorefining Lake Crystal,0.31
14750,POET Biorefining Lake Crystal,0.0074
14751,"PopeSun CSG, LLC",
14752,Porcher CSG,
14753,Porter Way Community Solar Garden,
14754,Prairie Island,
14755,Prairie Island,
14756,Prairie River,
14757,Prairie River,
14758,Prairie Rose Wind Farm,
14759,Prairie Star Wind Farm,
14760,Prairie Wind Power LLC,
14761,Prawer Project CSG,
14762,Preston (MN),
14763,Preston (MN),
14764,Preston (MN),
14765,Preston (MN),0.31
14766,Preston (MN),0.0004
14767,Preston (MN),0.0004
14768,"Primrose Solar, LLC",
14769,Princeton (MN),
14770,Princeton (MN),
14771,Princeton (MN),0.31
14772,Princeton (MN),0.31
14773,Princeton (MN),0.31
14774,Princeton (MN),0.31
14775,Princeton (MN),0.31
14776,Randolph CSG PV1-5,
14777,Randolph CSG PV1-5,
14778,Randolph CSG PV1-5,
14779,Randolph CSG PV1-5,
14780,Randolph CSG PV1-5,
14781,Rapidan Hydro Facility,
14782,Rapidan Hydro Facility,
14783,Rapids Energy Center,0.0074
14784,Rapids Energy Center,0.0074
14785,Rapids Energy Center,
14786,Red Lake Falls Community Hybrid,
14787,Red Lake Falls Community Hybrid,
14788,Red Maple Solar,
14789,Red Maple Solar,
14790,Red Maple Solar,
14791,Red Pine Wind Project,
14792,Red Wing,
14793,Red Wing,
14794,Red Wing Community Solar,
14795,Redwood Falls,
14796,Redwood Falls,0.31
14797,Redwood Falls,0.0004
14798,Redwood Falls,
14799,Redwood Falls Wind,
14800,Redwood Falls Wind,
14801,"REG Juhl Glenville Wind, LLC",
14802,Rengstorf Solar CSG,
14803,Rengstorf Solar CSG,
14804,Rengstorf Solar CSG,
14805,Rengstorf Solar CSG,
14806,Rengstorf Solar CSG,
14807,Rice Two Solar CSG,
14808,Richmond CSG,
14809,Ridgewind,
14810,Riverside (1927),0.0003
14811,Riverside (1927),0.0003
14812,"RJC CSG, LLC",
14813,RJC I CSG,
14814,RJC II Community Solar Garden,
14815,Roberds Garden CSG,
14816,Rochester Hydro,
14817,Rochester Hydro,
14818,"Rock County Wind Fuel, LLC",
14819,Rock Lake Station,0.0044
14820,Rollingstone Holdco CSG,
14821,Rosemount Community Solar,
14822,Rosemount Community Solar,
14823,Rosemount Community Solar,
14824,Rosemount Community Solar,
14825,Rosemount Community Solar,
14826,Ruthton Ridge LLC,
14827,S&P Windfarm LLC,
14828,"Sacred Heart CSG1, LLC",
14829,SAF Hydroelectric LLC,
14830,SAF Hydroelectric LLC,
14831,SAF Hydroelectric LLC,
14832,SAF Hydroelectric LLC,
14833,SAF Hydroelectric LLC,
14834,SAF Hydroelectric LLC,
14835,SAF Hydroelectric LLC,
14836,SAF Hydroelectric LLC,
14837,SAF Hydroelectric LLC,
14838,SAF Hydroelectric LLC,
14839,SAF Hydroelectric LLC,
14840,SAF Hydroelectric LLC,
14841,SAF Hydroelectric LLC,
14842,SAF Hydroelectric LLC,
14843,SAF Hydroelectric LLC,
14844,SAF Hydroelectric LLC,
14845,Sagitta Community Solar,
14846,Saint Marys Hospital Power Plant,0.001
14847,Saint Marys Hospital Power Plant,0.0074
14848,Saint Marys Hospital Power Plant,0.31
14849,Saint Marys Hospital Power Plant,0.0004
14850,Saint Marys Hospital Power Plant,0.31
14851,Saint Marys Hospital Power Plant,0.31
14852,Sappi Cloquet Mill,0.0067
14853,Sappi Cloquet Mill,0.0187
14854,Sappi Cloquet Mill,0.0074
14855,Sappi Cloquet Mill,0.0187
14856,Sappi Cloquet Mill,
14857,Sappi Cloquet Mill,
14858,Sappi Cloquet Mill,
14859,Sappi Cloquet Mill,
14860,Sappi Cloquet Mill,
14861,Sartell Dam,
14862,Sartell Dam,
14863,Sartell Dam,
14864,Sartell Dam,
14865,Sartell Dam,
14866,Sartell Dam,
14867,Sartell Dam,
14868,Sartell Dam,
14869,Sartell Dam,
14870,Sartell Dam,
14871,Sartell Dam,
14872,Sartell Holdco CSG,
14873,Scandia Community Solar Garden,
14874,Scandia CSG,
14875,Scandia CSG,
14876,Scandia CSG,
14877,Scandia CSG,
14878,Scandia CSG,
14879,Scanlon,
14880,Scanlon,
14881,Scanlon,
14882,Scanlon,
14883,School Sisters CSG,
14884,Schueler Community Solar,
14885,Schull CSG,
14886,Schultz CSG,
14887,Schwinghamer Project CSG,
14888,Severson Garden,
14889,Shakopee Energy Park,0.0004
14890,Shakopee Energy Park,0.0004
14891,Shakopee Energy Park,0.0004
14892,Shakopee Energy Park,0.0004
14893,Shakopee Energy Park,0.0004
14894,Shakopee Met Council WTP,
14895,Shane's Wind Machine,
14896,Shaokatan Hills LLC,
14897,Sherburne Community Solar,
14898,Sherburne Community Solar One LLC CSG,
14899,Sherburne County,0.0057
14900,Sherburne County,0.0057
14901,Sherburne County,0.0063
14902,Sherburne North Project CSG,
14903,Siems Solar Project CSG,
14904,Silver Lake,
14905,Silver Lake,
14906,Silver Lake,
14907,Silver Lake,
14908,Silver Lake Garden,
14909,Slayton Solar,
14910,Sleepy Eye,0.31
14911,Sleepy Eye,
14912,Sleepy Eye,0.31
14913,Sleepy Eye,0.31
14914,Sleepy Eye,0.31
14915,Sleepy Eye,0.31
14916,Sleepy Eye,0.31
14917,SMMPA Methane Energy Facility,0.0147
14918,"Snowdrop Solar, LLC",
14919,Sobania Community Solar LLC,
14920,Soliloquoy Ridge LLC,
14921,Solway Plant,0.0004
14922,South Fork Wind Farm,
14923,South Generation,0.31
14924,South Generation,0.31
14925,South Generation,0.31
14926,Southeast Steam Plant,0.0074
14927,Southeast Steam Plant,0.0074
14928,Southern Minnesota Beet Sugar,0.0089
14929,Spartan Hills LLC,
14930,Spica Community Solar,
14931,Spica Community Solar,
14932,Spring Valley,
14933,Spring Valley,0.31
14934,Spring Valley,0.31
14935,Spring Valley,0.31
14936,Spring Valley,0.31
14937,Springfield (MN),
14938,Springfield (MN),
14939,Springfield (MN),
14940,Springfield (MN),
14941,Springfield (MN),
14942,Springfield (MN),
14943,Spruce Ridge Gas Recovery,0.0147
14944,Spruce Ridge Gas Recovery,0.0147
14945,Spruce Ridge Gas Recovery,0.0147
14946,Spruce Ridge Gas Recovery,0.0147
14947,St James,0.31
14948,St James,0.31
14949,St James,0.31
14950,St James,0.31
14951,St James,0.31
14952,St James,0.31
14953,St Paul Cogeneration,0.0187
14954,St. Bonifacius Station,0.0047
14955,St. Bonifacius Station,0.0047
14956,St. Charles Power Plant,0.31
14957,St. Charles Power Plant,0.31
14958,St. Charles Power Plant,0.31
14959,St. Charles Power Plant,0.31
14960,St. Charles Solar,
14961,St. Cloud Hydro,
14962,St. Cloud Hydro,
14963,St. Cloud Solar CSG,
14964,St. Cloud Solar CSG,
14965,St. Cloud Solar CSG,
14966,St. Cloud Solar CSG,
14967,St. Cloud Solar CSG,
14968,St. Olaf StandBy Generators,0.31
14969,St. Olaf StandBy Generators,0.31
14970,St. Olaf StandBy Generators,0.31
14971,St. Olaf Wind Turbine,
14972,St. Paul Intl Airport Red & Blue Parking,
14973,St. Paul Intl Airport Red & Blue Parking,
14974,STAG St. Paul Project CSG,
14975,Stahl Wind Energy,
14976,Star Garden,
14977,Stearns Community Solar One LLC CSG,
14978,Stearns Solar I,
14979,Stevens Community Medical Center,0.31
14980,Stevens Community Solar LLC,
14981,"Stewart CSG1, LLC",
14982,"Stoneray Power Partners, LLC",
14983,Straight Garden Solar,
14984,Strandness Garden,
14985,Studenski Community Solar LLC CSG,
14986,Sun River LLC,
14987,"SunE Feely 1 CSG, LLC",
14988,"SunE Feely 1 CSG, LLC",
14989,"SunE Feely 1 CSG, LLC",
14990,"SunE Feely 1 CSG, LLC",
14991,"SunE Feely 1 CSG, LLC",
14992,"SunE Stolee CSG, LLC",
14993,"SunE Stolee CSG, LLC",
14994,"SunE Stolee CSG, LLC",
14995,Sunrise Community Solar,
14996,Sunrise Community Solar,
14997,Sunrise Community Solar,
14998,Sunrise Community Solar,
14999,Sunrise Community Solar,
15000,Sunset Breeze LLC,
15001,Svihel Community Solar LLC CSG,
15002,Swan Garden,
15003,Sylvan,
15004,Sylvan,
15005,Sylvan,
15006,Syncarpha Clara City CSG I (Stamer),
15007,Syncarpha Dodge 1 CSG,
15008,Syncarpha Prinsburg CSG (Ledeboer),
15009,T Luhman CSG,
15010,Taconite Harbor Energy Center,
15011,Taconite Harbor Energy Center,
15012,Taconite Ridge 1 Wind Energy Center,
15013,Tatanka Wi,
15014,Taurus Community Solar,
15015,Taurus Community Solar,
15016,Taurus Community Solar,
15017,Taurus Community Solar,
15018,Taylors Falls CSG,
15019,TG Windfarm LLC,
15020,Thief River Falls,
15021,Thief River Falls,
15022,Thief River Falls,0.31
15023,Thief River Falls,0.31
15024,Thief River Falls,0.31
15025,Thief River Falls,0.31
15026,Thomson,
15027,Thomson,
15028,Thomson,
15029,Thomson,
15030,Thomson,
15031,Thomson,
15032,Thomson Reuters Campus Bldg A-D,0.31
15033,Thomson Reuters Campus Bldg A-D,0.31
15034,Thomson Reuters Campus Bldg A-D,0.31
15035,Thomson Reuters Campus Bldg A-D,0.31
15036,Thomson Reuters Campus Bldg A-D,0.31
15037,Thomson Reuters Campus Bldg A-D,0.31
15038,Thomson Reuters Campus Bldg A-D,0.31
15039,Thomson Reuters Data Center Bldg ES101,0.31
15040,Thomson Reuters Data Center Bldg H,0.31
15041,Thomson Reuters Data Center Bldg H,0.31
15042,Thomson Reuters Data Center Bldg H,0.31
15043,Thomson Reuters Data Center Bldg H,0.31
15044,Tiller CSG,
15045,Tofteland Windfarm LLC,
15046,Trimont Area Wind Farm,
15047,Trishe Wind Minnesota,
15048,Trishe Wind Minnesota,
15049,Truman,
15050,Truman,
15051,Truman,0.31
15052,Truman,
15053,Truman,
15054,Truman,0.31
15055,Truman,0.31
15056,Tsar Nicholas LLC,
15057,Tweite Community Solar LLC,
15058,Twin Cities Hydro LLC,
15059,Twin Cities Hydro LLC,
15060,Twin Cities Hydro LLC,
15061,Twin Cities Hydro LLC,
15062,Twin Lake Hills LLC,
15063,Uilk Wind LLC,
15064,Uilk Wind LLC,
15065,Uilk Wind LLC,
15066,UMM Wind Turbine,
15067,Union Garden,
15068,United Health Care,
15069,United Health Care,
15070,United Hospital,
15071,United Hospital,
15072,United Hospital,
15073,Univ Minnesota CHP Plant,0.001
15074,Ursa Community Solar,
15075,Ursa Community Solar,
15076,Ursa Community Solar,
15077,Ursa Community Solar,
15078,Ursa Community Solar,
15079,USS All In Solar LLC CSG,
15080,USS B&B Solar LLC CSG,
15081,USS Big Lake 1 Solar CSG,
15082,USS Bluff Country Solar CSG,
15083,USS Brockway Solar CSG,
15084,USS Brude Solar CSG,
15085,USS Buckaroo Solar LLC CSG,
15086,USS Bush Solar LLC CSG,
15087,USS Centerfield Solar CSG,
15088,USS Chariot Solar LLC,
15089,USS Cheyenne Solar LLC CSG,
15090,USS Christoffer Solar LLC CSG,
15091,USS Cougar Solar LLC CSG,
15092,USS Danube Solar LLC,
15093,USS Dot Com Solar LLC CSG,
15094,USS Dubhe Solar CSG,
15095,USS DVL Solar CSG,
15096,USS East Hauer Watt CSG,
15097,USS Eggo Solar CSG,
15098,USS Flower Solar LLC CSG,
15099,USS Good Solar CSG,
15100,USS Greenhouse Solar LLC CSG,
15101,USS Hancock Solar LLC CSG,
15102,USS Haven Solar LLC CSG,
15103,USS Hockey Pad Solar CSG,
15104,USS Horne North Solar LLC CSG,
15105,USS Horne South Solar LLC CSG,
15106,USS Hubers Solar LLC CSG,
15107,USS JJ Clay Solar LLC CSG,
15108,USS JJ Solar CSG,
15109,USS Kasch Solar CSG,
15110,USS Kass Solar LLC,
15111,USS King 2 CSG,
15112,USS Kost Trail Solar CSG,
15113,USS KVPV Solar LLC CSG,
15114,USS Lake Patterson Solar CSG,
15115,USS Mayhew Solar LLC CSG,
15116,USS Midtown Solar LLC CSG,
15117,USS Milkweed Solar LLC CSG,
15118,USS Monarch Solar LLC CSG,
15119,USS Nillie Corn Solar CSG,
15120,USS Norelius Solar CSG,
15121,USS Pheasant Solar LLC CSG,
15122,USS Quail Solar LLC,
15123,USS Rapidan Solar CSG,
15124,USS Reindeer Solar LLC CSG,
15125,USS Rockpoint Solar CSG,
15126,USS Solar Dawn CSG,
15127,USS Solar Rapids CSG,
15128,USS Solar Sources LLC CSG,
15129,USS Solar Way LLC CSG,
15130,USS Steamboat Solar LLC CSG,
15131,USS Sunrise Solar LLC CSG,
15132,USS Turkey Solar LLC CSG,
15133,USS Verde Solar LLC CSG,
15134,USS Viceroy Solar LLC CSG,
15135,USS Water City Solar LLC CSG,
15136,USS Water Fowl Solar LLC CSG,
15137,USS Water Town Solar LLC CSG,
15138,USS Webster Solar CSG,
15139,USS Westeros Solar LLC CSG,
15140,USS White Cloud LLC CSG,
15141,USS Wildcat Solar LLC,
15142,USS Zanzibar Solar LLC CSG,
15143,Valley View Transmission LLC,
15144,Vega Community Solar,
15145,Vega Community Solar,
15146,Vega Community Solar,
15147,Vega Community Solar,
15148,Vega Community Solar,
15149,Vermillion River_MN_GRE DEA-GM,
15150,Veseli Community Solar Garden,
15151,Viking Wind Partners,
15152,Virginia,0.0074
15153,Virginia,0.0187
15154,Virginia,0.0089
15155,Virginia,
15156,Wabasha Holdco Solar CSG,
15157,Wabasha Solar,
15158,WakeSun LLC,
15159,WakeSun LLC,
15160,WakeSun LLC,
15161,Walcott Solar CSG,
15162,Wapsipinicon Wind Project,
15163,Warsaw Solar CSG,
15164,Waseca Solar,
15165,WasecaSun,
15166,WasecaSun,
15167,WasecaSun,
15168,WasecaSun,
15169,WasecaSun,
15170,Water Reclamation Plant,0.0147
15171,Water Reclamation Plant,0.0147
15172,Waterford Holdco CSG,
15173,Waterville CSG Solar Holdings LLC,
15174,WaveSun Community Solar,
15175,WCROC Wind Farm,
15176,Webster Holdco Solar CSG,
15177,Welcome Wind Turbine,
15178,Wells IC,0.31
15179,Wells IC,0.31
15180,Wells IC,0.31
15181,Wells IC,0.31
15182,Wells IC,0.31
15183,West Fairbault,
15184,West Fairbault,
15185,West Fairbault,
15186,West Faribault Solar,
15187,West Group Data Center,0.31
15188,West Group Data Center,0.31
15189,West Group Data Center,
15190,West Group Data Center,
15191,West Group Data Center,
15192,West Group Data Center,0.31
15193,West Group Data Center,0.31
15194,West Group Data Center F,0.31
15195,West Group Data Center F,0.31
15196,West Group Data Center F,0.31
15197,West Group Data Center F,0.31
15198,West Waconia Solar,
15199,Westbrook,
15200,Westbrook,
15201,Westbrook,0.31
15202,"Westport Community Solar, LLC",
15203,Westridge Windfarm LLC,
15204,Westside Energy Station,0.0004
15205,Westside Energy Station,0.0004
15206,Westside Energy Station,0.0004
15207,Westside Energy Station,0.0004
15208,Westside Energy Station,0.0004
15209,Willmar,
15210,Willmar,
15211,Willmar,
15212,Willmar,
15213,Willmar,
15214,Willmar Municipal East Substation,0.31
15215,Willmar Municipal East Substation,0.31
15216,Willmar Municipal East Substation,0.31
15217,Willmar Municipal SW Substation,0.31
15218,Willmar Municipal SW Substation,0.31
15219,Willmar Municipal SW Substation,0.31
15220,Wilmarth,
15221,Wilmarth,
15222,Windcurrent Farms LLC,
15223,Windom,0.31
15224,Windom,0.31
15225,Windom,0.31
15226,Windom,0.018
15227,Windom Wind Project,
15228,Winegar CSG,
15229,Winona Community Solar One LLC,
15230,Winona County Wind LLC,
15231,Winona Solar,
15232,Winters Spawn LLC,
15233,Winton,
15234,Winton,
15235,Wolf Wind Enterprises LLC,
15236,Wollan Garden Solar,
15237,Woodbury Solar,
15238,Woodstock Windfarm,
15239,Worthington,0.31
15240,Worthington,
15241,Worthington,
15242,Worthington,
15243,Worthington,
15244,Worthington,0.31
15245,Worthington,0.31
15246,Worthington,0.31
15247,Worthington,0.31
15248,Worthington,0.31
15249,Worthington,0.31
15250,Worthington,
15251,Worthington,
15252,Wright Cuddyer CSG,
15253,Wright Cuddyer CSG,
15254,Wright Cuddyer CSG,
15255,Wright Cuddyer CSG,
15256,Wright Kirby 1-5 CSG,
15257,Wright Kirby 1-5 CSG,
15258,Wright Kirby 1-5 CSG,
15259,Wright Kirby 1-5 CSG,
15260,Wright Kirby 1-5 CSG,
15261,"WrightSun CSG, LLC",
15262,"Wyoming 2 CSG, LLC",
15263,"Wyoming 2 CSG, LLC",
15264,"Wyoming 2 CSG, LLC",
15265,"Wyoming 2 CSG, LLC",
15266,"Wyoming 2 CSG, LLC",
15267,Zumbro Community Solar Garden,
15268,Zumbro Solar Garden,
15269,Ameresco Jefferson City,0.0147
15270,Ameresco Jefferson City,0.0147
15271,Ameresco Jefferson City,0.0147
15272,Anheuser-Busch St Louis,0.0074
15273,Anheuser-Busch St Louis,0.0074
15274,Anheuser-Busch St Louis,0.0074
15275,Anheuser-Busch St Louis,0.0074
15276,Asbury,
15277,Audrain Power Plant,0.0066
15278,Audrain Power Plant,0.0066
15279,Audrain Power Plant,0.0066
15280,Audrain Power Plant,0.0066
15281,Audrain Power Plant,0.0066
15282,Audrain Power Plant,0.0066
15283,Audrain Power Plant,0.0066
15284,Audrain Power Plant,0.0066
15285,Black Oak Power Producers,0.0147
15286,Black Oak Power Producers,0.0147
15287,Blue Valley,0.0063
15288,Bluegrass Ridge,
15289,Butler Municipal Power Plant,
15290,Butler Municipal Power Plant,0.31
15291,Butler Municipal Power Plant,0.31
15292,Butler Municipal Power Plant,0.31
15293,Butler Municipal Power Plant,0.31
15294,Butler Municipal Power Plant,0.31
15295,Butler Municipal Power Plant,0.31
15296,Butler Municipal Power Plant,0.31
15297,Butler Solar Power Project,
15298,Callaway,
15299,Carrollton,
15300,Carrollton,
15301,Carrollton,
15302,Carrollton,
15303,Carrollton,
15304,Carrollton,
15305,Carrollton,
15306,Carrollton,
15307,Carrollton,
15308,Carrollton,
15309,Carrollton,
15310,Carthage,0.0004
15311,Carthage,0.0004
15312,Carthage,0.0004
15313,Carthage,0.0004
15314,Carthage,0.0004
15315,Carthage,0.0004
15316,Carthage,0.0004
15317,Carthage,0.0004
15318,Carthage,0.0004
15319,Chillicothe,0.0078
15320,Chillicothe,0.0078
15321,Chillicothe,0.0078
15322,Chillicothe,0.0078
15323,Chillicothe Solar Farm,
15324,City of West Plains Power Station,0.001
15325,City of West Plains Power Station,0.001
15326,Clarence Cannon,
15327,Clarence Cannon,
15328,Clear Creek Wind,
15329,Clear Creek Wind,
15330,Coleman,
15331,Coleman,
15332,Columbia,
15333,Columbia,
15334,Columbia,0.0072
15335,Columbia Energy Center (MO),0.0066
15336,Columbia Energy Center (MO),0.0066
15337,Columbia Energy Center (MO),0.0055
15338,Columbia Energy Center (MO),0.0063
15339,Conception,
15340,Cow Branch,
15341,Cox Battery Energy Storage,
15342,Dogwood Energy Facility,0.0071
15343,Dogwood Energy Facility,0.007
15344,El Dorado Springs Solar Farm,
15345,Elm Street Substation Generators,0.31
15346,Elm Street Substation Generators,0.31
15347,Elm Street Substation Generators,0.31
15348,Elm Street Substation Generators,
15349,Empire District Elec Co Energy Ctr,0.0072
15350,Empire District Elec Co Energy Ctr,0.0069
15351,Empire District Elec Co Energy Ctr,0.0071
15352,Empire District Elec Co Energy Ctr,0.0072
15353,Empire District Elec Co Energy Ctr,0.0073
15354,Empire District Elec Co Energy Ctr,0.007
15355,Essex Power Plant,0.013
15356,Fairgrounds,0.007
15357,Farmers City Wind LLC,
15358,Farmington Solar Farm,
15359,Fayette,
15360,Fayette,
15361,Fayette,
15362,Fayette,
15363,Fredericktown Energy Center,0.001
15364,Fredericktown Energy Center,0.001
15365,Fulton (MO),0.001
15366,Fulton (MO),
15367,Fulton (MO),
15368,Fulton (MO),
15369,Gallatin #2,
15370,Gallatin #2,
15371,Gallatin (MO),
15372,Gallatin (MO),
15373,Gallatin (MO),
15374,Gallatin (MO),
15375,Grand Ave Plant,0.0074
15376,Grand Avenue,
15377,Grand Avenue,
15378,Green City Renewable Energy Center Hybrid,
15379,Green City Renewable Energy Center Hybrid,
15380,Greenwood Energy Center,0.0067
15381,Greenwood Energy Center,0.0067
15382,Greenwood Energy Center,0.0066
15383,Greenwood Energy Center,0.0066
15384,Greenwood Energy Center,
15385,Hannibal - Oakwood Substation,0.31
15386,Hannibal - Oakwood Substation,0.31
15387,Hannibal - Oakwood Substation,0.31
15388,Hannibal - Oakwood Substation,0.31
15389,Hannibal - Oakwood Substation,0.31
15390,Hannibal - Oakwood Substation,0.31
15391,Hannibal - Oakwood Substation,0.31
15392,Hannibal - Oakwood Substation,0.31
15393,Hannibal - Wastewater Treatment Plant,0.31
15394,Hannibal - Water Treatment Plant,0.31
15395,Harry Truman,
15396,Harry Truman,
15397,Harry Truman,
15398,Harry Truman,
15399,Harry Truman,
15400,Harry Truman,
15401,Hawthorn,0.0015
15402,Hawthorn,
15403,Hawthorn,0.0066
15404,Hawthorn,0.0066
15405,Hawthorn,0.0066
15406,Higginsville Municipal Power Plant,0.0058
15407,Higginsville Municipal Power Plant,0.0057
15408,Higginsville Solar Farm,
15409,High Prairie Wind Farm,
15410,Holden Power Plant,0.0066
15411,Holden Power Plant,0.0066
15412,Holden Power Plant,0.0066
15413,Howard Bend,
15414,Iatan,0.0052
15415,Iatan,0.0014
15416,IKEA St. Louis 410,
15417,Independence II Solar Farm,
15418,Independence II Solar Farm,
15419,Independence Solar Farm,
15420,Jackson (MO),
15421,Jackson (MO),0.31
15422,Jackson (MO),0.31
15423,Jackson (MO),0.31
15424,Jackson (MO),
15425,Jackson (MO),0.31
15426,Jackson (MO),0.31
15427,Jackson (MO),0.31
15428,Jackson (MO),0.31
15429,Jackson (MO),0.31
15430,Jackson (MO),0.31
15431,Jackson (MO),0.31
15432,Jackson Square,0.018
15433,Jackson Square,0.018
15434,James River,0.0075
15435,James River,0.0076
15436,James River,
15437,James River,
15438,Jefferson Street Substation,
15439,Jefferson Street Substation,
15440,Jefferson Street Substation,
15441,John Twitty Energy Center,0.0136
15442,John Twitty Energy Center,0.0083
15443,John Twitty Energy Center,0.0091
15444,John Twitty Energy Center,0.0127
15445,John Twitty Energy Center,0.0097
15446,John Twitty Energy Center,0.0127
15447,Kahoka,0.31
15448,Kahoka,0.31
15449,Kahoka,0.31
15450,Kahoka,0.31
15451,Kahoka,0.31
15452,Kahoka,0.0004
15453,Kahoka,0.0004
15454,Kahoka,0.0004
15455,Kansas City International,
15456,Kansas City International,
15457,KCP&L SmartGrid Innovation Park,
15458,Kennett,
15459,Kennett,0.0004
15460,Kennett,0.0004
15461,Kennett,0.0004
15462,Kennett,0.0004
15463,Kennett,
15464,Kennett,
15465,Kennett,
15466,Kennett,
15467,Kennett,
15468,Kennett,
15469,Kennett,
15470,Kennett,0.0004
15471,Kings Point Wind Energy Center,
