,name,PM25RT
5968,Babcock Solar Energy Center Hybrid,
5969,Balm Solar,
5970,Baptist Medical Center,
5971,Baptist Medical Center,
5972,Baptist Medical Center,
5973,Baptist Medical Center,
5974,Baptist Medical Center,0.001
5975,Baptist Medical Center,0.001
5976,Baptist Medical Center,0.001
5977,Barefoot Bay Solar Energy Center,
5978,Bartow Solar Energy LLC,
5979,Bay County Waste to Energy,
5980,Bay County Waste to Energy,
5981,Bay Trail Solar Power Plant,
5982,Bayboro,0.018
5983,Bayboro,0.018
5984,Bayboro,0.018
5985,Bayboro,0.018
5986,Bayside Power Station,0.0069
5987,Bayside Power Station,0.0069
5988,Bayside Power Station,0.0069
5989,Bayside Power Station,0.0069
5990,Bayside Power Station,0.0068
5991,Bayside Power Station,0.0069
5992,Bayside Power Station,0.0069
5993,Bayside Power Station,0.0144
5994,Bayside Power Station,0.0134
5995,Bayside Power Station,0.0141
5996,Bayside Power Station,0.0128
5997,Bayside Power Station,0.014
5998,Bayside Power Station,0.0145
5999,Bayside Power Station,0.0139
6000,Bayside Power Station,0.0141
6001,Big Bend,0.0016
6002,Big Bend,0.0016
6003,Big Bend,0.0035
6004,Big Bend,0.0043
6005,Big Bend,0.0048
6006,Big Bend,0.0052
6007,Big Bend,
6008,Big Bend II Solar,
6009,Big Pine,
6010,Blue Cypress Solar Energy Center,
6011,Blue Heron Solar,
6012,Blue Springs,
6013,Bonnie Mine Solar,
6014,Brandy Branch,0.0075
6015,Brandy Branch,0.0066
6016,Brandy Branch,0.0066
6017,Brevard,0.0147
6018,Brevard,0.0147
6019,Brevard,0.0147
6020,Brevard,0.0147
6021,Brevard,0.0147
6022,Brevard,0.0147
6023,Bryant Sugar House,
6024,Bryant Sugar House,
6025,Bryant Sugar House,
6026,Bryant Sugar House,
6027,Bryant Sugar House,
6028,Bryant Sugar House,
6029,Buckeye Florida LP,0.0187
6030,Buckeye Florida LP,0.0074
6031,Buckeye Florida LP,0.0187
6032,Buckeye Florida LP,0.0074
6033,Buckeye Florida LP,0.0067
6034,Buckeye Florida LP,0.0067
6035,Buckeye Florida LP,0.0067
6036,Butler Plaza,
6037,C D McIntosh Jr Power Plant,
6038,C D McIntosh Jr Power Plant,0.0257
6039,C D McIntosh Jr Power Plant,0.0066
6040,C D McIntosh Jr Power Plant,0.0078
6041,C D McIntosh Jr Power Plant,
6042,C H Corn Hydroelectric Facility,
6043,C H Corn Hydroelectric Facility,
6044,C H Corn Hydroelectric Facility,
6045,Cane Island,0.0068
6046,Cane Island,0.0066
6047,Cane Island,0.0068
6048,Cane Island,0.0067
6049,Cape Canaveral,0.0067
6050,Cape Canaveral,0.0067
6051,Cape Canaveral,0.0067
6052,Cape San Blas,
6053,Cattle Ranch,
6054,Central District Wastewater Treat Plant,
6055,Central District Wastewater Treat Plant,
6056,Central District Wastewater Treat Plant,
6057,Central District Wastewater Treat Plant,
6058,Central District Wastewater Treat Plant,
6059,Central District Wastewater Treat Plant,
6060,Central District Wastewater Treat Plant,
6061,Central District Wastewater Treat Plant,
6062,Charles Larsen Memorial Power Plant,0.0066
6063,Charlie Creek Solar Power Plant,
6064,Citrus Ridge Solar,
6065,Citrus Solar Energy Center Hybrid,
6066,Citrus Solar Energy Center Hybrid,
6067,Clewiston Sugar House,
6068,Clewiston Sugar House,
6069,Clewiston Sugar House,
6070,Clewiston Sugar House,1.002
6071,Clewiston Sugar House,1.002
6072,Clewiston Sugar House,1.002
6073,Clewiston Sugar House,
6074,Clewiston Sugar House,
6075,Clewiston Sugar House,
6076,Columbia Solar Power Plant,
6077,Coral Farms Solar Energy Center,
6078,CoTAL Solar Farm,
6079,Covanta Lake County Energy,
6080,Covanta Lake County Energy,
6081,Crystal River,0.0042
6082,Crystal River,0.0042
6083,Crystal River,0.0042
6084,Crystal River,0.0042
6085,Crystal River,0.0202
6086,Crystal River,0.021
6087,Crystal River,
6088,CSL Gas Recovery,0.0216
6089,CSL Gas Recovery,0.0216
6090,CSL Gas Recovery,0.0216
6091,CSL Gas Recovery,
6092,Cudjoe,
6093,Cudjoe,
6094,Curtis H. Stanton Energy Center,0.0209
6095,Curtis H. Stanton Energy Center,0.0195
6096,Curtis H. Stanton Energy Center,0.0073
6097,Cutler,
6098,Cutler,
6099,Cutrale Citrus Juices USA I,
6100,Cutrale Citrus Juices USA I,
6101,Cutrale Citrus Juices USA I,0.001
6102,Cutrale Citrus Juices USA II,
6103,Cutrale Citrus Juices USA II,
6104,Cutrale Citrus Juices USA II,
6105,Cutrale Citrus Juices USA II,
6106,Cutrale Citrus Juices USA II,
6107,Cutrale Citrus Juices USA II,0.001
6108,Cutrale Citrus Juices USA II,0.001
6109,Daytona International Speedway Solar,
6110,Debary,0.011
6111,Debary,0.0068
6112,Debary,0.0075
6113,Debary,0.0066
6114,Debary Solar Power Plant,
6115,Deerhaven,0.0078
6116,Deerhaven,0.0367
6117,Deerhaven,0.0069
6118,Deerhaven Renewable Energy Center,0.0011
6119,DeSoto Next Generation Solar Energy,
6120,Dinner Lake,
6121,Discovery Solar Center,
6122,Duette Solar Power Plant,
6123,Durrance,
6124,Echo River Solar,
6125,Egret Solar Center,
6126,Eight Flags Energy,0.001
6127,F J Gannon,
6128,F J Gannon,
6129,F J Gannon,
6130,F J Gannon,
6131,F J Gannon,
6132,Fernandina Beach Mill,0.0083
6133,Fernandina Beach Mill,0.0004
6134,Fernandina Beach Mill,0.0083
6135,Fernandina Beach Mill,0.0076
6136,Fernandina Plant,0.0187
6137,Fernandina Plant,
6138,Fernandina Plant,
6139,Field Street,0.018
6140,Field Street,0.018
6141,FIU Solar,
6142,"FL Solar 4, LLC",
6143,Florida's Natural Growers,0.001
6144,Florida's Natural Growers,0.001
6145,Fort Drum Energy Center,
6146,Fort Green Solar Power Plant,
6147,Fort Myers,0.0066
6148,Fort Myers,0.0066
6149,Fort Myers,0.0066
6150,Fort Myers,0.0066
6151,Fort Myers,0.0067
6152,Fort Myers,0.0066
6153,Fort Myers,0.0084
6154,Fort Myers,0.008
6155,Fort Myers,0.0042
6156,Fort Myers,0.0042
6157,G E Turner,
6158,G E Turner,
6159,G E Turner,
6160,G E Turner,
6161,G W Ivey,
6162,G W Ivey,
6163,G W Ivey,
6164,G W Ivey,0.0004
6165,G W Ivey,0.0004
6166,G W Ivey,0.0004
6167,G W Ivey,0.0004
6168,G W Ivey,0.0004
6169,G W Ivey,
6170,G W Ivey,0.0004
6171,G W Ivey,0.0004
6172,G W Ivey,0.0004
6173,G W Ivey,0.0004
6174,G W Ivey,0.31
6175,G W Ivey,0.0004
6176,G W Ivey,
6177,G W Ivey,
6178,G2 Energy Marion LLC,0.0147
6179,G2 Energy Marion LLC,0.0147
6180,G2 Energy Marion LLC,0.0147
6181,Georgia-Pacific Palatka Operations,0.0098
6182,Georgia-Pacific Palatka Operations,0.0083
6183,Georgia-Pacific Palatka Operations,0.0073
6184,Georgia-Pacific Palatka Operations,
6185,Georgia-Pacific Palatka Operations,
6186,Girvin Landfill,
6187,Goldfinch,
6188,Grange Hall Solar,
6189,Greenland Energy Center,0.0067
6190,Greenland Energy Center,0.0066
6191,Gulf Clean Energy Center,0.008
6192,Gulf Clean Energy Center,0.0145
6193,Gulf Clean Energy Center,0.0119
6194,Gulf Clean Energy Center,0.0258
6195,Gulf Coast Solar Center I,
6196,Gulf Coast Solar Center II,
6197,Gulf Coast Solar Center III,
6198,Gulf Power Blue Indigo Energy,
6199,Hamilton Solar Power Plant,
6200,Hammock Solar,
6201,Hansel,
6202,Hansel,
6203,Hansel,
6204,Hansel,
6205,Hansel,
6206,Hansel,
6207,Hansel,
6208,Hansel,
6209,Hansel,
6210,Hansel,
6211,Hansel,
6212,Hardee Power Station,0.0002
6213,Harmony Solar,
6214,Harvest Power Orlando,
6215,Harvest Power Orlando,
6216,Hecate Energy Blair Road LLC,
6217,Henry D King,
6218,Henry D King,
6219,Henry D King,
6220,Henry D King,
6221,Henry D King,
6222,Henry D King,
6223,Henry D King,
6224,Hernando,0.0147
6225,Hibiscus Solar Energy Center,
6226,Higgins,
6227,Higgins,
6228,Higgins,
6229,Higgins,
6230,Highland Solar North,
6231,Highland Solar South,
6232,Hillsborough County Resource Recovery,
6233,Hillsborough County Resource Recovery,
6234,Hillsborough County Resource Recovery,
6235,Hillsborough County Resource Recovery,
6236,Hines Energy Complex,0.0087
6237,Hines Energy Complex,0.0092
6238,Hines Energy Complex,0.0091
6239,Hines Energy Complex,0.0091
6240,Hines Energy Complex,0.0091
6241,Hines Energy Complex,0.0091
6242,Hines Energy Complex,0.0091
6243,Hines Energy Complex,0.0091
6244,Hookers Point,
6245,Hookers Point,
6246,Hookers Point,
6247,Hookers Point,
6248,Hookers Point,
6249,Horizon Solar Energy Center,
6250,Howard F Curren Advncd Wastewater Plant,
6251,Howard F Curren Advncd Wastewater Plant,
6252,Howard F Curren Advncd Wastewater Plant,
6253,Howard F Curren Advncd Wastewater Plant,
6254,Howard F Curren Advncd Wastewater Plant,
6255,IKEA Jacksonville Rooftop PV System,
6256,IKEA Miami 327,
6257,IKEA Tampa 042,
6258,Imeson Solar,
6259,Imeson Solar,
6260,Indian River,
6261,Indian River,
6262,Indian River,
6263,Indian River (683),0.0067
6264,Indian River (683),0.0066
6265,Indian River Solar Center,
6266,"Indiantown Cogeneration, LP",
6267,Intercession City,0.0081
6268,Intercession City,0.0111
6269,Intercession City,0.0071
6270,Intercession City,0.0069
6271,Intercession City,0.0079
6272,Intercession City,0.006
6273,Intercession City,0.0061
6274,Intercession City,0.0079
6275,International Paper Pensacola,0.0067
6276,International Paper Pensacola,0.0067
6277,International Paper Pensacola,0.0074
6278,International Paper Pensacola,0.0187
6279,International Paper Pensacola,0.0074
6280,Interstate Solar Energy Center,
6281,J D Kennedy,0.0072
6282,J D Kennedy,0.0072
6283,J R Kelly,0.0067
6284,J Woodruff,
6285,J Woodruff,
6286,J Woodruff,
6287,J Woodruff,
6288,J Woodruff,
6289,J Woodruff,
6290,Jackson Mill,
6291,Jacksonville Solar,
6292,Jamison Solar (FL),
6293,JED Solid Waste Mgmt Renewable Energy,0.0147
6294,JED Solid Waste Mgmt Renewable Energy,0.0147
6295,JED Solid Waste Mgmt Renewable Energy,0.0147
6296,JED Solid Waste Mgmt Renewable Energy,0.0147
6297,JED Solid Waste Mgmt Renewable Energy,0.0147
6298,JED Solid Waste Mgmt Renewable Energy,0.0147
6299,Jennings Energy Storage Facility,
6300,John Hopkins Middle School Microgrid,
6301,John Hopkins Middle School Microgrid,
6302,Lake Hancock Solar,
6303,Lake Placid Solar Power Plant,
6304,Lakeland Electric Co. (FL) - Airport II,
6305,Lakeland Electric Co. (FL)-Airport 1,
6306,Lakeside Solar Center,
6307,Lansing Smith Generating Plant,0.0066
6308,Lansing Smith Generating Plant,0.0069
6309,Lauderdale,0.0042
6310,Lauderdale,0.0042
6311,Lauderdale,0.0042
6312,Lauderdale,0.0042
6313,Lauderdale,0.0042
6314,Lee County Solid Waste Energy,
6315,Lee County Solid Waste Energy,
6316,Lee County Solid Waste Energy,
6317,Legoland Solar,
6318,Levy Nuclear Plant,
6319,Levy Nuclear Plant,
6320,Lithia Solar,
6321,Little Manatee River Solar,
6322,"LKL BLBD, LLC",
6323,Lockheed Martin Solar,
6324,Lockheed Martin Solar System,
6325,Loggerhead Solar Energy Center,
6326,Magnolia Solar,
6327,Magnolia Springs Solar Center,
6328,Manatee,0.0066
6329,Manatee,0.0065
6330,Manatee,0.0066
6331,Manatee,0.0065
6332,Manatee,0.0075
6333,Manatee,0.0075
6334,Manatee County LFGTE,
6335,Manatee Solar Energy Center,
6336,Manatee Solar Energy Center,
6337,Marathon Generating Plant,0.31
6338,Marathon Generating Plant,0.31
6339,Marathon Generating Plant,
6340,Marathon Generating Plant,
6341,Marathon Generating Plant,
6342,Marathon Generating Plant,
6343,Marathon Generating Plant,
6344,Marathon Generating Plant,0.31
6345,Marathon Generating Plant,0.31
6346,Martin,0.0066
6347,Martin,0.0067
6348,Martin,0.0067
6349,Martin,0.0066
6350,Martin,0.0067
6351,Martin,0.0067
6352,Martin,0.0066
6353,Martin,0.0067
6354,McKay Bay Facility,
6355,McKay Bay Facility,
6356,McKay Bay Facility,
6357,McKay Bay Facility,
6358,Miami Dade County Resource Recovery Fac,
6359,Miami Dade County Resource Recovery Fac,
6360,Miami Dade County Resource Recovery Fac,
6361,Miami Dade County Resource Recovery Fac,
6362,Miami Dade Solar Energy Center,
6363,Micanopy Energy Storage Facility,
6364,Midulla Generating Station,0.0066
6365,Midulla Generating Station,0.0066
6366,Midulla Generating Station,0.0
6367,Midulla Generating Station,0.0
6368,Midulla Generating Station,0.0078
6369,Midulla Generating Station,0.0078
6370,Midulla Generating Station,0.0078
6371,Midulla Generating Station,0.0078
6372,Midulla Generating Station,0.0078
6373,Midulla Generating Station,0.0078
6374,Midulla Generating Station,0.0078
6375,Midulla Generating Station,0.0078
6376,Midway,
6377,Midway,
6378,Midway,
6379,Mosaic Co Bartow Facility,
6380,Mosaic Co Bartow Facility,
6381,Mosaic Co Greenbay,
6382,Mosaic Co Mulberry Facility,
6383,Mosaic Co Tampa Facility,
6384,Mosaic Co Tampa Facility,
6385,Mosaic New Wales Operations,
6386,Mosaic New Wales Operations,
6387,Mosaic New Wales Operations,
6388,Mosaic New Wales Operations,
6389,Mosaic South Pierce Operations,
6390,Mosaic South Pierce Operations,
6391,Mountain View Solar (FL),
6392,Mulberry Cogeneration Facility,0.0066
6393,NA 1,
6394,Nassau Solar Center,
6395,Northern Preserve Solar,
6396,Northside,0.0223
6397,Northside,0.0266
6398,Northside,0.0067
6399,Okeechobee Clean Energy Center,0.0062
6400,Okeechobee Clean Energy Center,0.0062
6401,Okeechobee Clean Energy Center,0.0062
6402,Okeechobee Solar,
6403,Okeelanta Cogeneration,
6404,Okeelanta Cogeneration,
6405,Okeelanta Cogeneration,
6406,Oleander Power Project,0.0039
6407,Oleander Power Project,0.0039
6408,Oleander Power Project,0.0039
6409,Oleander Power Project,0.0039
6410,Oleander Power Project,0.0039
6411,Orange Blossom Solar Center,
6412,Orange Cogeneration Facility,0.0047
6413,Orange Cogeneration Facility,0.0052
6414,Orlando CoGen,0.0129
6415,Osceola,
6416,Osceola,
6417,Osceola,
6418,Osceola Solar Facility,
6419,Osprey Energy Center,0.009
6420,Osprey Energy Center,0.009
6421,P L Bartow,0.0066
6422,P L Bartow,0.0066
6423,P L Bartow,0.0066
6424,P L Bartow,0.0066
6425,Palm Bay Solar,
6426,Palm Beach Renewable Energy Facility 1,
6427,Palm Beach Renewable Energy Facility 1,
6428,Palm Beach Renewable Energy Facility 2,0.156
6429,Palm Beach Renewable Energy Facility 2,0.156
6430,Palm Beach Renewable Energy Facility 2,0.156
6431,Partnership Station,
6432,Partnership Station,
6433,Pasco Cnty Solid Waste Resource Recovery,
6434,Pasco Cnty Solid Waste Resource Recovery,
6435,Pasco Cnty Solid Waste Resource Recovery,
6436,Payne Creek Solar,
6437,Pea Ridge,0.001
6438,Pea Ridge,0.001
6439,Pea Ridge,0.001
6440,Peace Creek Solar,
6441,Pelican Solar Center,
6442,Pembroke Lakes Mall,
6443,Pensacola Florida Plant,0.0074
6444,Pensacola Florida Plant,0.0074
6445,Pensacola Florida Plant,0.0074
6446,Pensacola Florida Plant,0.0074
6447,Pensacola Florida Plant,0.0074
6448,Pensacola Florida Plant,0.0074
6449,Pensacola Florida Plant,0.001
6450,Perdido,0.0147
6451,Perdido,0.0147
6452,Perdido,
6453,Perry Solar Facility,
6454,Phillips,
6455,Phillips,
6456,Phillips,
6457,Pinellas County Resource Recovery,
6458,Pinellas County Resource Recovery,
6459,Pinellas County Resource Recovery,
6460,Pioneer Trail Solar Energy Center,
6461,Polk,0.0065
6462,Polk,0.0062
6463,Polk,0.0062
6464,Polk,0.0062
6465,Polk,0.0062
6466,Port Charlotte Energy LLC,0.0147
6467,Port Charlotte Energy LLC,0.0147
6468,Port Everglades,0.0066
6469,Port Everglades,0.0066
6470,Port Everglades,0.0067
6471,Portland (FL),
6472,Putnam,
6473,Putnam,
6474,Putnam,
6475,Putnam,
6476,Putnam,
6477,Putnam,
6478,Reedy Creek Central Energy Plant,0.0708
6479,Rinehart,
6480,Rio Pinar,
6481,Riviera Beach Energy Center,0.0067
6482,Riviera Beach Energy Center,0.0067
6483,Riviera Beach Energy Center,0.0067
6484,Rodeo Solar Center,
6485,"RP-Orlando, LLC",
6486,S O Purdom,0.008
6487,Sabal Palm Solar Center,
6488,Sandy Creek Solar Power Plant,
6489,Sanford,0.0067
6490,Sanford,0.0066
6491,Sanford,0.0067
6492,Sanford,0.0066
6493,Sanford,0.0067
6494,Sanford,0.0067
6495,Sanford,0.0067
6496,Sanford,0.0067
6497,Santa Fe Solar Power Plant,
6498,Santa Rosa Energy Center,0.006
6499,Sarasota County LFGTE Facility,0.0147
6500,Sarasota County LFGTE Facility,0.0147
6501,Sarasota County LFGTE Facility,0.0147
6502,Sarasota County LFGTE Facility,0.0147
6503,Scholz,
6504,Scholz,
6505,Seminole (136),0.0244
6506,Seminole (136),0.0249
6507,Seminole Energy,0.0147
6508,Seminole Energy,0.0147
6509,Seminole Energy,0.0147
6510,Seminole Energy,
6511,Seminole Mill,0.0074
6512,Seminole Mill,0.0074
6513,Seminole Mill,0.0074
6514,Shady Hills,0.0068
6515,Shady Hills,0.0067
6516,Shady Hills,0.0068
6517,Shady Hills Combined Cycle Facility,
6518,Smith Street,
6519,Smith Street,
6520,Smith Street,
6521,Smith Street,
6522,Smith Street,
6523,Smith Street,
6524,Smith Street,
6525,Smith Street,
6526,"Solar Park Gainesville, LLC",
6527,South District Wastewater Treatment Plt,
6528,South District Wastewater Treatment Plt,0.0147
6529,South District Wastewater Treatment Plt,
6530,South District Wastewater Treatment Plt,0.0147
6531,South District Wastewater Treatment Plt,
6532,South District Wastewater Treatment Plt,0.0147
6533,South District Wastewater Treatment Plt,0.0147
6534,South Energy Center,0.001
6535,South Energy Center,0.0004
6536,South West Landfill,
6537,South West Landfill,
6538,South West Landfill,
6539,Southfork Solar,
6540,Southside Generating Station,
6541,Southside Generating Station,
6542,Space Coast Next Gen Solar Energy,
6543,Springhill Gas Recovery Plant,0.0147
6544,Springhill Gas Recovery Plant,0.0147
6545,Springhill Gas Recovery Plant,0.0147
6546,Springhill Gas Recovery Plant,0.0147
6547,Springhill Gas Recovery Plant,0.0147
6548,Springhill Gas Recovery Plant,0.0147
6549,SRF Pulp Processing Facility,
6550,St Cloud,
6551,St Cloud,
6552,St Cloud,
6553,St Cloud,
6554,St Cloud,
6555,St Cloud,
6556,St Cloud,
6557,St Johns River Power Park,
6558,St Johns River Power Park,
6559,St Lucie,
6560,St Lucie,
6561,Standby Generation Plant,0.0004
6562,Standby Generation Plant,0.0004
6563,Standby Generation Plant,0.0004
6564,Standby Generation Plant,0.0004
6565,Standby Generation Plant,0.0004
6566,Standby Generation Plant,0.0004
6567,Standby Generation Plant,0.0004
6568,Standby Generation Plant,0.0004
6569,Standby Generation Plant,0.0004
6570,Standby Generation Plant,0.0004
6571,Standby Generation Plant,0.0004
6572,Stanton A,0.0066
6573,Stanton A,0.0066
6574,Starratt Solar,
6575,Stock Island,0.0576
6576,Sub 12,0.0004
6577,Sub 12,0.0004
6578,Sunshine Gateway Solar Energy Center,
6579,Suwannee River,
6580,Suwannee River,
6581,Suwannee River,
6582,Suwannee River,0.001
6583,Suwannee River,0.018
6584,Suwannee River,0.001
6585,Suwannee River Chemical Complex,
6586,Suwannee Solar Facility,
6587,Sweetbay Solar Center,
6588,Swift Creek Chemical Complex,0.0004
6589,Swift Creek Chemical Complex,0.0004
6590,Tampa Electric Co NA 2,
6591,Tampa Electric Co NA 2,
6592,Tampa Electric Co NA 2,
6593,Tampa Electric Co NA 2,
6594,Tampa Electric Co NA 2,
6595,Tampa Electric Co NA 2,
6596,Tampa Electric Co NA 2,
6597,Tampa Electric Co NA 3,
6598,Tampa Electric Co NA 3,
6599,Tampa Electric Co NA 4,
6600,Tampa Electric Co NA 4,
6601,Taylor Creek Solar,
6602,Telogia Power,0.0187
6603,TIA Solar,
6604,Tiger Bay,0.0066
6605,Tom G Smith,0.0661
6606,Trail Ridge Landfill Gas Recovery,0.0147
6607,Trail Ridge Landfill Gas Recovery,0.0147
6608,Trail Ridge Landfill Gas Recovery,0.0147
6609,Trail Ridge Landfill Gas Recovery,0.0147
6610,Trail Ridge Landfill Gas Recovery,0.0147
6611,Trail Ridge Landfill Gas Recovery,0.0147
6612,Trailside Solar Center,
6613,Treasure Coast Energy Center,0.0064
6614,Trenton,
6615,Trenton Solar Power Plant,
6616,Tropicana Products Bradent,0.001
6617,Turkey Point,0.0065
6618,Turkey Point,0.0065
6619,Turkey Point,0.0065
6620,Turkey Point,0.0065
6621,Turkey Point,
6622,Turkey Point,
6623,Twin Lakes,
6624,Twin Rivers Solar Power Plant,
6625,Union Springs Solar Center,
6626,University of Florida,0.009
6627,Unknown,
6628,Unknown,
6629,Unknown,
6630,Unknown,
6631,Unknown,
6632,Unknown,
6633,Unknown,
6634,Unknown,
6635,Unnamed,
6636,Unnamed,
6637,Unnamed,
6638,Unnamed,
6639,Unnamed,
6640,Unsited,
6641,Unsited,
6642,Vandolah Power Project,0.0042
6643,Vandolah Power Project,0.0042
6644,Vandolah Power Project,0.0042
6645,Vandolah Power Project,0.0042
6646,W E Swoope,
6647,W E Swoope,
6648,W E Swoope,
6649,Walt Disney World Solar Facility,
6650,Waste Management Naples LFGTE Project,0.0147
6651,Waste Management Naples LFGTE Project,0.0147
6652,Waste Management Naples LFGTE Project,0.0147
6653,Waste Management Naples LFGTE Project,0.0147
6654,Waste Management Naples LFGTE Project,0.0147
6655,West County Energy Center,0.0067
6656,West County Energy Center,0.0067
6657,West County Energy Center,0.0066
6658,West County Energy Center,0.0066
6659,West County Energy Center,0.0066
6660,West County Energy Center,0.0067
6661,West County Energy Center,0.0067
6662,West County Energy Center,0.0067
6663,West County Energy Center,0.0066
6664,WestRock Panama City Mill,0.0067
6665,WestRock Panama City Mill,0.0067
6666,WestRock Panama City Mill,0.0074
6667,WestRock Panama City Mill,0.0187
6668,Wheelabrator North Broward,
6669,Wheelabrator Ridge Energy,
6670,Wheelabrator South Broward,
6671,Wheelabrator South Broward,
6672,Wheelabrator South Broward,
6673,Wildflower Solar Energy Center,
6674,Willow Solar Energy Center,
6675,Wimauma Solar,
6676,Winston,
6677,Winston,
6678,Winston,
6679,Winston,
6680,Winston,
6681,Winston,
6682,Winston,
6683,Winston,
6684,Winston,
6685,Winston,
6686,Winston,
6687,Winston,
6688,Winston,
6689,Winston,
6690,Winston,
6691,Winston,
6692,Winston,
6693,Winston,
6694,Winston,
6695,Winston,
6696,Wynwood Energy Storage,
6697,191 Peachtree Tower,
6698,191 Peachtree Tower,
6699,ADS Renewable Energy-Wolf Creek LLC,0.0147
6700,ADS Renewable Energy-Wolf Creek LLC,0.0147
6701,AL Sandersville Energy Facility,0.0107
6702,AL Sandersville Energy Facility,0.0107
6703,AL Sandersville Energy Facility,0.0107
6704,AL Sandersville Energy Facility,0.0107
6705,AL Sandersville Energy Facility,0.0107
6706,AL Sandersville Energy Facility,0.0107
6707,AL Sandersville Energy Facility,0.0107
6708,AL Sandersville Energy Facility,0.0107
6709,Albany Green Energy LLC,0.0107
6710,Allatoona,
6711,Allatoona,
6712,Allatoona,
6713,Allen B Wilson Combustion Turbine Plant,0.0103
6714,Allen B Wilson Combustion Turbine Plant,0.0126
6715,Allen B Wilson Combustion Turbine Plant,0.013
6716,Allen B Wilson Combustion Turbine Plant,0.012
6717,Allen B Wilson Combustion Turbine Plant,0.0127
6718,Allen B Wilson Combustion Turbine Plant,0.0119
6719,Apalachicola,
6720,Arkwright,
6721,Arkwright,
6722,Arkwright,
6723,Arkwright,
6724,Arkwright,
6725,Arkwright,
6726,Arnold Cochran,
6727,Athens Regional Medical Center,0.31
6728,Athens Regional Medical Center,0.31
6729,Athens Regional Medical Center,
6730,Athens Regional Medical Center,0.31
6731,Athens Regional Medical Center,0.31
6732,Athens Regional Medical Center,0.31
6733,Athens Regional Medical Center,0.31
6734,Atkinson,
6735,Atkinson,
6736,Atkinson,
6737,Atkinson,
6738,Atkinson,
6739,Atlanta Falcons Solar,
6740,Atlanta Falcons Solar,
6741,Atlanta Falcons Solar,
6742,Atlanta Gift Mart LP,
6743,"Azalea Solar, LLC",
6744,Baconton Power,0.0066
6745,Baconton Power,0.0066
6746,Baconton Power,0.0066
6747,Baconton Power,0.0066
6748,Bainbridge Solar,
6749,Bank of America Plaza,
6750,Bank of America Plaza,
6751,Barnett Shoals,
6752,Barnett Shoals,
6753,Barnett Shoals,
6754,Barnett Shoals,
6755,Baxley,
6756,Bibb Jones,
6757,BJ Gas Recovery,
6758,BJ Gas Recovery,
6759,BJ Gas Recovery,
6760,Blue Ridge,
6761,Blue Ridge,
6762,Boulevard,0.018
6763,Boulevard,
6764,Boulevard,
6765,Bowen,0.0059
6766,Bowen,0.0064
6767,Bowen,0.0063
6768,Bowen,0.0056
6769,Brunswick Cellulose,0.0187
6770,Brunswick Cellulose,0.0067
6771,Brunswick Cellulose,0.0074
6772,Brunswick Cellulose,0.0067
6773,Brunswick Cellulose,0.0074
6774,Buford,
6775,Buford,
6776,Buford,
6777,Buford,
6778,Buford,
6779,Buford,
6780,Bulloch Neville Farms,
6781,Burton Dam,
6782,Burton Dam,
6783,Butler Solar Farm 20,
6784,Butler Solar Project 103,
6785,Camilla Solar Energy Project,
6786,Camilla Solar Plant,
6787,Camp Solar Plant,
6788,Carters,
6789,Carters,
6790,Carters,
6791,Carters,
6792,Cedartown Battery Energy Storage Project,
6793,Chattahoochee Energy Facility,0.0069
6794,Chattahoochee Energy Facility,0.0069
6795,CII Methane Management III LFG Plant,0.0147
6796,CNN Center,0.31
6797,CNN Center,0.31
6798,CNN Center,0.31
6799,CNN Center,0.31
6800,CNN Center,0.31
6801,CNN Center,0.31
6802,CNN Center,0.31
6803,Columbia Bryson,
6804,Columbia Substation,
6805,Comer Solar,
6806,Coody Cochran,
6807,Cool Springs Solar (Hybrid),
6808,Cool Springs Solar (Hybrid),
6809,Crisp Plant,
6810,Crisp Plant,
6811,Curry Solar,
6812,Dahlberg (Jackson County),0.0032
6813,Dahlberg (Jackson County),0.0033
6814,Dahlberg (Jackson County),0.0006
6815,Dahlberg (Jackson County),0.0032
6816,Dahlberg (Jackson County),0.0032
6817,Dahlberg (Jackson County),0.0032
6818,Dahlberg (Jackson County),0.0032
6819,Dahlberg (Jackson County),0.0032
6820,Dahlberg (Jackson County),0.0032
6821,Dahlberg (Jackson County),0.0032
6822,Dalton 2,
6823,Decatur County Solar Project,
6824,"Decatur Parkway Solar Project, LLC",
6825,Denver Braswell PV,
6826,"Dougherty County Solar, LLC",
6827,Doyle Energy Facility,
6828,Doyle Energy Facility,0.0079
6829,Doyle Energy Facility,0.0079
6830,Doyle Energy Facility,0.0094
6831,Doyle Energy Facility,0.0094
6832,Dublin Solar I,
6833,Edward L Addison Generating Plant,0.0005
6834,Edward L Addison Generating Plant,0.0004
6835,Edward L Addison Generating Plant,0.0006
6836,Edward L Addison Generating Plant,0.0004
6837,Edwin I Hatch,
6838,Edwin I Hatch,
6839,Effingham Energy Facility,0.0138
6840,Effingham Energy Facility,0.0138
6841,Emory Decatur Hospital,0.31
6842,Emory Decatur Hospital,0.31
6843,Emory Decatur Hospital,0.31
6844,Emory Hillandale Hospital,0.31
6845,Emory Hillandale Hospital,0.31
6846,Emory Hillandale Hospital,
6847,Flint River,
6848,Flint River,
6849,Flint River,
6850,Flint River Operations,0.0187
6851,Flint River Operations,0.0067
6852,Fort Benning Solar Facility,
6853,Fort Gordon Solar Facility,
