,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
461,,,H L Spurlock,KY,38.7,-83.8181,1977,Coal,1607,8104889000.0,73851755.807,7577184.401000001,Gas,-11.793590116433046,4811519.134899827,0.4972596245292552,0.49244810539435535,Coal→Gas,752830522.6869998,2472.3076923076924
470,,,Iatan,MO,39.4472,-94.98,1980,Coal,1725,7571663000.0,65703095.582,6890941.699,Gas,-10.973939422109249,4307231.377277415,0.5015668559065326,0.4972596245292552,Coal→Gas,759721464.3859998,2653.846153846154
31,,,Dynegy Moss Landing Power Plant Hybrid,CA,36.804837,-121.782241,1967,Gas_SC,2802,5487443000.0,38567163.41,2185318.142,Gas,-10.610475589998227,312814.9522827149,0.5018796708588154,0.5015668559065326,Gas_SC→Gas,761906782.5279998,4310.7692307692305
422,,,FirstEnergy Harrison Power Station,WV,39.384167,-80.3325,1972,Coal,2052,11779753000.0,104654602.334,10737557.678,Gas,-10.151437573008886,6717903.156471164,0.5085975740152866,0.5018796708588154,Coal→Gas,772644340.2059997,3156.9230769230767
417,,,Possum Point,VA,38.5367,-77.2806,1948,Oil,2081,3862181000.0,26901544.118,1604137.311,Gas,-9.686436546888753,286229.0900370681,0.5088838031053237,0.5085975740152866,Oil→Gas,774248477.5169997,3201.5384615384614
690,,,Ray D Nixon,CO,38.633451,-104.70577,1980,Coal,281,1384958000.0,12034998.047,1258624.29,Gas,-8.536523306197855,786029.2630221396,0.5096698323683457,0.5088838031053237,Coal→Gas,775507101.8069997,432.3076923076923
438,,,Weston,WI,44.8606,-89.6553,1954,Coal,1161,4569811000.0,38439205.681,4025257.937,Gas,-5.636976486075939,2465882.1632734872,0.5121357145316192,0.5096698323683457,Coal→Gas,779532359.7439997,1786.1538461538462
0,,,Barry,AL,31.0069,-88.0103,1954,Coal,2839,11673453000.0,91895874.8,6846726.2,Gas,-4.790255804054783,2863344.873302883,0.5149990594049221,0.5121357145316192,Coal→Gas,786379085.9439998,4367.692307692308
123,,,Edwardsport,IN,38.8067,-87.2472,1944,Coal,947,2897761000.0,23563498.544,2994571.452,Gas,-3.435543154134979,2005756.312500902,0.5170048157174231,0.5149990594049221,Coal→Gas,789373657.3959998,1456.923076923077
302,,,Asheville,NC,35.4731,-82.5417,1964,Gas_CC,1421,3057631000.0,22039315.643,1319492.146,Gas,-1.8135030196363902,276123.89589180716,0.5172809396133148,0.5170048157174231,Gas_CC→Gas,790693149.5419998,2186.153846153846
88,,,John R Kelly,FL,29.6461,-82.3208,1958,Gas_CC,237,833568000.0,6915963.718,410986.712,Gas,6.659192205160685,126544.80730117072,0.517407484420616,0.5172809396133148,Gas_CC→Gas,791104136.2539998,364.6153846153846
408,,,V H Braunig,TX,29.2567,-98.3825,1966,Gas_SC,1138,4133757000.0,32127964.626,1909358.638,Gas,8.916529337662174,498779.39954300737,0.5179062638201589,0.517407484420616,Gas_SC→Gas,793013494.8919998,1750.7692307692307
161,,,Paradise,KY,37.2608,-86.9783,1963,Coal,3718,7584661000.0,52114080.138,3316502.109,Gas,10.007332470757571,728356.4252226395,0.5186346202453815,0.5179062638201589,Coal→Gas,796329997.0009998,5720.0
256,,,Tracy,NV,39.5625,-119.525,1961,Gas_CC,1179,4752087000.0,37371457.612,2220932.507,Gas,10.803074449721553,599357.9293116226,0.5192339781746932,0.5186346202453815,Gas_CC→Gas,798550929.5079998,1813.8461538461538
473,,,Victor J Daniel Jr,MS,30.5322,-88.5553,1977,Gas_CC,2226,11271082000.0,86375917.652,6399159.56,Gas,11.774475766528097,2553080.9772128845,0.5217870591519062,0.5192339781746932,Gas_CC→Gas,804950089.0679997,3424.6153846153848
463,,,Martin,FL,27.0536,-80.5628,1980,Gas_CC,6069,11444544000.0,78574021.87,4670052.302,Gas,15.070221860116582,764782.5534377252,0.5225518417053439,0.5217870591519062,Gas_CC→Gas,809620141.3699998,9336.923076923076
82,,,Crystal River,FL,28.9656,-82.6977,1966,Coal,5299,15609828000.0,116870276.679,8557198.43,Gas,15.293793609306364,3230591.3525436716,0.5257824330578875,0.5225518417053439,Coal→Gas,818177339.7999997,8152.307692307692
39,,,Mountainview Generating Station,CA,34.0818,-117.2418,1957,Gas_CC,1164,2973461000.0,21384891.706,1270879.594,Gas,19.278878566661163,256233.02600832377,0.5260386660838958,0.5257824330578875,Gas_CC→Gas,819448219.3939997,1790.7692307692307
213,,,High Bridge,MN,44.9314,-93.1117,1956,Gas_CC,920,2758478000.0,20309789.155,1206982.576,Gas,22.49161640363206,265695.5587562751,0.526304361642652,0.5260386660838958,Gas_CC→Gas,820655201.9699997,1415.3846153846155
687,,,Santan,AZ,33.3325,-111.7503,1974,Gas_CC,1321,4900374000.0,34689677.238,2061555.255,Gas,28.532209355161886,389380.0823726668,0.5266937417250248,0.526304361642652,Gas_CC→Gas,822716757.2249997,2032.3076923076924
216,,,Riverside (MN),MN,45.0203,-93.2753,1964,Gas_CC,822,2228764000.0,15669622.189,931222.803,Wind,30.77586445342011,931222.803,0.5276249645280248,0.5266937417250248,Gas_CC→Wind,823647980.0279996,1580.769230769231
462,,,Manatee,FL,27.6058,-82.3456,1976,Gas_SC,2949,9844684000.0,74676196.824,4450233.3780000005,Gas,33.889917897792465,1090890.5671938164,0.5287158550952186,0.5276249645280248,Gas_SC→Gas,828098213.4059997,4536.923076923077
144,,,Riverton,KS,37.072616,-94.698704,1950,Gas_CC,397,1521111000.0,10841966.64,644324.479,Gas,46.50908846972427,125269.39279426652,0.5288411244880128,0.5287158550952186,Gas_CC→Gas,828742537.8849996,610.7692307692307
83,,,P L Bartow,FL,27.859535,-82.601759,1958,Gas_CC,1966,7013834000.0,51241127.322,3045188.213,Gas,58.98787150601935,651828.2205321887,0.529492952708545,0.5288411244880128,Gas_CC→Gas,831787726.0979997,3024.6153846153848
169,,,Coughlin Power Station,LA,30.8439,-92.261111,1961,Gas_CC,920,3841940000.0,27472642.949,1632662.042,Gas,60.71759939471357,321660.7423596345,0.5298146134509046,0.529492952708545,Gas_CC→Gas,833420388.1399997,1415.3846153846155
374,,,John Sevier,TN,36.3767,-82.9639,1955,Gas_CC,1796,5176365000.0,35867829.357,2131601.988,Gas,65.07690654375496,365249.2489117007,0.5301798626998163,0.5298146134509046,Gas_CC→Gas,835551990.1279998,2763.076923076923
64,,,Bridgeport Station,CT,41.1706,-73.1844,1961,Gas_CC,1156,3720970000.0,23911423.42,1423097.917,Wind,68.54141884110395,1423097.917,0.5316029606168163,0.5301798626998163,Gas_CC→Wind,836975088.0449998,2223.0769230769233
270,,,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,1948,Gas_CC,1174,3787163000.0,24978556.542,1485966.328,Wind,74.18243849160517,1485966.328,0.5330889269448162,0.5316029606168163,Gas_CC→Wind,838461054.3729998,2257.6923076923076
24,,,Kyrene,AZ,33.3556,-111.9353,1952,Gas_CC,572,1697711000.0,11461683.53,681150.912,Gas,75.84502289747142,101833.86711805384,0.5331907608119344,0.5330889269448162,Gas_CC→Gas,839142205.2849997,880.0
430,,,Port Washington Generating Station,WI,43.3842,-87.8689,1935,Gas_CC,1543,8508804000.0,57597461.083,3422935.237,Wind,85.36777241353397,3422935.237,0.5366136960489344,0.5331907608119344,Gas_CC→Wind,842565140.5219997,2967.3076923076924
78,,,Port Everglades,FL,26.0856,-80.1253,1960,Gas_CC,3060,6500494000.0,40796329.79,2425341.361,Wind,87.66126151454114,2425341.361,0.5390390374099343,0.5366136960489343,Gas_CC→Wind,844990481.8829997,5884.615384615385
360,,,W S Lee,SC,34.6022,-82.435,1951,Gas_CC,1402,6188730000.0,43079081.452,2560892.822,Gas,88.07585719134434,449086.52801224403,0.5394881239379465,0.5390390374099343,Gas_CC→Gas,847551374.7049997,2156.9230769230767
311,,,Dan River,NC,36.4862,-79.7208,1949,Gas_CC,1084,4600143000.0,32132747.475,1909590.869,Gas,94.8616241862559,339864.7796983633,0.5398279887176449,0.5394881239379465,Gas_CC→Gas,849460965.5739996,1667.6923076923078
76,,,Fort Myers,FL,26.6967,-81.7831,1958,Gas_CC,3298,9991866000.0,67975741.038,4041413.56,Gas,101.52809601062809,631847.2180393292,0.5404598359356843,0.5398279887176449,Gas_CC→Gas,853502379.1339996,5073.846153846154
157,,,Cane Run,KY,38.1831,-85.8892,1962,Gas_CC,1467,4676622000.0,31617572.044,1878987.956,Gas,104.6401331783543,283164.6167685895,0.5407430005524528,0.5404598359356843,Gas_CC→Gas,855381367.0899996,2256.923076923077
309,,,Buck,NC,35.7133,-80.3767,1941,Gas_CC,1169,3978445000.0,27054524.116,1607803.927,Gas,105.79951520132404,250222.45369544183,0.5409932230061483,0.5407430005524528,Gas_CC→Gas,856989171.0169996,1798.4615384615383
306,,,L V Sutton Steam,NC,34.283056,-77.985278,1954,Coal,760,4158880000.0,29036887.88,1725646.213,Wind,110.21058676220729,1725646.213,0.5427188692191482,0.5409932230061483,Coal→Wind,858714817.2299997,1461.5384615384617
75,,,Cape Canaveral,FL,28.4698,-80.7644,1965,Gas_CC,2099,6512104000.0,41643131.499,2477298.379,Wind,111.03258959479766,2477298.379,0.5451961675981483,0.5427188692191482,Gas_CC→Wind,861192115.6089996,4036.5384615384614
189,,,Kendall Square Station,MA,42.3633,-71.0792,1949,Gas_CC,294,2027427000.0,13292160.9,789389.602,Wind,120.62357497642238,789389.602,0.5459855572001482,0.5451961675981483,Gas_CC→Wind,861981505.2109996,565.3846153846154
80,,,Sanford,FL,28.8419,-81.3256,1959,Gas_CC,2532,9918293000.0,67973650.826,4039583.507,Gas,122.89718834446967,655122.7884010789,0.5466406799885494,0.5459855572001482,Gas_CC→Gas,866021088.7179996,3895.3846153846152
85,,,Lansing Smith,FL,30.2686,-85.7003,1965,Gas_CC,999,5059620000.0,35228323.383,2093567.51,Gas,125.71561889028584,367052.1569006841,0.54700773214545,0.5466406799885494,Gas_CC→Gas,868114656.2279996,1536.923076923077
117,,,Eagle Valley (IN),IN,39.48517,-86.4183,1949,Gas_CC,1039,5210498000.0,33248107.499,1975885.608,Wind,125.77328114723608,1975885.608,0.5489836177534501,0.54700773214545,Gas_CC→Wind,870090541.8359996,1998.0769230769233
79,,,Riviera,FL,26.7653,-80.0525,1962,Gas_CC,1915,6701391000.0,41590560.008,2474489.893,Wind,135.70873393136137,2474489.893,0.5514581076464501,0.5489836177534501,Gas_CC→Wind,872565031.7289996,3682.6923076923076
786,,,ExxonMobil Beaumont Refinery,TX,30.0636,-94.0753,1957,Gas_SC,696,5549538000.0,37203476.229,2210347.25,Wind,154.51048654586114,2210347.25,0.55366845489645,0.5514581076464501,Gas_SC→Wind,874775378.9789996,1338.4615384615383
98,,,Jack McDonough,GA,33.8239,-84.4758,1963,Gas_CC,3443,18976953000.0,127623709.352,7584444.817,Gas,156.28951722794966,1108859.5537699303,0.5547773144502199,0.55366845489645,Gas_CC→Gas,882359823.7959996,5296.923076923077
