,Plant Name,Planned Retirement Year,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission,new_capacity
452,,,White Bluff,AR,34.4228,-92.1406,1980,Coal,1800,4195667000.0,46014977.17,4824080.41,Gas,-46.32810167874872,3392375.362586924,0.1039288511979464,0.10053647583535946,Coal→Gas,158619997.52199996,2769.2307692307695
93,,,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393,Gas,-46.24645701662706,890402.8154969391,0.10481925401344333,0.1039288511979464,Gas_CC→Gas,160203515.91499996,2167.6923076923076
364,,,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999,Gas,-46.1649106306216,574182.6631551767,0.10539343667659852,0.10481925401344333,Coal→Gas,161089922.40599996,1184.6153846153848
382,,,Newman,TX,31.983587,-106.431777,1960,Gas_CC,879,3118790000.0,29565593.574,1757096.285,Gas,-44.46592495313108,692858.492815485,0.106086295169414,0.10539343667659852,Gas_CC→Gas,162847018.69099995,1352.3076923076924
207,,,Erickson Station,MI,42.692222,-84.657222,1973,Coal,154,616427000.0,7461886.34,782601.455,Gas,-43.97270271375168,572255.4844399674,0.10665855065385396,0.106086295169414,Coal→Gas,163629620.14599997,236.9230769230769
433,,,Edgewater,WI,43.715142,-87.705863,1951,Coal,833,1189922000.0,12373316.499,1297712.24,Wind,-43.672157954290064,1297712.24,0.10795626289385396,0.10665855065385396,Coal→Wind,164927332.38599998,1601.9230769230771
383,,,Lewis Creek,TX,30.4356,-95.5214,1970,Gas_SC,542,2362997000.0,23027716.052,1368501.96,Gas,-42.85842549317974,562166.5830690004,0.10851842947692296,0.10795626289385396,Gas_SC→Gas,166295834.346,833.8461538461539
362,,,McMeekin,SC,34.0556,-81.2172,1958,Gas_SC,292,1105026000.0,9416088.506,558190.689,Gas,-42.588183324834944,181118.0324420125,0.10869954750936497,0.10851842947692296,Gas_SC→Gas,166854025.035,449.2307692307692
689,,,"Gavin Power, LLC",OH,38.9347,-82.1158,1974,Coal,2600,14344976000.0,146937430.286,15074332.081,Gas,-41.77387195623147,10179335.756406214,0.1188788832657712,0.10869954750936497,Coal→Gas,181928357.116,4000.0
416,,,Chesterfield,VA,37.3822,-77.3833,1952,Coal,1797,3645796000.0,30464363.285,2020768.003,Gas,-41.639678574444375,776697.7431251332,0.11965558100889633,0.11887888326577117,Coal→Gas,183949125.119,2764.6153846153843
479,,,R M Schahfer,IN,41.2164,-87.0261,1976,Coal,2200,3160356000.0,36912136.116,3810973.865,Gas,-41.31128048360124,2732552.3323039594,0.12238813334120027,0.11965558100889633,Coal→Gas,187760098.984,3384.6153846153848
316,,,Cardinal,OH,40.2522,-80.6486,1967,Coal,1880,9760784000.0,98432593.129,10088892.151,Gas,-40.718217844635824,6758178.889077929,0.1291463122302782,0.12238813334120027,Coal→Gas,197848991.135,2892.3076923076924
87,,,Deerhaven Generating Station,FL,29.7592,-82.3878,1972,Coal,469,750718000.0,8258550.147,622402.804,Gas,-40.2612521062524,366232.1522814891,0.1295125443825597,0.1291463122302782,Coal→Gas,198471393.93899998,721.5384615384614
327,,,Kyger Creek,OH,38.9144,-82.1289,1955,Coal,1085,5271043000.0,51540009.535,5287990.864,Gas,-37.99178590649189,3489330.7538836915,0.1330018751364434,0.1295125443825597,Coal→Gas,203759384.80299997,1669.2307692307693
419,,,Transalta Centralia Generation,WA,46.755938,-122.859764,1972,Coal,1778,5470187000.0,60929479.257,6390281.626,Gas,-37.84882381466696,4523666.773535924,0.13752554190997932,0.1330018751364434,Coal→Gas,210149666.42899996,2735.3846153846157
113,,,Dallman,IL,39.754803,-89.602389,1968,Coal,617,916183000.0,9252006.177,946787.427,Wind,-37.094128918320486,946787.427,0.1384723293369793,0.13752554190997932,Coal→Wind,211096453.85599995,1186.5384615384617
217,,,Hoot Lake,MN,46.290641,-96.043252,1914,Coal,137,213468000.0,2501980.075,262407.725,Gas,-36.8072908049173,189565.14405609417,0.13866189448103539,0.1384723293369793,Coal→Gas,211358861.58099994,210.76923076923077
459,,,Belle River,MI,42.7756,-82.495,1981,Coal,1659,4950838000.0,49747806.267,5018291.802,Gas,-36.39832588238033,3328896.5870021326,0.1419907910680375,0.13866189448103539,Coal→Gas,216377153.38299993,2552.3076923076924
373,,,Gallatin (TN),TN,36.3156,-86.4006,1956,Coal,1914,2765308000.0,27983225.26,2853724.553,Gas,-36.12359314523627,1910106.9062106435,0.14390089797424815,0.1419907910680375,Coal→Gas,219230877.93599993,2944.6153846153848
492,,,Flint Creek,AR,36.2561,-94.5241,1978,Coal,558,1992327000.0,20074444.36,2105410.454,Gas,-35.128238747428824,1425560.35579217,0.1453264583300403,0.14390089797424815,Coal→Gas,221336288.38999993,858.4615384615385
514,,,Winyah,SC,33.33184,-79.357236,1975,Coal,1260,2631016000.0,26210305.23,2689178.031,Gas,-35.09665269657166,1791385.406603316,0.1471178437366436,0.1453264583300403,Coal→Gas,224025466.4209999,1938.4615384615383
97,,,Bowen,GA,34.1256,-84.9222,1971,Coal,3538,8768072000.0,84573288.441,8677220.883,Gas,-34.73496064230532,5685254.900360942,0.15280309863700456,0.1471178437366436,Coal→Gas,232702687.3039999,5443.076923076923
480,,,Lewis & Clark,MT,47.6785,-104.15665,1958,Coal,68,256912000.0,3179862.54,345979.82,Gas,-34.67942344469673,258312.66072806824,0.15306141129773262,0.15280309863700456,Coal→Gas,233048667.1239999,104.61538461538461
126,,,F B Culley,IN,37.9111,-87.3275,1955,Coal,414,1020047000.0,12318607.888,1258642.022,Gas,-33.971587146266785,910567.1060215476,0.15397197840375418,0.15306141129773262,Coal→Gas,234307309.1459999,636.9230769230769
172,,,Nine Mile Point,LA,29.9472,-90.1458,1951,Gas_SC,2788,9734496000.0,81544367.131,4846137.255,Gas,-33.569702053805905,1524394.3575721537,0.15549637276132633,0.15397197840375418,Gas_SC→Gas,239153446.4009999,4289.2307692307695
138,,,Muscatine Plant #1,IA,41.3917,-91.0569,1958,Coal,293,811937000.0,9568391.947,1003529.785,Gas,-32.993191326891946,726469.1171535216,0.15622284187847987,0.15549637276132633,Coal→Gas,240156976.1859999,450.7692307692308
313,,,R M Heskett,ND,46.8669,-100.8836,1954,Coal,203,459560000.0,5172104.727,561996.822,Gas,-32.66756193083412,405179.2357642113,0.15662802111424406,0.15622284187847987,Coal→Gas,240718973.0079999,312.3076923076923
114,,,Marion,IL,37.619747,-88.953114,1963,Coal,422,1000046000.0,12859348.206,1356548.317,Gas,-32.43668933309247,1015298.4261375323,0.1576433195403816,0.15662802111424406,Coal→Gas,242075521.3249999,649.2307692307692
215,,,Allen S King,MN,45.03,-92.7786,1958,Coal,598,894925000.0,8883284.94,931679.661,Wind,-32.36215097151009,931679.661,0.15857499920138163,0.1576433195403816,Coal→Wind,243007200.9859999,1150.0
318,,,Miami Fort,OH,39.1128,-84.8036,1949,Coal,1441,7310885000.0,68113794.29,6988482.331,Gas,-32.18877437853199,4493758.379943697,0.16306875758132533,0.15857499920138163,Coal→Gas,249995683.3169999,2216.923076923077
162,,,Shawnee,KY,37.1517,-88.775,1953,Coal,1750,4089194000.0,44866116.756,4705547.174,Gas,-32.03421469145882,3310174.3549342193,0.16637893193625955,0.16306875758132533,Coal→Gas,254701230.4909999,2692.3076923076924
346,,,Homer City Generating Station,PA,40.512825,-79.196107,1969,Coal,2012,3413527000.0,33998054.615,3488198.994,Gas,-31.93718286354202,2323386.8591521163,0.16870231879541164,0.16637893193625955,Coal→Gas,258189429.4849999,3095.3846153846157
529,,,R D Green,KY,37.6461,-87.5,1979,Coal,586,1302573000.0,13717138.673,1407376.869,Gas,-31.704306068579946,962894.4211022062,0.16966521321651384,0.16870231879541164,Coal→Gas,259596806.35399988,901.5384615384615
688,,,Huntington,UT,39.3792,-111.0781,1974,Coal,1037,4963083000.0,47834902.969,4907864.5600000005,Gas,-31.608095624721084,3214290.9322955064,0.17287950414880934,0.16966521321651384,Coal→Gas,264504670.9139999,1595.3846153846152
497,,,Hunter,UT,39.1747,-111.0289,1978,Coal,1577,8738927000.0,84948794.276,8715742.669,Gas,-31.307752184993795,5733721.956947682,0.17861322610575703,0.17287950414880934,Coal→Gas,273220413.5829999,2426.153846153846
507,,,Tolk,TX,34.186494,-102.56999,1982,Coal,1134,2029709000.0,21336678.285,2222219.412,Gas,-31.26514797148767,1529613.2971487148,0.18014283940290574,0.17861322610575703,Coal→Gas,275442632.9949999,1744.6153846153848
505,,,Brame Energy Center,LA,31.395,-92.716667,1975,Coal,1706,5368708000.0,56392476.86,5593480.331,Gas,-31.26254641313341,3761493.5833179364,0.18390433298622366,0.18014283940290574,Coal→Gas,281036113.32599986,2624.6153846153848
471,,,Jeffrey Energy Center,KS,39.286453,-96.117231,1978,Coal,2160,7742614000.0,77712558.28,8145164.31,Gas,-30.448209733358038,5503119.661563613,0.18940745264778727,0.18390433298622366,Coal→Gas,289181277.63599986,3323.076923076923
148,,,Lawrence Energy Center,KS,39.0072,-95.269167,1952,Coal,604,2137047000.0,21159756.632,2181852.158,Gas,-30.260986652309143,1452618.6472235317,0.1908600712950108,0.18940745264778727,Coal→Gas,291363129.79399985,929.2307692307692
423,,,Mitchell (WV),WV,39.8297,-80.8153,1971,Coal,1632,3956208000.0,39052565.323,4000630.396,Gas,-30.22534692487963,2650636.9474694114,0.1935107082424802,0.1908600712950108,Coal→Gas,295363760.1899999,2510.769230769231
227,,,Hawthorn,MO,39.1306,-94.4778,1969,Coal,1045,2381292000.0,22713664.04,2263843.506,Gas,-29.722616433057308,1451265.2494881323,0.19496197349196837,0.1935107082424802,Coal→Gas,297627603.69599986,1607.6923076923078
493,,,Welsh,TX,33.05522,-94.839993,1977,Coal,1674,3587706000.0,38601790.456,4048551.427,Gas,-28.8867787175481,2824303.461459795,0.19778627695342815,0.19496197349196837,Coal→Gas,301676155.12299985,2575.3846153846157
225,,,Moselle,MS,31.528,-89.3004,1970,Gas_CC,509,1882630000.0,15859938.67,942495.124,Gas,-28.86490297045933,300077.39318121015,0.19808635434660934,0.19778627695342815,Gas_CC→Gas,302618650.24699986,783.0769230769231
49,,,Comanche (CO),CO,38.2081,-104.5747,1973,Coal,1634,4648786000.0,47269634.09,4883250.386,Gas,-28.135378918346767,3296925.641795266,0.20138327998840463,0.19808635434660934,Coal→Gas,307501900.63299984,2513.846153846154
146,,,La Cygne,KS,38.3481,-94.6456,1973,Coal,1598,6650553000.0,65925746.963,6912975.648,Gas,-28.045867091666562,4643579.554795231,0.20602685954319988,0.20138327998840463,Coal→Gas,314414876.28099984,2458.4615384615386
234,,,Sioux,MO,38.915479,-90.290247,1967,Coal,1098,3014662000.0,30181257.813,3165411.165,Gas,-27.8839569743895,2136705.4069776405,0.20816356495017752,0.20602685954319988,Coal→Gas,317580287.44599986,1689.2307692307693
455,,,East Bend,KY,38.9036,-84.8514,1981,Coal,772,2492997000.0,26608833.796,2730062.755,Gas,-27.54863629637719,1879366.93283736,0.2100429318830149,0.20816356495017752,Coal→Gas,320310350.20099986,1187.6923076923078
693,,,North Valmy,NV,40.881317,-117.151605,1981,Coal,566,1085346000.0,10399050.569,1090649.724,Gas,-27.231873126216385,720292.5563816945,0.2107632244393966,0.2100429318830149,Coal→Gas,321400999.92499983,870.7692307692307
198,,,J H Campbell,MI,42.910296,-86.20074,1962,Coal,1577,7290821000.0,70803324.577,7425853.869,Gas,-26.908256896870284,4937976.440813909,0.2157012008802105,0.2107632244393966,Coal→Gas,328826853.79399985,2426.153846153846
424,,,Mt Storm,WV,39.2008,-79.2636,1965,Coal,1680,5067481000.0,50102368.115,5140495.682,Gas,-26.85059692698824,3411297.8869009465,0.21911249876711142,0.21570120088021047,Coal→Gas,333967349.47599983,2584.6153846153848
510,,,Merom,IN,39.0694,-87.5108,1982,Coal,1080,2808884000.0,29308006.55,3007001.638,Gas,-26.06220912241383,2048514.3699689978,0.22116101313708042,0.21911249876711142,Coal→Gas,336974351.11399984,1661.5384615384614
513,,,Pawnee,CO,40.2217,-103.6803,1981,Coal,552,3337217000.0,36728409.412,3851491.118,Gas,-26.003387359695466,2712718.564503089,0.22387373170158353,0.22116101313708042,Coal→Gas,340825842.2319998,849.2307692307692
445,,,John P Madgett,WI,44.303583,-91.912647,1979,Coal,387,1566399000.0,17609570.054,1846887.813,Gas,-25.732160389860063,1312378.9126123395,0.22518611061419588,0.22387373170158353,Coal→Gas,342672730.04499984,595.3846153846154
201,,,Monroe (MI),MI,41.8906,-83.3464,1969,Coal,3288,14295504000.0,136084002.376,14276708.615,Gas,-25.63453137225423,9398593.828456212,0.23458470444265211,0.22518611061419588,Coal→Gas,356949438.65999985,5058.461538461539
508,,,John Twitty Energy Center,MO,37.151706,-93.38804,1976,Coal,603,1828216000.0,17677672.701,1796233.656,Gas,-25.43505649358146,1172383.8426183984,0.2357570882852705,0.23458470444265211,Coal→Gas,358745672.31599987,927.6923076923076
52,,,Hayden,CO,40.4856,-107.185,1965,Coal,465,2286358000.0,24115724.321,2474266.67,Gas,-25.303884821406523,1694083.1404698286,0.23745117142574032,0.2357570882852705,Coal→Gas,361219938.9859999,715.3846153846154
440,,,Genoa,WI,43.5589,-91.2325,1969,Coal,345,1006246000.0,10542454.298,1105690.912,Gas,-25.041147901852582,762325.3691341772,0.23821349679487452,0.23745117142574032,Coal→Gas,362325629.8979999,530.7692307692308
491,,,A B Brown,IN,37.9053,-87.715,1979,Coal,706,2369786000.0,25549087.069,2609644.344,Gas,-24.85991266495607,1800992.3281253264,0.24001448912299986,0.23821349679487452,Coal→Gas,364935274.24199986,1086.1538461538462
487,,,Boardman,OR,45.693182,-119.808819,1980,Coal,642,1747200000.0,17715313.534,1857983.613,Gas,-24.436252217253283,1261779.2290867565,0.2412762683520866,0.24001448912299986,Coal→Gas,366793257.85499984,987.6923076923076
12,,,Holcomb,KS,37.9308,-100.9725,1983,Coal,348,1590954000.0,15249576.28,1599375.823,Gas,-24.415886035550542,1056487.916976471,0.2423327562690631,0.2412762683520866,Coal→Gas,368392633.67799985,535.3846153846154
276,,,San Juan,NM,36.8006,-108.4386,1973,Coal,1848,5352045000.0,59622703.411,6249613.377,Gas,-23.973699011678782,4423312.6146940505,0.24675606888375715,0.2423327562690631,Coal→Gas,374642247.0549998,2843.076923076923
450,,,James H Miller Jr,AL,33.6319,-87.0597,1978,Coal,2820,17594945000.0,179699736.425,18846905.225,Gas,-23.913325280002258,12842908.347875228,0.2595989772316324,0.24675606888375715,Coal→Gas,393489152.27999985,4338.461538461538
457,,,Craig (CO),CO,40.4627,-107.5912,1979,Coal,1426,7639894000.0,80418011.579,8434235.936,Gas,-23.770901150960327,5827242.863980493,0.2654262200956129,0.2595989772316324,Coal→Gas,401923388.21599984,2193.846153846154
431,,,South Oak Creek,WI,42.8457,-87.8294,1959,Coal,1258,3381674000.0,33900439.978,3553613.478,Gas,-23.581468772687113,2399670.6759364507,0.26782589077154934,0.2654262200956129,Coal→Gas,405477001.6939998,1935.3846153846152
517,,,Ottumwa,IA,41.0961,-92.555833,1981,Coal,725,2751569000.0,28662182.975,3005151.0130000003,Gas,-23.4536375959428,2066221.58280324,0.2698921123543526,0.26782589077154934,Coal→Gas,408482152.70699984,1115.3846153846155
509,,,Laramie River Station,WY,42.108889,-104.8825,1981,Coal,1710,8652304000.0,97551039.731,10231153.943,Gas,-22.910430414447635,7278691.960542301,0.27717080431489494,0.2698921123543526,Coal→Gas,418713306.64999986,2630.769230769231
442,,,Naughton,WY,41.7581,-110.5983,1963,Coal,832,2905299000.0,30338463.637,3056807.435,Gas,-22.89430178505924,2065420.072145855,0.2792362243870408,0.27717080431489494,Coal→Gas,421770114.08499986,1280.0
121,,,Michigan City,IN,41.7208,-86.9086,1950,Coal,680,1658109000.0,16260738.308,1705426.85,Gas,-22.717668511139752,1139623.361672388,0.2803758477487132,0.2792362243870408,Coal→Gas,423475540.9349999,1046.1538461538462
454,,,Newton,IL,38.9361,-88.2781,1977,Coal,1234,2860079000.0,28793934.068,3019906.626,Gas,-22.711856342844353,2043949.873402584,0.2824197976221158,0.2803758477487132,Coal→Gas,426495447.5609999,1898.4615384615383
534,,,Louisa,IA,41.3181,-91.0931,1983,Coal,811,2046614000.0,19483009.331,2043380.589,Gas,-22.609875712326282,1345005.9100976312,0.28376480353221345,0.2824197976221158,Coal→Gas,428538828.14999986,1247.6923076923078
388,,,W A Parish,TX,29.4828,-95.6311,1958,Coal,4005,11731786000.0,116339094.918,11373985.015,Gas,-22.565475873706177,7370698.474059058,0.2911355020062725,0.28376480353221345,Coal→Gas,439912813.16499984,6161.538461538461
475,,,Colstrip,MT,45.8831,-106.614,1975,Coal,2362,8885187000.0,86999147.495,9121047.328,Gas,-22.549602293847865,6089117.702720147,0.29722461970899267,0.2911355020062725,Coal→Gas,449033860.49299985,3633.846153846154
486,,,Wyodak,WY,44.290128,-105.381482,1978,Coal,402,2010496000.0,22292803.882,2338068.07,Gas,-22.0806539244401,1652018.087719757,0.2988766377967124,0.29722461970899267,Coal→Gas,451371928.56299984,618.4615384615385
119,,,AES Petersburg,IN,38.5281,-87.2525,1967,Coal,2150,6925548000.0,70137795.295,7196134.229,Gas,-21.447033230240994,4832900.438591578,0.303709538235304,0.2988766377967124,Coal→Gas,458568062.7919998,3307.6923076923076
420,,,John E Amos,WV,38.4731,-81.8233,1971,Coal,2932,11396439000.0,109028027.615,11181736.999,Gas,-21.049981753804502,7292882.321344402,0.3110024205566484,0.303709538235304,Coal→Gas,469749799.7909998,4510.769230769231
135,,,Burlington (IA),IA,40.7412,-91.116667,1968,Coal,288,1224617000.0,12458284.273,1305468.737,Gas,-20.98585561596907,887587.5419366504,0.311890008098585,0.3110024205566484,Coal→Gas,471055268.5279998,443.0769230769231
691,,,Coyote,ND,47.221447,-101.815722,1981,Coal,450,2540150000.0,26724753.022,2909520.876,Gas,-20.914092264919233,2042734.8378834564,0.3139327429364685,0.311890008098585,Coal→Gas,473964789.4039998,692.3076923076924
535,,,Warrick,IN,37.915,-87.3328,1960,Coal,821,5239879000.0,57585408.857,5908255.332,Gas,-20.819115462141955,4120229.444308298,0.3180529723807768,0.3139327429364685,Coal→Gas,479873044.7359998,1263.0769230769229
504,,,San Miguel,TX,28.7044,-98.4775,1982,Coal,410,2610918000.0,29608943.004,3223528.661,Gas,-20.594749370564806,2332594.1614361275,0.3203855665422129,0.3180529723807768,Coal→Gas,483096573.39699984,630.7692307692307
133,,,Walter Scott Jr Energy Center,IA,41.18,-95.8408,1954,Coal,1777,5450692000.0,52232489.325,5478142.3,Gas,-20.316948331071313,3618179.8081496996,0.3240037463503626,0.3203855665422129,Coal→Gas,488574715.69699985,2733.846153846154
500,,,Coleto Creek,TX,28.7128,-97.214167,1980,Coal,622,2705523000.0,28661161.895,3005980.887,Gas,-20.223083661922963,2082763.926504287,0.3260865102768669,0.3240037463503626,Coal→Gas,491580696.5839999,956.9230769230769
673,,,Columbia (WI),WI,43.4864,-89.4203,1975,Coal,1112,5644215000.0,59242619.219,6212741.745,Gas,-20.20282364963538,4286742.58820691,0.3303732528650738,0.3260865102768669,Coal→Gas,497793438.3289999,1710.7692307692307
441,,,Dave Johnston,WY,42.8378,-105.7769,1959,Coal,921,4779630000.0,51464143.522,5397569.887,Gas,-20.183228666359874,3766596.6959038144,0.33413984956097764,0.3303732528650738,Coal→Gas,503191008.2159999,1416.923076923077
314,,,Leland Olds,ND,47.280769,-101.321213,1966,Coal,656,3386956000.0,34761578.759,3784483.071,Gas,-19.8778003079601,2628737.8699232694,0.33676858743090093,0.33413984956097764,Coal→Gas,506975491.2869999,1009.2307692307692
678,,,Belews Creek,NC,36.2811,-80.0603,1974,Coal,2490,5751348000.0,51475866.161,4846203.945,Gas,-19.83220307119233,2883647.3452915153,0.33965223477619244,0.33676858743090093,Coal→Gas,511821695.2319999,3830.7692307692305
111,,,Baldwin Energy Complex,IL,38.205,-89.8544,1970,Coal,1893,4473276000.0,42583477.514,4466151.61,Gas,-19.28348664905043,2939716.879199921,0.34259195165539236,0.33965223477619244,Coal→Gas,516287846.8419999,2912.3076923076924
451,,,Pleasants Power Station,WV,39.366667,-81.294444,1979,Coal,1368,5439737000.0,51133697.24,5246313.091,Gas,-19.263487974594607,3390088.8197459504,0.3459820404751383,0.34259195165539236,Coal→Gas,521534159.9329999,2104.6153846153848
115,,,Clifty Creek,IN,38.7378,-85.4206,1955,Coal,1302,4881738000.0,48939578.429,5021194.772,Gas,-19.051087212481697,3355378.8398137195,0.349337419314952,0.3459820404751383,Coal→Gas,526555354.7049999,2003.076923076923
310,,,James E. Rogers Energy Complex,NC,35.22,-81.7594,1940,Coal,2540,5789040000.0,50317830.194,4597599.933,Gas,-18.813374176678415,2622181.5340478923,0.3519596008489999,0.349337419314952,Coal→Gas,531152954.63799995,3907.6923076923076
48,,,Cherokee,CO,39.807275,-104.964548,1957,Gas_CC,1425,4021840000.0,31338454.353,1862330.822,Gas,-18.594843892805248,489941.4908429263,0.3524495423398429,0.3519596008489999,Gas_CC→Gas,533015285.46,2192.3076923076924
210,,,Clay Boswell,MN,47.2611,-93.6528,1958,Coal,1072,4629537000.0,47968429.253,5023355.5940000005,Gas,-18.545009616185798,3443599.266797296,0.35589314160664015,0.3524495423398429,Coal→Gas,538038641.054,1649.2307692307693
90,,,Northside Generating Station,FL,30.4172,-81.5525,1966,Coal,1405,5080842000.0,55671482.453,4623721.522,Gas,-18.484358674103024,2889964.4968337156,0.3587831061034739,0.35589314160664015,Coal→Gas,542662362.576,2161.5384615384614
686,,,Jim Bridger,WY,41.7378,-108.7875,1974,Coal,2441,11336603000.0,117039764.935,12275116.354,Gas,-18.4276452661954,8406679.765581945,0.3671897858690559,0.3587831061034739,Coal→Gas,554937478.93,3755.3846153846152
372,,,Cumberland (TN),TN,36.3903,-87.6539,1973,Coal,2600,10186573000.0,101328432.745,10382601.489,Gas,-18.27773445783798,6906594.460810738,0.3740963803298666,0.3671897858690559,Coal→Gas,565320080.4189999,4000.0
241,,,Thomas Hill,MO,39.5522,-92.6381,1966,Coal,1181,7266410000.0,70350121.873,7377929.471,Gas,-17.983453149428914,4898381.910725829,0.3789947622405924,0.3740963803298666,Coal→Gas,572698009.8899999,1816.923076923077
365,,,Williams,SC,33.0158,-79.9297,1972,Coal,711,2923951000.0,26361645.203,2704237.285,Gas,-17.78591045075108,1706485.221957697,0.38070124746255013,0.3789947622405924,Coal→Gas,575402247.1749998,1093.8461538461538
481,,,Sherburne County,MN,45.3808,-93.8931,1976,Coal,2468,9614564000.0,96765805.27,10148791.521,Gas,-17.636604712897128,6867973.5229377,0.3875692209854878,0.38070124746255013,Coal→Gas,585551038.6959999,3796.9230769230767
501,,,Fayette Power Project,TX,29.9172,-96.7506,1979,Coal,1690,9411477000.0,97702623.278,10247053.41,Gas,-17.289441648552106,7035535.640712763,0.39460475662620054,0.3875692209854878,Coal→Gas,595798092.1059998,2600.0
520,,,Mountaineer,WV,38.9794,-81.9344,1980,Coal,1300,5764921000.0,53620440.307,5491899.428,Gas,-17.16795563765891,3524711.2565751383,0.3981294678827757,0.39460475662620054,Coal→Gas,601289991.5339998,2000.0
506,,,Harrington,TX,35.29816,-101.747187,1976,Coal,1080,3689626000.0,35342404.537,3685235.861,Gas,-16.40131868715714,2426209.3063981887,0.40055567718917395,0.3981294678827757,Coal→Gas,604975227.3949997,1661.5384615384614
110,,,Joppa Steam,IL,37.2094,-88.858889,1953,Coal,1098,4492161000.0,44699839.569,4446866.1,Gas,-15.974178951443756,2913987.1614445397,0.4034696643506185,0.40055567718917395,Coal→Gas,609422093.4949998,1689.2307692307693
350,,,Keystone,PA,40.6604,-79.3411,1967,Coal,1880,7931612000.0,77364299.749,7937574.553,Gas,-15.830543503450532,5231037.324349079,0.4087007016749676,0.4034696643506185,Coal→Gas,617359668.0479997,2892.3076923076924
315,,,Milton R Young,ND,47.065854,-101.213093,1970,Coal,734,5172462000.0,51248532.513,5579430.04,Gas,-15.714676247721886,3814409.137971232,0.4125151108129388,0.4087007016749676,Coal→Gas,622939098.0879997,1129.2307692307693
458,,,Coal Creek,ND,47.377743,-101.157058,1979,Coal,1216,8841523000.0,87657916.149,9543316.525,Gas,-15.608427303198818,6526286.549570872,0.41904139736250967,0.4125151108129388,Coal→Gas,632482414.6129997,1870.7692307692307
537,,,Sikeston Power Station,MO,36.8791,-89.6209,1981,Coal,261,1783184000.0,16880136.51,1770392.745,Gas,-15.486216064073101,1161909.3898466388,0.4202033067523563,0.41904139736250967,Coal→Gas,634252807.3579997,401.53846153846155
158,,,Mill Creek (KY),KY,38.0525,-85.9103,1972,Coal,1715,7340568000.0,68286753.78299999,6995650.739,Gas,-15.120291729158325,4490797.9333605375,0.42469410468571683,0.4202033067523563,Coal→Gas,641248458.0969996,2638.461538461538
232,,,Labadie,MO,38.562244,-90.837686,1970,Coal,2388,17359426000.0,163826168.915,17182089.668,Gas,-14.875460789580684,11258459.927033003,0.43595256461274984,0.42469410468571683,Coal→Gas,658430547.7649996,3673.846153846154
156,,,Ghent,KY,38.7497,-85.035,1974,Coal,2224,10911256000.0,102797458.607,10547018.842,Gas,-14.865493818656235,6823725.194335347,0.44277628980708517,0.43595256461274984,Coal→Gas,668977566.6069996,3421.5384615384614
272,,,Four Corners,NM,36.69,-108.4814,1963,Coal,2269,8243761000.0,80177568.04,8226212.118,Gas,-14.579910814584505,5413158.976898223,0.44818944878398337,0.44277628980708517,Coal→Gas,677203778.7249997,3490.769230769231
489,,,Gibson,IN,38.372222,-87.765833,1975,Coal,3335,12883913000.0,121401225.622,12455766.038,Gas,-14.296776809204147,8059334.368725259,0.4562487831527086,0.44818944878398337,Coal→Gas,689659544.7629997,5130.7692307692305
312,,,Marshall (NC),NC,35.5975,-80.9658,1965,Coal,2118,6545010000.0,59710933.33499999,6104876.479,Gas,-13.892093652436355,3871495.2663420234,0.4601202784190506,0.4562487831527086,Coal→Gas,695764421.2419996,3258.4615384615386
240,,,New Madrid,MO,36.5147,-89.5617,1972,Coal,1300,6524903000.0,59087591.284,6197073.609999999,Gas,-13.73080687970205,3970553.593282581,0.4640908320123332,0.4601202784190506,Coal→Gas,701961494.8519996,2000.0
421,,,FirstEnergy Fort Martin Power Station,WV,39.710833,-79.9275,1967,Coal,1152,5568901000.0,50443729.948,5175523.081,Gas,-13.725214471432837,3275223.6363005694,0.46736605564863376,0.4640908320123332,Coal→Gas,707137017.9329996,1772.3076923076924
494,,,Martin Lake,TX,32.2606,-94.5706,1977,Coal,3179,14044368000.0,135840242.896,14788925.215,Gas,-13.568392256494164,9996506.61902308,0.4773625622676569,0.46736605564863376,Coal→Gas,721925943.1479996,4890.7692307692305
102,,,E D Edwards,IL,40.5958,-89.6631,1960,Coal,779,3338667000.0,32727715.523,3432477.373,Gas,-13.331125090453996,2293210.0299216593,0.4796557722975785,0.4773625622676569,Coal→Gas,725358420.5209997,1198.4615384615383
345,,,Conemaugh,PA,40.3842,-79.0611,1970,Coal,1962,8186225000.0,76568322.164,7850456.132999999,Gas,-12.742944432574154,5057036.242489358,0.4847128085400679,0.4796557722975785,Coal→Gas,733208876.6539997,3018.4615384615386
122,,,Cayuga,IN,39.9242,-87.4244,1970,Coal,1182,4762761000.0,44187386.433,4526193.386,Gas,-12.645052174919607,2900976.4745239103,0.48761378501459174,0.4847128085400679,Coal→Gas,737735070.0399997,1818.4615384615383
495,,,Rush Island,MO,38.131248,-90.263157,1976,Coal,1242,7865413000.0,71684445.991,7518268.246,Gas,-12.586056859779656,4834320.3797636125,0.49244810539435535,0.48761378501459174,Coal→Gas,745253338.2859998,1910.7692307692307
