,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission
335,Northeastern,OK,36.4317,-95.7008,1961,Coal,1949,3054286000.0,34998029.009,2688246.005,Gas,-196.27588738659287,1646019.1832710365,0.0016460191832710365,0.0,Coal_Gas,2688246.005
402,Silas Ray,TX,25.9131,-97.5214,1952,Gas_CC,168,116528000.0,1470921.537,87410.28,Gas,-188.91829330039158,47646.941831134136,0.0016936661251021705,0.0016460191832710365,Gas_Gas,2775656.2849999997
23,Agua Fria,AZ,33.5561,-112.2153,1957,Gas_SC,611,346970000.0,3546740.864,210779.456,Gas,-188.45801065579025,92381.42767675247,0.001786047552778923,0.0016936661251021705,Gas_Gas,2986435.7409999995
41,Joliet 29,IL,41.494636,-88.123827,1965,Gas_SC,1320,1091451000.0,11312187.925,670585.4299999999,Gas,-185.09777477430725,298145.02762677794,0.002084192580405701,0.001786047552778923,Gas_Gas,3657021.170999999
401,Decker Creek,TX,30.3033,-97.6128,1971,Gas_SC,930,718600000.0,8587296.678,486626.463,Gas,-184.81291658854963,241415.5711272569,0.002325608151532958,0.002084192580405701,Gas_Gas,4143647.633999999
264,Bergen Generating Station,NJ,40.8375,-74.0244,1959,Gas_CC,1415,1137911000.0,13251579.657,787560.252,Gas,-183.51579331530107,399266.108969378,0.002724874260502336,0.002325608151532958,Gas_Gas,4931207.885999999
364,Wateree,SC,33.8264,-80.6228,1970,Coal,770,914984000.0,8639431.337000001,886406.4909999999,Gas,-182.9841838094006,574182.6631551767,0.0032990569236575123,0.002724874260502336,Coal_Gas,5817614.376999998
684,Comanche (OK),OK,34.5431,-98.3244,1962,Gas_CC,294,147192000.0,2295895.651,136442.054,Gas,-182.89784247227172,86215.1105035725,0.003385272034161085,0.0032990569236575123,Gas_Gas,5954056.430999998
92,Larsen Memorial,FL,28.0797,-81.9228,1956,Gas_CC,158,103643000.0,1452965.512,86352.363,Gas,-182.1006055499349,50985.827421977854,0.0034362578615830626,0.003385272034161085,Gas_Gas,6040408.793999998
14,Ocotillo,AZ,33.4225,-111.9122,1960,Gas_SC,1137,778366000.0,6998883.022,415931.12,Gas,-181.5783862307039,150326.02528330148,0.0035865838868663637,0.0034362578615830626,Gas_Gas,6456339.913999998
