,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,ori_rep,cum_emission,cum_red,cum_red_prev
73,Brandon Shores,MD,39.18,-76.5389,1984,Coal,1370,1148597000.0,12187110.157,1250397.931,Gas,-31.502298319855615,858380.7558647417,Coal_Gas,66874904.437000014,0.03555757121006184,0.0346991904541971
844,Ferndale Generating Station,WA,48.828996,-122.685114,1994,Gas_CC,283,755266000.0,9434462.148,560670.863,Gas,-31.114056304119792,302897.9071280048,Gas_Gas,67435575.30000001,0.03586046911718985,0.03555757121006184
851,Pratt & Whitney,CT,41.748327,-72.636693,1992,Gas_SC,25,85790000.0,985538.778,58569.66,Gas,-30.93179490408027,29289.456887112006,Gas_Gas,67494144.96000001,0.03588975857407696,0.03586046911718985
796,Optim Energy Altura Cogen LLC,TX,29.8161,-95.10773,1985,Gas_CC,638,3400434000.0,38558836.591,2291515.129,Gas,-30.4638775202606,1130943.9879349554,Gas_Gas,69785660.089,0.03702070256201191,0.03588975857407696
446,Thomas C Ferguson,TX,30.558,-98.3705,1974,Gas_CC,1020,2336710000.0,23833676.627,1416400.308,Gas,-29.963993928596278,618879.111870888,Gas_Gas,71202060.397,0.037639581673882795,0.03702070256201191
103,Grand Tower Energy Center LLC,IL,37.6577,-89.511161,1951,Gas_CC,639,1171248000.0,11380872.664,676329.532,Gas,-29.894318441179095,276581.55046877445,Gas_Gas,71878389.929,0.03791616322435157,0.037639581673882795
277,Cunningham,NM,32.7131,-103.3533,1957,Gas_SC,517,1345768000.0,14318869.367,850966.878,Gas,-29.60658098914687,391655.06563463045,Gas_Gas,72729356.80700001,0.0383078182899862,0.03791616322435157
134,George Neal North,IA,42.299794,-96.361707,1964,Coal,1080,942043000.0,9719747.225,1019408.05,Gas,-28.308643480976862,697887.9383194505,Coal_Gas,73748764.85700001,0.03900570622830565,0.0383078182899862
569,Richard M Flynn,NY,40.8158,-73.064,1994,Gas_CC,170,384941000.0,4680842.066,278476.368,Gas,-27.80227266292843,147095.66318034483,Gas_Gas,74027241.22500001,0.039152801891486,0.03900570622830565
393,Nichols,TX,35.283357,-101.746423,1960,Gas_SC,473,1351105000.0,14264860.448,847745.3369999999,Gas,-27.76275404516899,386612.001799644,Gas_Gas,74874986.562,0.03953941389328564,0.039152801891486
294,Bethlehem Energy Center,NY,42.594196,-73.763752,1952,Gas_CC,1292,3346011000.0,34172719.047,2030841.502,Gas,-27.33318515670726,888844.979119041,Gas_Gas,76905828.06400001,0.04042825887240468,0.03953941389328564
897,Dearborn Industrial Generation,MI,42.3026,-83.154,1999,Gas_SC,747,3573856000.0,43465600.9,2132402.875,Gas,-27.193491410336463,912642.6514749569,Gas_Gas,79038230.93900001,0.04134090152387964,0.04042825887240468
274,Maddox,NM,32.714224,-103.301469,1963,Gas_SC,210,524387000.0,5440333.754,323309.838,Gas,-26.774692238892523,144336.0896638536,Gas_Gas,79361540.77700001,0.041485237613543495,0.04134090152387964
290,Northport,NY,40.923565,-73.342323,1967,Gas_SC,1564,3136361000.0,31779700.968,1892666.569,Gas,-26.103398370306344,822223.7771205208,Gas_Gas,81254207.34600002,0.04230746139066402,0.041485237613543495
348,Shawville,PA,41.06755,-78.366228,1954,Gas_SC,632,1481276000.0,15157043.114,900764.211,Gas,-25.5966065155174,395203.39801193285,Gas_Gas,82154971.55700001,0.04270266478867595,0.04230746139066402
223,Jack Watson,MS,30.4392,-89.0286,1957,Gas_SC,1212,2392307000.0,23890945.719,1416769.574,Gas,-24.506656641322778,600273.0724452296,Gas_Gas,83571741.13100001,0.04330293786112118,0.04270266478867595
384,Sabine,TX,30.0242,-93.878,1962,Gas_SC,2049,4956860000.0,50392669.797,2994758.426,Gas,-24.312693267456268,1302977.710273808,Gas_Gas,86566499.55700001,0.04460591557139499,0.04330293786112118
168,R S Nelson,LA,30.2844,-93.2911,1959,Gas_SC,1594,1017215000.0,11279371.814,1182981.035,Gas,-23.850186157709143,835804.653026852,Gas_Gas,87749480.59200001,0.04544172022442183,0.04460591557139499
124,Noblesville,IN,40.0969,-85.9714,1950,Gas_CC,283,1199041000.0,12602113.486,748959.963,Gas,-23.208762662656532,339726.2059108248,Gas_Gas,88498440.555,0.04578144643033266,0.04544172022442183
333,Mustang,OK,35.46988,-97.67498,1950,Gas_SC,995,1161180000.0,10664970.871,629325.727,Gas,-22.85555164034199,233013.962801104,Gas_Gas,89127766.282,0.04601446039313377,0.04578144643033266
358,Manchester Street,RI,41.8167,-71.4042,1995,Gas_CC,515,1107067000.0,13565120.175,804654.425,Gas,-22.61120252387268,426811.47571015765,Gas_Gas,89932420.707,0.04644127186884393,0.04601446039313377
305,Roxboro,NC,36.4833,-79.0731,1966,Coal,2573,2310556000.0,55418825.502,5681613.894,Gas,-22.538909783081415,4893019.081274717,Coal_Gas,95614034.601,0.05133429095011865,0.04644127186884393
155,E W Brown,KY,37.78831,-84.71257,1957,Gas_SC,1748,1458548000.0,15795745.82,1516834.619,Gas,-22.27511322932042,1019030.8925762144,Gas_Gas,97130869.22,0.05235332184269487,0.05133429095011865
392,Jones,TX,33.5239,-101.7392,1971,Gas_SC,858,2817409000.0,28763007.782,1709344.851,Gas,-21.90408518145697,747760.6596947353,Gas_Gas,98840214.071,0.0531010825023896,0.05235332184269487
84,Crist,FL,30.5661,-87.2244,1945,Coal,1226,1308078000.0,14486362.104,1263481.962,Gas,-21.84127139954786,817033.7800731985,Coal_Gas,100103696.03299999,0.0539181162824628,0.0531010825023896
332,Muskogee,OK,35.76135,-95.28732,1956,Gas_SC,1889,2887174000.0,31639775.147,2623045.207,Gas,-21.575696325425582,1637650.1592992272,Gas_Gas,102726741.24,0.05555576644176202,0.0539181162824628
352,Brunner Island,PA,40.096111,-76.6962,1961,Gas_SC,1621,2060637000.0,19918795.885,1342783.238,Gas,-21.11435447910024,639486.0017028536,Gas_Gas,104069524.478,0.05619525244346488,0.05555576644176202
203,St Clair,MI,42.7642,-82.4719,1953,Coal,1923,1885094000.0,19903603.932,2087492.367,Gas,-21.015788047601422,1444108.1123446033,Coal_Gas,106157016.845,0.057639360555809475,0.05619525244346488
53,McWilliams,AL,31.400255,-86.476449,1954,Gas_CC,653,2879239000.0,29887417.483,1776162.766,Gas,-20.940572147984554,793475.9408391593,Gas_Gas,107933179.611,0.058432836496648634,0.057639360555809475
197,Dan E Karn,MI,43.644996,-83.840074,1959,Gas_SC,1945,1828950000.0,20504908.273,2109575.665,Gas,-20.363700553549084,1485353.40735556,Gas_Gas,110042755.27600001,0.059918189904004195,0.058432836496648634
717,Foster Wheeler Mt Carmel Cogen,PA,40.811189,-76.452951,1990,Coal,47,41791000.0,774489.808,91160.458,Gas,-20.090719530559458,76897.1526230248,Coal_Gas,110133915.73400001,0.05999508705662722,0.059918189904004195
694,Cheswick Power Plant,PA,40.5383,-79.7906,1970,Coal,637,645388000.0,6543784.6620000005,665475.228,Gas,-20.047876650735137,445203.7310117664,Coal_Gas,110799390.96200001,0.06044029078763898,0.05999508705662722
284,Ravenswood,NY,40.759167,-73.946111,1963,Gas_SC,2633,2186656000.0,18367965.072,1089195.584,Gas,-19.712517912906314,342887.95119879686,Gas_Gas,111888586.54600002,0.060783178738837776,0.06044029078763898
51,Martin Drake,CO,38.824444,-104.833333,1962,Gas_SC,257,449750000.0,5251736.758,504985.454,Gas,-19.615743982795635,351485.37998180004,Gas_Gas,112393572.00000001,0.06113466411881958,0.060783178738837776
33,AES Alamitos LLC,CA,33.7688,-118.1009,1956,Gas_SC,2055,1785596000.0,15163913.192,901172.842,Gas,-19.440131687043614,291747.3430192288,Gas_Gas,113294744.84200001,0.06142641146183881,0.06113466411881958
