,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,ori_rep,cum_emission,cum_red,cum_red_prev
69,Edge Moor,DE,39.73886,-75.50384,1954,Gas_SC,709,192386000.0,2080091.785,123945.743,Gas,-111.23841383810424,58284.23051514081,Gas_Gas,4129392.178999999,0.00232124356057942,0.002262959330064279
38,AES Redondo Beach LLC,CA,33.8504,-118.395,1954,Gas_SC,1316,320561000.0,4445420.7,264167.6,Gas,-108.77650362533282,154759.84629828078,Gas_Gas,4393559.778999999,0.002476003406877701,0.00232124356057942
389,Knox Lee,TX,32.3766,-94.6415,1950,Gas_SC,501,142341000.0,1704954.682,101321.453,Gas,-103.8828242226436,52740.343415064795,Gas_Gas,4494881.231999999,0.0025287437502927654,0.002476003406877701
674,Blue Lake,MN,44.7855,-93.4315,1974,Gas_SC,556,164825000.0,1827951.462,108389.081,Gas,-103.84343270321139,52134.162267260006,Gas_Gas,4603270.312999999,0.002580877912560025,0.0025287437502927654
542,East 12th Street,KS,37.2367,-96.9625,1970,Gas_SC,27,7772000.0,95608.5,5637.0,Gas,-103.70654756361324,2984.4095046816,Gas_Gas,4608907.312999999,0.002583862322064707,0.002580877912560025
406,Leon Creek,TX,29.3525,-98.5761,1953,Gas_SC,416,135777000.0,1268963.726,75409.791,Gas,-100.86411980386596,29068.9804386456,Gas_Gas,4684317.103999999,0.0026129313025033524,0.002583862322064707
680,Intercession City,FL,28.262778,-81.548611,1974,Gas_SC,1190,338375000.0,4261053.072,255443.943,Gas,-100.66260022832036,139956.2552937,Gas_Gas,4939761.046999999,0.0027528875577970523,0.0026129313025033524
684,Comanche (OK),OK,34.5431,-98.3244,1962,Gas_CC,294,147192000.0,2295895.651,136442.054,Gas,-100.35722710114824,86205.29381125761,Gas_Gas,5076203.101,0.00283909285160831,0.0027528875577970523
239,James River Power Station,MO,37.108611,-93.261944,1957,Gas_SC,450,127363000.0,1660484.109,99450.829,Gas,-100.20793567253854,55981.7241035464,Gas_Gas,5175653.93,0.0028950745757118563,0.00283909285160831
176,Houma,LA,29.5806,-90.7225,1948,Gas_SC,94,28765000.0,339518.653,20176.954,Gas,-99.25186275179739,10359.433979692001,Gas_Gas,5195830.884,0.002905434009691548,0.0028950745757118563
557,Darbytown,VA,37.498223,-77.368544,1990,Gas_SC,368,106638000.0,1346145.6,80893.3,Gas,-99.0015280572873,44497.655990766405,Gas_Gas,5276724.183999999,0.002949931665682314,0.002905434009691548
399,Stryker Creek,TX,31.93985,-94.989834,1958,Gas_SC,712,226304000.0,2456600.196,145992.466,Gas,-98.64972563679397,68754.71002309119,Gas_Gas,5422716.649999999,0.0030186863757054056,0.002949931665682314
449,Cumberland (NJ),NJ,39.3757,-74.9654,1990,Gas_SC,230,77632000.0,621558.308,37631.501,Gas,-97.28476326065775,11135.630524889599,Gas_Gas,5460348.151,0.003029822006230295,0.0030186863757054056
205,J B Sims,MI,43.0706,-86.235,1983,Coal,80,38619000.0,356919.835,36621.025,Gas,-95.66026788532656,23440.326037223203,Coal_Gas,5496969.176,0.0030532623322675184,0.003029822006230295
448,Riverside (OK),OK,35.9978,-95.9567,1974,Gas_SC,1120,360773000.0,4471766.243,265563.063,Gas,-95.2253788349823,142430.9180221944,Gas_Gas,5762532.239,0.0031956932502897125,0.0030532623322675184
409,R W Miller,TX,32.6581,-98.3103,1968,Gas_SC,602,200073000.0,2193265.5700000003,130374.992,Gas,-95.10973623363755,62089.8995952344,Gas_Gas,5892907.231,0.003257783149884947,0.0031956932502897125
398,Permian Basin,TX,31.5839,-102.9633,1958,Gas_SC,1094,360918000.0,4550546.2,268610.9,Gas,-94.69256730377046,145429.26639355044,Gas_Gas,6161518.131,0.0034032124162784974,0.0032577831498849467
574,Anderson,IN,40.0529,-85.7389,1992,Gas_SC,167,9927000.0,126798.711,7556.836,Gas,-94.05739958995316,4168.7420927656,Gas_Gas,6169074.967,0.003407381158371263,0.0034032124162784974
411,Gadsby,UT,40.7686,-111.9289,1951,Gas_SC,491,163696000.0,1944972.928,115585.559,Gas,-93.69883195574864,59715.9689689088,Gas_Gas,6284660.526000001,0.0034670971273401715,0.003407381158371263
297,Bowline Point,NY,41.2044,-73.9689,1972,Gas_SC,1992,694789000.0,7048664.591,417872.923,Gas,-93.28624282131531,180740.82088319922,Gas_Gas,6702533.449000001,0.0036478379482233706,0.0034670971273401715
395,Graham,TX,33.1344,-98.6117,1960,Gas_SC,634,224191000.0,2369463.469,140814.709,Gas,-91.2260872347971,64298.12179774481,Gas_Gas,6843348.158000001,0.003712136070021115,0.0036478379482233706
785,McKittrick Limited,CA,35.319503,-119.661992,1991,Gas_SC,46,16792000.0,157919.325,9383.5,Gas,-89.7324309607861,3652.3755021376,Gas_Gas,6852731.658000001,0.0037157884455232527,0.003712136070021115
764,Archbald Power Station,PA,41.485,-75.5406,1988,Gas_SC,91,33228000.0,324225.15,19269.75,Gas,-89.39027312967994,7929.004120118401,Gas_Gas,6872001.408000001,0.0037237174496433712,0.0037157884455232527
187,Mystic Generating Station,MA,42.3908,-71.0675,1957,Gas_CC,2841,1933965000.0,14197747.535,844116.246,Gas,-88.83998259114966,184052.27568625205,Gas_Gas,7716117.654000001,0.003907769725329623,0.0037237174496433712
92,Larsen Memorial,FL,28.0797,-81.9228,1956,Gas_CC,158,103643000.0,1452965.512,86352.363,Gas,-88.77018040587527,50978.9151479304,Gas_Gas,7802470.017000001,0.003958748640477554,0.003907769725329623
544,Gravel Neck,VA,37.1575,-76.6911,1970,Gas_SC,403,148614000.0,1907276.9,113015.2,Gas,-88.21341783274885,62293.1099496592,Gas_Gas,7915485.217000001,0.004021041750427213,0.003958748640477554
154,Big Sandy,KY,38.1707,-82.6176,1963,Coal,1096,948161000.0,9072868.604,539187.029,Gas,-87.22460032861042,215578.83849156077,Coal_Gas,8454672.246000001,0.004236620588918773,0.004021041750427213
128,Whitewater Valley,IN,39.8028,-84.8953,1955,Coal,93,40843000.0,461185.104,47316.611,Gas,-86.9014945559493,33376.8588640904,Coal_Gas,8501988.857,0.004269997447782864,0.004236620588918773
402,Silas Ray,TX,25.9131,-97.5214,1952,Gas_CC,168,116528000.0,1470921.537,87410.28,Gas,-86.22929404159663,47639.1702163584,Gas_Gas,8589399.137,0.004317636617999222,0.004269997447782864
183,Chalk Point LLC,MD,38.5444,-76.6861,1964,Gas_SC,2553,484178000.0,5546031.768,439272.376,Gas,-85.9534599213391,274021.9950372784,Gas_Gas,9028671.513,0.0045916586130365,0.004317636617999222
322,Tait Electric Generating Station,OH,39.727249,-84.211084,1967,Gas_SC,677,267502000.0,3301464.8,194781.3,Gas,-85.60499748154123,103482.6300722256,Gas_Gas,9223452.813000001,0.004695141243108726,0.0045916586130365
1280,Algonquin Power Sanger LLC,CA,36.6842,-119.5522,1990,Gas_CC,73,52836000.0,536778.508,31900.404,Gas,-82.59580882137897,13867.4303239008,Gas_Gas,9255353.217,0.004709008673432627,0.004695141243108726
414,Clinch River,VA,36.9333,-82.1997,1958,Gas_SC,711,288032000.0,3096889.291,184039.754,Gas,-82.21242091500636,85734.1768580096,Gas_Gas,9439392.971,0.004794742850290637,0.004709008673432627
166,Cooper,KY,36.9981,-84.5919,1965,Coal,343,176455000.0,1722022.663,176678.565,Gas,-81.3708129430409,116454.31694912401,Coal_Gas,9616071.536,0.004911197167239761,0.004794742850290637
46,Valley (CA),CA,34.244991,-118.391327,1954,Gas_CC,1232,893450000.0,6397637.384,373259.724,Gas,-81.0064602906197,68324.44633116003,Gas_Gas,9989331.26,0.004979521613570921,0.004911197167239761
396,Handley,TX,32.7283,-97.2192,1948,Gas_SC,1431,606086000.0,7200511.399999999,427917.228,Gas,-80.86752397430571,221059.5384805008,Gas_Gas,10417248.488,0.005200581152051422,0.004979521613570921
1284,Wabash Valley Power IGCC,IN,39.53,-87.4247,1953,Gas_SC,304,125207000.0,1235512.162,73425.318,Gas,-80.04224489485448,30692.057816349603,Gas_Gas,10490673.806,0.005231273209867771,0.005200581152051422
308,G G Allen,NC,35.1897,-81.0122,1957,Coal,1148,638355000.0,5705477.373,585379.488,Gas,-79.60485564530242,367508.36015144404,Coal_Gas,11076053.294,0.005598781570019216,0.005231273209867771
832,Fortistar North Tonawanda,NY,43.0483,-78.8539,1993,Gas_CC,65,11980000.0,184773.137,10981.236,Gas,-78.95471652992195,6892.451371344001,Gas_Gas,11087034.53,0.005605674021390559,0.005598781570019216
381,Mountain Creek,TX,32.7231,-96.9358,1945,Gas_SC,956,421671000.0,4755090.759000001,282593.319,Gas,-78.14097690365148,138676.63259348882,Gas_Gas,11369627.849,0.005744350653984049,0.005605674021390559
264,Bergen Generating Station,NJ,40.8375,-74.0244,1959,Gas_CC,1415,1137911000.0,13251579.657,787560.252,Gas,-77.80120400273267,399190.2181453608,Gas_Gas,12157188.101,0.00614354087212941,0.005744350653984049
573,Richmond,IN,39.839572,-84.965682,1992,Gas_SC,82,6162000.0,71253.057,4455.224,Gas,-74.72007409558007,2352.1279330736,Gas_Gas,12161643.325,0.006145893000062483,0.00614354087212941
180,Perryman,MD,39.442836,-76.221761,1972,Gas_SC,545,219390000.0,2265402.118,140663.258,Gas,-74.67640178381761,65785.256357192,Gas_Gas,12302306.582999999,0.006211678256419675,0.006145893000062483
734,Badger Creek Limited,CA,35.483736,-119.029856,1991,Gas_SC,46,19723000.0,176720.125,10502.675,Gas,-74.50037033135897,3771.1976017543993,Gas_Gas,12312809.258,0.0062154494540214295,0.006211678256419675
825,Lockport Energy Associates LP,NY,43.161947,-78.744971,1992,Gas_CC,219,118965000.0,1539734.668,91498.818,Gas,-74.29007078145821,50895.957954252,Gas_Gas,12404308.076,0.006266345411975681,0.0062154494540214295
321,Conesville,OH,40.1842,-81.8811,1957,Coal,2172,1177468000.0,11834871.111,1213470.392,Gas,-72.66859010270827,811599.5189503904,Coal_Gas,13617778.467999998,0.007077944930926072,0.006266345411975681
553,Woodsdale,OH,39.4492,-84.4611,1992,Gas_SC,570,66206000.0,1009049.666,60088.703,Gas,-72.61106227293273,37492.536462036805,Gas_Gas,13677867.170999998,0.00711543746738811,0.007077944930926072
699,Energy Center Dover,DE,39.149549,-75.547335,1985,Gas_CC,118,94464000.0,844882.022,50212.926,Gas,-70.7662031341265,17972.278991539202,Gas_Gas,13728080.097,0.0071334097463796485,0.00711543746738811
380,Lake Hubbard,TX,32.8358,-96.5458,1970,Gas_SC,927,473910000.0,5233697.556,311027.425,Gas,-70.53197437397853,149281.521547048,Gas_Gas,14039107.522,0.0072826912679266964,0.0071334097463796485
37,Ormond Beach,CA,34.1292,-119.1689,1971,Gas_SC,1612,757790000.0,7227871.532,429541.632,Gas,-69.69511380088295,170907.23268871199,Gas_Gas,14468649.154,0.007453598500615409,0.0072826912679266964
867,Sun Peak Generating Station,NV,36.1375,-115.0339,1991,Gas_SC,222,128077000.0,1529402.831,90890.914,Gas,-68.43260837055284,47178.12027008561,Gas_Gas,14559540.068,0.007500776620885494,0.007453598500615409
329,Richland,OH,41.305203,-84.334622,1965,Gas_SC,450,261701000.0,3145988.715,186960.261,Gas,-68.39552184830458,97641.47751887281,Gas_Gas,14746500.329,0.007598418098404366,0.007500776620885494
437,West Marinette,WI,45.0869,-87.6881,1971,Gas_SC,185,116588000.0,1464473.521,86512.441,Gas,-68.18865504965538,46720.853163126405,Gas_Gas,14833012.77,0.007645138951567493,0.007598418098404366
551,Hay Road,DE,39.7436,-75.5072,1989,Gas_CC,1193,1209513000.0,14348604.639,852744.125,Gas,-67.68301616552773,439936.2650200664,Gas_Gas,15685756.895,0.008085075216587561,0.007645138951567493
511,Empire Energy Center,MO,37.1385,-94.1041,1978,Gas_SC,378,249804000.0,3304106.258,197016.755,Gas,-67.53568024431998,111758.42817389121,Gas_Gas,15882773.65,0.008196833644761451,0.008085075216587561
34,El Segundo Power,CA,33.909804,-118.424172,1955,Gas_SC,996,440008000.0,3540209.776,210389.773,Gas,-66.00494573262438,60214.652224902384,Gas_Gas,16093163.423,0.008257048296986353,0.008196833644761451
703,Pedricktown Cogeneration Company LP,NJ,39.7668,-75.4238,1992,Gas_CC,140,66386000.0,538471.775,32001.772,Gas,-65.74320049185206,9344.171302340801,Gas_Gas,16125165.195,0.008266392468288695,0.008257048296986353
401,Decker Creek,TX,30.3033,-97.6128,1971,Gas_SC,930,718600000.0,8587296.678,486626.463,Gas,-65.59910618881999,241367.64545808,Gas_Gas,16611791.658,0.008507760113746776,0.008266392468288695
771,Indeck Silver Springs Energy Center,NY,42.6544,-78.0772,1991,Gas_CC,56,49046000.0,458029.775,27219.1,Gas,-65.11083436548414,10479.6566863888,Gas_Gas,16639010.758,0.008518239770433164,0.008507760113746776
715,Sayreville Cogeneration Facility,NJ,40.439,-74.3444,1991,Gas_CC,429,351723000.0,2920807.696,173577.20200000002,Gas,-63.95831506190327,53533.83005135442,Gas_Gas,16812587.96,0.008571773600484518,0.008518239770433164
337,Tulsa,OK,36.116492,-95.990974,1948,Gas_SC,443,286760000.0,3340183.4050000003,198503.179,Gas,-63.59088174486374,100631.73658652802,Gas_Gas,17011091.139000002,0.008672405337071046,0.008571773600484518
23,Agua Fria,AZ,33.5561,-112.2153,1957,Gas_SC,611,346970000.0,3546740.864,210779.456,Gas,-62.197652572468066,92358.28716821602,Gas_Gas,17221870.595000003,0.008764763624239263,0.008672405337071046
1079,Green Power 2,TX,29.378097,-94.932773,2003,Gas_CC,861,1322500000.0,48285090.776,2869502.616,Gas,-61.25658895748199,2418132.192678,Gas_Gas,20091373.211000003,0.011182895816917263,0.008764763624239263
545,McIntosh (AL),AL,31.2546,-88.0299,1991,Gas_SC,676,395499000.0,4000347.393,237737.219,Gas,-60.13740654755338,102753.0594132872,Gas_Gas,20329110.430000003,0.01128564887633055,0.011182895816917263
336,Southwestern,OK,35.1009,-98.3524,1952,Gas_SC,657,504821000.0,6010680.263,356641.376,Gas,-59.87121154713575,184345.5208228088,Gas_Gas,20685751.806,0.01146999439715336,0.01128564887633055
275,Reeves,NM,35.171,-106.6019,1960,Gas_SC,154,123633000.0,1455196.284,86479.228,Gas,-57.937420088084316,44283.175412802404,Gas_Gas,20772231.034,0.011514277572566161,0.01146999439715336
812,Dartmouth Power Associates LP,MA,41.6731,-70.9994,1992,Gas_CC,96,49870000.0,418838.686,24925.136,Gas,-57.53456864934852,7904.460755336,Gas_Gas,20797156.17,0.011522182033321495,0.011514277572566161
27,Lake Catherine,AR,34.4341,-92.9049,1950,Gas_SC,751,499406000.0,5247637.251,311859.148,Gas,-57.00845367309429,141411.4371269968,Gas_Gas,21109015.318,0.011663593470448493,0.011522182033321495
860,Grays Ferry Cogeneration,PA,39.942219,-75.188069,1997,Gas_SC,192,865346000.0,12846683.748,638441.926,Gas,-55.91805025457546,343098.5684650288,Gas_Gas,21747457.244,0.01200669203891352,0.011663593470448493
1309,Cove Point LNG Terminal,MD,38.385456,-76.409796,1978,Gas_SC,224,1458257000.0,18978570.575,1012755.91,Gas,-54.23518522375721,515051.50213438965,Gas_Gas,22760213.154,0.01252174354104791,0.01200669203891352
713,Bayou Cogen Plant,TX,29.6225,-95.0458,1984,Gas_SC,620,2322614000.0,32623627.833,1890563.488,Gas,-53.52196468147572,1097853.2691768592,Gas_Gas,24650776.641999997,0.01361959681022477,0.01252174354104791
106,Powerton,IL,40.5408,-89.6786,1972,Coal,1784,1043563000.0,12096674.75,1286625.38,Gas,-53.29824710691434,930456.4022509063,Coal_Gas,25937402.021999996,0.014550053212475676,0.01361959681022477
838,Ocean State Power II,RI,42.0099,-71.6701,1991,Gas_CC,252,421685000.0,5073498.176,301591.385,Gas,-52.81440105185497,157669.92038106802,Gas_Gas,26238993.406999998,0.014707723132856744,0.014550053212475676
512,Dansby,TX,30.7217,-96.4608,1978,Gas_SC,203,184525000.0,2087481.998,124061.837,Gas,-52.34944703532104,61083.29078942,Gas_Gas,26363055.244,0.014768806423646164,0.014707723132856744
873,Sweeny Cogen Facility,TX,29.0728,-95.745,1997,Gas_SC,572,3243291000.0,55995276.912,3327820.999,Gas,-52.15658423016896,2220882.9032522244,Gas_Gas,29690876.243,0.01698968932689839,0.014768806423646164
814,Elizabeth River Power Station,VA,36.775,-76.3083,1992,Gas_SC,387,87045000.0,1062716.2,63054.9,Gas,-51.90008618010191,33346.36427367601,Gas_Gas,29753931.143,0.017023035691172063,0.01698968932689839
280,East River,NY,40.7281,-73.9742,1951,Gas_SC,716,2593206000.0,36564742.325,2173868.175,Gas,-51.5997237983083,1288804.6665076367,Gas_Gas,31927799.318,0.018311840357679698,0.017023035691172063
700,Gilroy Power Plant,CA,37.0001,-121.5367,1987,Gas_CC,130,116154000.0,940467.78,55885.3,Gas,-51.36502471189203,16241.836748171205,Gas_Gas,31983684.618,0.01832808219442787,0.018311840357679698
136,Ames Electric Services Power Plant,IA,42.0258,-93.6089,1968,Gas_SC,108,263519000.0,3554398.289,210709.305,Gas,-51.21813287654817,120770.0365059432,Gas_Gas,32194393.923,0.018448852230933815,0.01832808219442787
17,Yucca,AZ,32.7214,-114.7106,1959,Gas_SC,421,425651000.0,4890130.695,290612.052,Gas,-51.0209567249574,145336.98806243282,Gas_Gas,32485005.975,0.01859418921899625,0.018448852230933815
810,Ocean State Power,RI,42.009722,-71.668909,1990,Gas_CC,252,442546000.0,5175091.072000001,307762.369,Gas,-49.67935668788875,156721.0265731888,Gas_Gas,32792768.344,0.01875091024556944,0.01859418921899625
149,Chanute 2,KS,37.6953,-95.4586,1965,Gas_SC,64,243288000.0,3269468.305,193589.122,Gas,-48.72636253595011,110554.7117548864,Gas_Gas,32986357.466000002,0.018861464957324322,0.01875091024556944
41,Joliet 29,IL,41.494636,-88.123827,1965,Gas_SC,1320,1091451000.0,11312187.925,670585.4299999999,Gas,-48.50324027121734,298072.2353646728,Gas_Gas,33656942.896000005,0.019159537192688994,0.018861464957324322
391,Wilkes,TX,32.848163,-94.547986,1964,Gas_SC,882,751984000.0,7860591.172,467167.276,Gas,-47.99419028570666,210514.46963979522,Gas_Gas,34124110.172000006,0.019370051662328792,0.019159537192688994
813,Nassau Energy Corp,NY,40.7264,-73.5892,1991,Gas_CC,55,141677000.0,1775502.244,105527.713,Gas,-47.6642242922023,57173.2272041656,Gas_Gas,34229637.885000005,0.019427224889532958,0.019370051662328792
809,Carr Street Generating Station,NY,43.06132,-76.08239,1993,Gas_CC,121,73459000.0,937994.117,55745.064,Gas,-47.64540429708923,30673.4421271752,Gas_Gas,34285382.94900001,0.01945789833166013,0.019427224889532958
212,Black Dog,MN,44.8108,-93.2501,1952,Gas_CC,1678,1610073000.0,13281633.484,789309.6950000001,Gas,-45.861887109637465,239790.3516432345,Gas_Gas,35074692.64400001,0.019697688683303367,0.01945789833166013
460,Greenwood (MI),MI,43.1056,-82.6964,1979,Gas_SC,1070,1025811000.0,10833548.402,642438.498,Gas,-45.75685366264896,292328.2936004808,Gas_Gas,35717131.14200001,0.01999001697690385,0.019697688683303367
407,O W Sommers,TX,29.308056,-98.3242,1972,Gas_SC,892,979976000.0,10762585.211,639604.099,Gas,-45.72208512831575,305137.4207652929,Gas_Gas,36356735.24100001,0.02029515439766914,0.01999001697690385
279,Arthur Kill Generating Station,NY,40.591564,-74.200035,1959,Gas_SC,895,937632000.0,10129449.587,601846.01,Gas,-45.37292854092961,281831.3765328896,Gas_Gas,36958581.25100001,0.02057698577420203,0.02029515439766914
385,Cedar Bayou,TX,29.75,-94.9256,1970,Gas_SC,2295,2006819000.0,20382213.632,1211289.521,Gas,-44.58196397028042,526360.4158501832,Gas_Gas,38169870.77200001,0.021103346190052216,0.02057698577420203
363,Urquhart,SC,33.435,-81.9111,1953,Gas_CC,755,1363832000.0,15099214.228,899655.8539999999,Gas,-44.454651001483654,434178.78240824956,Gas_Gas,39069526.62600001,0.021537524972460465,0.021103346190052216
331,Horseshoe Lake,OK,35.50866,-97.17969,1958,Gas_SC,973,1100144000.0,11918441.24,708294.052,Gas,-43.899148982832735,332813.9287522432,Gas_Gas,39777820.67800001,0.021870338901212708,0.021537524972460465
800,Salinas River Cogeneration,CA,35.9515,-120.8679,1991,Gas_SC,38,260005000.0,3338059.135,198378.541,Gas,-43.146649319108676,109638.603823564,Gas_Gas,39976199.21900001,0.02197997750503627,0.021870338901212708
682,Gerald Andrus,MS,33.35,-91.1167,1975,Gas_SC,781,1038230000.0,11519664.597,684678.854,Gas,-42.934877468141394,330330.0338823441,Gas_Gas,40660878.073000014,0.022310307538918616,0.02197997750503627
301,S A Carlson,NY,42.0933,-79.2478,1951,Gas_SC,95,69026000.0,643513.625,38231.6,Gas,-42.83388249229393,14672.964960132798,Gas_Gas,40699109.673000015,0.022324980503878745,0.022310307538918616
3,Greene County,AL,32.6017,-87.7811,1965,Gas_SC,1288,1153839000.0,11641749.925,696954.552,Gas,-42.43282828919061,303148.27761403925,Gas_Gas,41396064.22500002,0.022628128781492785,0.022324980503878745
8,Lowman Energy Center,AL,31.488019,-87.910747,1969,Coal,538,394730000.0,4043808.636,414894.287,Gas,-42.29527468527779,280172.587795544,Coal_Gas,41810958.51200002,0.022908301369288328,0.022628128781492785
631,H L Culbreath Bayside Power Station,FL,27.9072,-82.4231,1965,Gas_CC,2785,5013603000.0,53789560.455,3196640.9220000003,Gas,-41.906892369506004,1485493.7700314187,Gas_Gas,45007599.434000015,0.024393795139319746,0.022908301369288328
14,Ocotillo,AZ,33.4225,-111.9122,1960,Gas_SC,1137,778366000.0,6998883.022,415931.12,Gas,-41.53897229972996,150274.1136336848,Gas_Gas,45423530.55400001,0.024544069252953434,0.024393795139319746
629,Encogen,WA,48.746,-122.486,1993,Gas_CC,175,258757000.0,3304024.002,196358.765,Gas,-40.34681431892429,108044.77133078962,Gas_Gas,45619889.31900001,0.02465211402428422,0.024544069252953434
572,San Jacinto Steam Electric Station,TX,29.694838,-95.040622,1995,Gas_SC,176,932261000.0,12785306.369,759890.8809999999,Gas,-39.827864049556055,441709.37459804077,Gas_Gas,46379780.20000001,0.025093823398882262,0.02465211402428422
291,Port Jefferson,NY,40.949696,-73.078507,1948,Gas_SC,590,600008000.0,6140145.224,369870.655,Gas,-39.66938160092698,165087.39227290245,Gas_Gas,46749650.85500001,0.025258910791155165,0.025093823398882262
171,Little Gypsy,LA,30.005067,-90.461694,1961,Gas_SC,1249,1713462000.0,18307564.102,1087990.954,Gas,-38.72861262161421,503184.8532165135,Gas_Gas,47837641.809000015,0.025762095644371676,0.025258910791155165
170,Teche,LA,29.822222,-91.5425,1953,Gas_SC,467,503159000.0,5116865.048,304082.141,Gas,-38.70370121710549,132353.5278973352,Gas_Gas,48141723.95000002,0.02589444917226901,0.025762095644371676
371,Bull Run,TN,36.0211,-84.1567,1967,Coal,950,739769000.0,7270929.042,745998.767,Gas,-38.698842995319126,493514.95097694325,Coal_Gas,48887722.717000015,0.026387964123245955,0.02589444917226901
351,New Castle Plant,PA,40.937939,-80.369007,1939,Gas_SC,424,595298000.0,6338136.165,376668.958,Gas,-37.941284235616855,173493.2224516144,Gas_Gas,49264391.67500001,0.02656145734569757,0.026387964123245955
404,Sim Gideon,TX,30.1456,-97.2708,1965,Gas_SC,623,680051000.0,6856742.529,407490.218,Gas,-37.400206801653574,175388.2083587528,Gas_Gas,49671881.893000014,0.026736845554056324,0.02656145734569757
843,Sumas Power Plant,WA,48.9905,-122.2733,1993,Gas_CC,124,335873000.0,4194252.959,249258.094,Gas,-36.01308092034131,134624.34111347442,Gas_Gas,49921139.98700001,0.026871469895169798,0.026736845554056324
19,H Wilson Sundt Generating Station,AZ,32.16,-110.9047,1958,Gas_SC,736,1016524000.0,10599106.418,629887.725,Gas,-35.96234963217784,282947.1819399072,Gas_Gas,50551027.71200001,0.027154417077109704,0.026871469895169798
334,Seminole,OK,34.96645,-96.7258,1971,Gas_SC,1724,2667360000.0,28228357.389,1677574.715,Gas,-35.61645586195181,767202.3805182081,Gas_Gas,52228602.427000016,0.027921619457627916,0.027154417077109704
732,Hopewell Cogeneration,VA,37.291667,-77.281111,1990,Gas_CC,399,1501401000.0,17264209.884,1025984.208,Gas,-35.3916867450585,513554.7146570328,Gas_Gas,53254586.63500001,0.028435174172284947,0.027921619457627916
628,Glenwood Landing,NY,40.8275,-73.6478,1967,Gas_SC,122,116181000.0,1116843.675,66625.55,Gas,-35.35735857568013,26972.87162421681,Gas_Gas,53321212.18500001,0.02846214704390916,0.028435174172284947
185,Morgantown Generating Plant,MD,38.3592,-76.9767,1970,Coal,1548,1259835000.0,12531503.731,1284643.79,Gas,-34.941931225965575,854660.986774388,Coal_Gas,54605855.97500001,0.029316808030683553,0.02846214704390916
740,Masspower,MA,42.1575,-72.5225,1993,Gas_CC,260,256404000.0,2995553.975,178018.8,Gas,-34.88660074996063,90507.8873183712,Gas_Gas,54783874.775000006,0.029407315918001924,0.029316808030683553
221,Chevron Oil,MS,30.34,-88.4919,1967,Gas_SC,169,600125000.0,6774642.308,402605.776,Gas,-34.00153979837111,197782.58106910004,Gas_Gas,55186480.55100001,0.029605098499071024,0.029407315918001924
679,Anclote,FL,28.184444,-82.788611,1974,Gas_SC,1112,2373107000.0,25707131.313,1527741.288,Gas,-33.814190624746715,717797.7634794696,Gas_Gas,56714221.83900001,0.030322896262550497,0.029605098499071024
718,Greenleaf 2 Power Plant,CA,39.1365,-121.6397,1989,Gas_SC,49,63901000.0,647270.177,38468.761,Gas,-33.7209316381214,16659.2930070328,Gas_Gas,56752690.60000001,0.030339555555557528,0.030322896262550497
116,Harding Street,IN,39.711319,-86.196867,1941,Gas_SC,1176,1737404000.0,17931821.542,1065762.083,Gas,-33.51303027156148,472784.5563751713,Gas_Gas,57818452.683000006,0.0308123401119327,0.030339555555557528
93,C D McIntosh Jr,FL,28.0801,-81.9229,1970,Gas_CC,1409,2031202000.0,21820771.667,1583518.393,Gas,-33.14840438493935,890267.3483175855,Gas_Gas,59401971.076000005,0.03170260746025028,0.0308123401119327
96,S O Purdom,FL,30.162304,-84.200673,1963,Gas_CC,350,663452000.0,6650960.348,395280.832,Gas,-32.92396748852146,168844.07578538562,Gas_Gas,59797251.90800001,0.03187145153603567,0.03170260746025028
287,E F Barrett,NY,40.616689,-73.647881,1956,Gas_SC,684,1469493000.0,15812832.339,941535.239,Gas,-32.844962410461804,439995.9743658104,Gas_Gas,60738787.14700001,0.032311447510401485,0.03187145153603567
255,Fort Churchill,NV,39.1281,-119.1322,1968,Gas_SC,230,660444000.0,7254595.796,431131.175,Gas,-32.5122738119903,205721.0518540832,Gas_Gas,61169918.322000004,0.03251716856225557,0.032311447510401485
224,Baxter Wilson,MS,32.2831,-90.9306,1967,Gas_SC,1327,1577580000.0,15533548.14,923362.417,Gas,-32.29336221868655,384932.963371024,Gas_Gas,62093280.73900001,0.03290210152562659,0.03251716856225557
107,Waukegan,IL,42.3833,-87.8133,1952,Coal,914,747412000.0,7877858.9,832780.45,Gas,-31.928342377570914,577688.0712960735,Coal_Gas,62926061.18900001,0.03347978959692266,0.03290210152562659
394,Plant X,TX,34.1661,-102.4114,1952,Gas_SC,434,976440000.0,10435557.995,620181.384,Gas,-31.658257296255982,286921.545702432,Gas_Gas,63546242.573000014,0.03376671114262509,0.03347978959692266
100,Yates,GA,33.4622,-84.8986,1950,Gas_SC,1484,2428382000.0,25020975.687,1486953.61,Gas,-31.53804621293529,658144.6789394898,Gas_Gas,65033196.18300001,0.034424855821564584,0.03376671114262509
273,Rio Grande,NM,31.8047,-106.5472,1957,Gas_SC,397,928728000.0,9949978.056,591310.323,Gas,-31.52773682084761,274334.6326325184,Gas_Gas,65624506.50600001,0.0346991904541971,0.034424855821564584
