,name,state,lat,lon,commissioning_year,primary_fuel,capacity,generation,fuel_consumption,emissions,rep_fuel,metric,em_red,cum_red,cum_red_prev,ori_rep,cum_emission
144,Riverton,KS,37.072616,-94.698704,1950,Gas_CC,397,1521111000.0,10841966.64,644324.479,Wind,100.0049685438799,644324.479,0.2856114119366582,0.28496708745765825,Gas_CC→Wind,467205938.275
213,High Bridge,MN,44.9314,-93.1117,1956,Gas_CC,920,2758478000.0,20309789.155,1206982.576,Gas,105.1326714166004,265695.5587562751,0.2858771074954145,0.2856114119366582,Gas_CC→Gas,468412920.85099995
408,V H Braunig,TX,29.2567,-98.3825,1966,Gas_SC,1138,4133757000.0,32127964.626,1909358.638,Gas,107.30572390475908,498779.39954300737,0.28637588689495747,0.2858771074954145,Gas_SC→Gas,470322279.48899996
216,Riverside (MN),MN,45.0203,-93.2753,1964,Gas_CC,822,2228764000.0,15669622.189,931222.803,Wind,107.44921063949204,931222.803,0.2873071096979575,0.28637588689495747,Gas_CC→Wind,471253502.29199994
39,Mountainview Generating Station,CA,34.0818,-117.2418,1957,Gas_CC,1164,2973461000.0,21384891.706,1270879.594,Gas,113.30287195196415,256233.02600832377,0.2875633427239658,0.2873071096979575,Gas_CC→Gas,472524381.8859999
430,Port Washington Generating Station,WI,43.3842,-87.8689,1935,Gas_CC,1543,8508804000.0,57597461.083,3422935.237,Wind,114.84548567682577,3422935.237,0.29098627796096577,0.2875633427239658,Gas_CC→Wind,475947317.1229999
64,Bridgeport Station,CT,41.1706,-73.1844,1961,Gas_CC,1156,3720970000.0,23911423.42,1423097.917,Wind,134.44252319242295,1423097.917,0.2924093758779657,0.29098627796096577,Gas_CC→Wind,477370415.0399999
306,L V Sutton Steam,NC,34.283056,-77.985278,1954,Coal,760,4158880000.0,29036887.88,1725646.213,Wind,135.5825372571589,1725646.213,0.29413502209096576,0.2924093758779657,Coal→Wind,479096061.2529999
270,PSEG Sewaren Generating Station,NJ,40.5558,-74.2469,1948,Gas_CC,1174,3787163000.0,24978556.542,1485966.328,Wind,136.4331135180412,1485966.328,0.2956209884189658,0.29413502209096576,Gas_CC→Wind,480582027.5809999
189,Kendall Square Station,MA,42.3633,-71.0792,1949,Gas_CC,294,2027427000.0,13292160.9,789389.602,Wind,137.23280855101223,789389.602,0.29641037802096576,0.2956209884189658,Gas_CC→Wind,481371417.1829999
