ORISPL_CODE,GLOAD (MW),CO2_MASS (tons),HEAT_INPUT (mmBtu)
6253,11508.0,11944.483,182282.465
6254,2751569.0,3005151.0130000003,28662182.975
6257,6455829.0,7505037.866,71558364.304
6258,2385.0,0.0,38502.6
6264,5764921.0,5491899.428,53620440.307
6288,214457.0,0.0,0.0
6358,10496.0,6094.737999999999,102559.54299999999
6373,20582.0,11006.917000000001,309693.373
6463,696.0,517.5999999999999,6391.9
6469,6074541.0,6876033.321,63158217.582
6481,7314550.0,6892435.775,67177712.5
6584,2103.0,1376.082,16961.092999999997
6635,2212.0,1372.1580000000001,22075.072
6639,1302573.0,1407376.869,13717138.673
6641,3136187.0,3688666.339,35188269.116000004
6650,433.0,0.0,8883.2
6651,375.0,0.0,9177.400000000001
6652,650.0,0.0,12866.2
6664,2046614.0,2043380.589,19483009.331
6705,5239879.0,5908255.332,57585408.857
6761,2221328.0,2088151.445,20670571.479
6768,1783184.0,1770392.7449999999,16880136.51
6772,229638.0,273573.031,2675860.9129999997
6776,184.0,178.50000000000003,2204.1
6823,2511569.0,2657884.525,25905336.594
6824,526.0,0.0,31462.8
7013,7772.0,5637.0,95608.5
7030,2702959.0,3076585.624,28259329.438
7032,148614.0,113015.2,1907276.9
7063,395499.0,237737.21899999998,4000347.393
7082,3529996.0,1512898.14,25457435.529
7097,5671932.0,6342205.970000001,61814937.049
7138,6617.0,4549.9,77111.5
7145,5023.0,2888.948,84852.404
7146,39824.0,42354.425,521994.7
7153,1209513.0,852744.125,14348604.638999999
7155,647.0,690.698,8588.448999999999
7158,66206.0,60088.703,1009049.666
7159,93118.0,74053.895,1246087.077
7203,27556.0,27342.738,459570.29000000004
7210,1028009.0,693924.287,9646353.337
7212,106638.0,80893.3,1346145.5999999999
7213,1360680.0,1432252.161,13959582.122
7237,144971.0,98691.592,1656245.238
7238,4016957.0,1691151.239,28456574.801
7242,6723242.0,2765306.193,46535344.085
7254,0.0,181.995,3061.823
7258,79136.0,54022.776000000005,908994.741
7266,409127.0,202588.743,3408812.739
7270,69601.0,53989.864,907399.468
7277,60567.0,38165.512,640754.129
7288,18248.0,12892.044,216920.72100000002
7296,2964912.0,1160668.171,19529633.906
7302,7497927.0,4905994.901000001,82539135.494
7307,340140.0,162700.347,2737669.894
7314,384941.0,278476.368,4680842.066
7315,266714.0,152638.392,2568416.243
7318,7595.0,6053.573,99860.114
7325,932261.0,759890.8809999999,12785306.368999999
7335,6162.0,4455.224,71253.057
7336,9927.0,7556.836,126798.71100000001
7343,759395.0,748335.0499999999,7135139.05
7345,0.0,160133.469,2694912.61
7348,23708.0,15745.300000000001,265475.10000000003
7350,3434016.0,1385937.927,23321071.173
7380,2970151.0,1872084.5950000002,31501150.87
7425,28619.0,21265.749,357420.039
7449,36125.0,16469.095,277134.767
7456,164655.0,91511.305,1539881.405
7504,786000.0,960076.625,9468885.876
7515,10699.0,7571.567,124964.69200000001
7527,243467.0,128351.739,2155557.809
7551,669426.0,344162.804,5791207.806
7552,627056.0,271681.184,4571568.546
7604,985606.0,429682.71499999997,7230221.97
7605,1650057.0,699342.272,11767962.942
7697,1065946.0,471835.7,7939410.125
7698,900611.0,367013.7,6175748.55
7699,517793.0,340251.62,5725426.534
7701,0.0,0.0,1186720.456
7710,12982872.0,5195443.6,87423375.625
7721,2066939.0,787360.525,13248743.35
7737,0.0,0.0,3389281.185
7749,91668.0,63140.718,1062467.131
7754,8763.0,6503.964,109423.925
7757,6282371.0,2583233.637,43467959.588
7759,244902.0,171322.486,2882872.681
7760,123190.0,70570.855,1187466.184
7762,2560667.0,1063955.974,17903175.903
7763,291662.0,173667.662,2922303.334
7764,6812.0,4508.599,74036.66699999999
7765,540491.0,390836.725,6470546.3270000005
7768,76468.0,43481.606999999996,731632.018
7782,2999.0,2094.3,35517.399999999994
7783,2516.0,1616.3000000000002,27400.7
7790,3474383.0,3575733.558,34851215.795
7805,7720048.0,3883258.789,65330394.147
7813,426763.0,275741.619,4639901.166999999
7818,20819.0,6981.494000000001,248594.199
7825,73745.0,44726.938,752603.74
7826,3016686.0,1882801.645,31680685.36
7829,277558.0,208189.58800000002,3503189.2800000003
7834,4222107.0,2667136.603,44888370.774
7835,279787.0,166526.445,2802116.533
7836,596322.0,355516.912,5981067.2530000005
7837,378549.0,238054.684,4005133.685
7838,720233.0,419713.811,7055949.974
7839,1184227.0,682849.364,11435831.524
7842,1064.0,548.616,9231.402
7843,33346.0,21964.841,369594.82200000004
7844,822.0,251.873,4237.891
7845,3862041.0,1506225.597,25338618.622
7846,3608274.0,2136338.607,35947312.271
7848,240843.0,164764.537,2771409.671
7858,19836.0,20510.279,345110.868
7863,5335.0,3737.1,63307.0
7869,116181.0,66625.55,1116843.675
7870,258757.0,196358.76499999998,3304024.002
7872,185946.0,109421.4,1834021.0999999999
7873,5013603.0,3196640.9220000003,53789560.455
7887,161554.0,96150.77799999999,1617826.487
7897,4536292.0,1828239.85,30763680.4
7900,1653851.0,759015.837,12772728.072999999
7902,2379413.0,2478093.857,22761955.815
7903,41516.0,28137.892,473450.38300000003
7909,77015.0,40516.26,681727.089
7910,120366.0,66746.553,1123142.414
7912,92521.0,51758.055,870958.567
7913,72684.0,40058.627,674065.1440000001
7914,68281.0,36424.699,612916.188
7915,55257.0,30911.431,520139.494
7916,504779.0,334272.254,5623401.582
7917,3464723.0,1405661.706,23652938.358
7925,43023.0,32961.788,552603.137
7928,22710.0,13900.224,233907.614
7929,87409.0,60066.28,1010724.897
7946,2138515.0,1336428.957,22487977.908
7947,56922.0,31105.411,523406.292
7948,58860.0,35021.061,589337.3130000001
7953,280995.0,177466.461,2986230.084
7960,237128.0,169112.43,2844636.671
7962,35491.0,19223.133,320562.205
7964,24021.0,15618.433,262795.681
7967,16044.0,7792.312,131111.812
7972,352070.0,261295.699,4396849.717
7975,131700.0,75869.983,1274790.595
7981,77439.0,55702.883,918683.797
7984,24984.0,14004.725,235626.072
7985,457689.0,296722.743,4992929.627
7987,17220.0,9947.286,167376.478
7988,48171.0,34213.527,575687.413
7989,239332.0,128997.608,2170681.193
7991,448698.0,278670.628,4688450.289
7999,2564204.0,1079384.58,18162762.71
8000,732250.0,378725.002,6372835.377
8002,18036.0,15086.256,244344.516
8006,118000.0,74412.18400000001,1238392.745
8007,50435.0,56988.5,703668.8
8008,0.0,0.0,0.0
8012,1598.0,0.0,18052.8
8016,194.0,0.0,5094.1
8023,5644215.0,6212741.745,59242619.219
8027,164825.0,108389.081,1827951.4619999998
8029,3279.0,0.0,61763.590000000004
8031,2657240.0,1173262.183,19742336.388
8037,2705.0,0.0,59531.563
8042,5751348.0,4846203.945,51475866.161
8048,2373107.0,1527741.288,25707131.313
8049,338375.0,255443.943,4261053.072
8053,70294.0,39045.315,656805.624
8054,1038230.0,684678.854,11519664.597
8056,134210.0,88188.89199999999,1479339.405
8059,147192.0,136442.054,2295895.651
8063,26607.0,0.0,302518.0
8066,11336603.0,12275116.354,117039764.935
8068,4900374.0,2061555.255,34689677.238
8069,4963083.0,4907864.5600000005,47834902.969
8102,14344976.0,15074332.081,146937430.286
8219,1384958.0,1258624.29,12034998.047
8222,2540150.0,2909520.876,26724753.022
8223,8527353.0,8777652.853,83732537.387
8224,1085346.0,1090649.724,10399050.569
8226,645388.0,665475.228,6543784.6620000005
8906,1522144.0,533408.173,8977037.817
10017,0.0,0.0,1555626.2349999999
10025,0.0,0.0,2744396.425
10029,0.0,0.0,319089.502
10030,94464.0,50212.926,844882.022
10034,116154.0,55885.299999999996,940467.78
10043,0.0,612697.089,5979731.836
10075,0.0,0.0,0.0
10099,66386.0,32001.772,538471.775
10113,0.0,988970.352,8379201.743
10143,558903.0,238324.927,6389007.942
10151,0.0,833260.691,8121427.722
10156,2316.0,1467.136,24683.834000000003
10169,21575.0,11209.479,188613.65
10176,845.0,479.7,5916.2
10190,81970.0,43928.712,739155.058
10244,0.0,0.0,1745652.7449999999
10294,76789.0,37661.669,633703.0889999999
10298,2322614.0,1890563.488,32623627.833
10307,41395.0,28751.054,481654.901
10308,351723.0,173577.20200000002,2920807.696
10328,0.0,0.0,2484897.75
10343,41791.0,91160.458,774489.808
10349,63901.0,38468.761,647270.177
10378,0.0,0.0,7249746.892
10379,0.0,0.0,4621544.409
10382,0.0,206944.071,1983957.14
10384,0.0,0.0,0.0
10405,2682.0,2165.899,36446.521
10464,0.0,594534.7829999999,5644634.778
10474,0.0,0.0,0.0
10525,252202.0,338421.607,3245795.896
10566,0.0,861741.167,8400665.128
10567,6538.0,5184.077,86882.201
10603,338299.0,517889.946,4743554.563
10617,2418.0,1180.788,19862.319
10619,20509.0,9364.501,157585.291
10620,4983.0,2551.5190000000002,42939.676
10621,6151.0,3005.003,50565.659999999996
10633,1501401.0,1025984.208,17264209.884
10649,43642.0,23620.25,397448.05
10650,19723.0,10502.675,176720.125
10671,0.0,1147691.681,10984993.724
10678,949524.0,1221680.864,11908738.447
10682,106917.0,71619.13799999999,1205080.811
10698,0.0,0.0,511272.3
10725,156371.0,74291.378,1250217.304
10726,256404.0,178018.8,2995553.975
10743,0.0,0.0,744541.104
10745,7743257.0,0.0,84198249.726
10751,119443.0,63797.797,1073546.751
10761,270089.0,167537.117,2819195.911
10771,0.0,133476.977,1223104.2880000002
10773,0.0,460880.039,4216419.227
10774,0.0,466122.877,4264259.028
10788,0.0,0.0,0.0
10803,0.0,0.0,0.0
10805,134148.0,0.0,1568817.925
10822,0.0,0.0,1104623.775
10823,2540.0,2567.853,31639.798
10849,0.0,0.0,0.0
10865,0.0,0.0,11939789.446
10866,0.0,0.0,1717566.194
10867,0.0,0.0,4478024.62
10870,11358.0,6736.89,136078.54400000002
50002,27084.0,19151.953,321453.334
50006,7062279.0,2908231.739,48924010.625
50030,0.0,0.0,14438645.001
50044,0.0,0.0,2372.5
50109,408641.0,206500.832,3474746.948
50131,0.0,0.0,0.0
50137,11313.0,7893.285,132822.986
50151,0.0,0.0,614921.536
50240,0.0,0.0,4976647.233
50243,4579.0,2987.2019999999998,49396.884000000005
50279,33228.0,19269.75,324225.15
50282,0.0,0.0,0.0
50292,539271.0,264031.917,4442748.961
50296,0.0,0.0,633359.188
50368,0.0,0.0,819255.919
50385,60115.0,31281.952,526378.4870000001
50397,0.0,0.0,3812315.253
50410,0.0,0.0,12456.9
50449,49046.0,27219.1,458029.775
50450,20428.0,10974.925,184664.22499999998
50451,23979.0,13520.075,227488.85
50458,391328.0,186815.92500000002,3143564.1999999997
50463,375789.0,0.0,3941682.9
50472,0.0,27032.6,750578.9
50479,0.0,0.0,557418.216
50481,0.0,0.0,16554910.57
50491,0.0,454966.825,10746937.0
50498,11708.0,5900.867,99298.28899999999
50555,2815.0,3104.8700000000003,38362.613000000005
50558,224609.0,90563.621,1829087.25
50561,551910.0,263724.553,4437364.26
50607,0.0,0.0,1061550.376
50611,214724.0,440344.765,3723178.783
50612,16792.0,9383.5,157919.325
50625,5549538.0,2210347.25,37203476.229
50627,72873.0,0.0,0.0
50707,789312.0,412872.974,6947369.705
50729,0.0,0.0,1525256.733
50732,0.0,0.0,11094796.958
50733,0.0,0.0,10723867.414
50744,3224.0,2156.13,36272.158
50776,0.0,0.0,589163.613
50799,6855.0,3886.51,65399.015
50806,0.0,0.0,2971997.4
50815,3400434.0,2291515.129,38558836.591
50835,0.0,0.0,6719955.2020000005
50852,1234.0,719.89,12117.073
50864,0.0,0.0,0.0
50865,260005.0,198378.541,3338059.135
50879,0.0,97675.364,869858.6410000001
50888,10732.0,13887.83,117014.551
50900,0.0,0.0,7559399.285
50949,12159.0,9346.594,157271.376
50951,367425.0,0.0,0.0
50956,0.0,0.0,1904765.958
50974,0.0,12672.872,120768.856
50976,0.0,0.0,0.0
50978,73459.0,55745.064,937994.117
51030,442546.0,307762.369,5175091.072000001
52019,5804767.0,3097620.62,52120200.275
52026,49870.0,24925.136,418838.686
52056,141677.0,105527.713,1775502.244
52087,87045.0,63054.9,1062716.2
52088,2498476.0,1109683.367,18672472.948
52089,0.0,0.0,3810732.3
52106,0.0,0.0,2380168.598
52130,0.0,0.0,9241623.733
52140,0.0,0.0,6414137.994
52149,290669.0,0.0,3771550.718
52151,0.0,0.0,970255.6259999999
52168,54663.0,0.0,1376245.4249999998
52176,643828.0,365478.925,6149831.097
52193,0.0,177475.899,3063615.359
54034,4885.0,2559.018,43062.602
54041,118965.0,91498.818,1539734.668
54056,5785.0,3047.98,51068.157999999996
54076,87172.0,44458.975,748123.9500000001
54081,0.0,337958.244,5686858.407
54096,64752.0,0.0,1092160.1030000001
54099,0.0,0.0,3099057.624
54114,431255.0,256622.174,4316863.858
54131,11980.0,10981.236,184773.13700000002
54149,350411.0,198180.252,3334709.923
54207,0.0,0.0,1272625.4849999999
54238,406045.0,620839.189,5953988.993
54276,0.0,0.0,864276.108
54304,99801.0,108615.784,1058633.744
54324,421685.0,301591.385,5073498.176
54365,468223.0,203113.618,3417799.753
54415,50988.0,0.0,983377.6529999999
54426,473102.0,208992.09,3516748.231
54466,971585.0,435944.713,7335540.345
54476,335873.0,249258.09399999998,4194252.9590000003
54537,755266.0,560670.863,9434462.148
54547,4214176.0,1758469.349,29589731.873
54556,0.0,0.0,9018088.646
54571,0.0,0.0,0.0
54574,35602.0,18937.01,318655.21900000004
54586,22095.0,11177.651,187712.413
54592,633.0,679.074,11426.832
54593,5307.0,3843.732,64677.204
54605,85790.0,58569.659999999996,985538.7779999999
54634,0.0,1256720.221,10773360.581
54638,0.0,0.0,1074387.024
54640,165175.0,115518.244,1943860.847
54694,113945.0,61884.789,1041395.097
54749,20729.0,10156.824999999999,170920.884
54751,107741.0,0.0,1692388.921
54761,2268727.0,1037181.353,17452436.488
54768,22116.0,11659.3,196218.69999999998
54785,865346.0,638441.926,12846683.748
54795,0.0,0.0,944415.925
54802,72314.0,0.0,1530859.1
54805,207225.0,104361.763,1756061.57
54817,940117.0,440824.707,7417756.133
54832,621627.0,290958.975,4892636.1850000005
54844,1189547.0,594369.426,9992829.717
54854,128077.0,90890.914,1529402.831
54907,158276.0,0.0,1230432.796
54914,1616508.0,1091072.527,18359005.639
54915,1084461.0,561589.46,9449816.174
55010,721512.0,331309.643,5574905.348999999
55011,907411.0,428152.137,7202000.848999999
55015,3243291.0,3327820.999,55995276.912
55026,216922.0,100391.37,1689282.333
55029,127959.0,79382.394,1335709.702
55031,374378.0,277735.255,4668678.569
55039,131297.0,89766.982,1508569.722
55040,147133.0,71513.678,1201021.919
55041,634499.0,268970.39,4525904.71
55042,1969610.0,790261.426,13297680.06
55043,238778.0,165015.424,2776713.647
55047,4292438.0,1691662.0699999998,28465346.669
55048,1634259.0,674833.269,11355303.976
55061,73089.0,42621.14,715520.485
55062,3795586.0,1609632.521,27085063.826
55063,3964559.0,1844228.4649999999,31032589.753
55064,1874490.0,1064517.741,17991850.827
55065,1940590.0,910999.778,15329314.265
55068,114875.0,81954.866,1379044.941
55075,1824535.0,744360.373,12525257.621000001
55076,0.0,2833916.825,26058794.0
55077,1052953.0,477014.132,8026666.717
55079,686521.0,449275.26900000003,7559875.478
55081,334949.0,227873.668,3834429.6119999997
55086,645490.0,265300.42000000004,4464191.792
55087,4154187.0,1960485.28,32988972.173
55088,3573856.0,2132402.875,43465600.9
55089,3652995.0,2552160.82,42945276.377
55091,4080310.0,1787556.582,30079046.604000002
55096,78737.0,0.0,1465975.0
55097,7187123.0,2952070.291,49674214.115
55098,3166546.0,1281913.947,21570703.794999998
55100,168655.0,74514.70300000001,1253848.768
55101,78808.0,57002.899000000005,959163.5989999999
55102,4432.0,3880.283,65294.998
55103,2798950.0,1223321.78,20584610.875
55104,114266.0,94199.018,1585069.487
55107,3718519.0,1488389.885,25045021.176
55109,82724.0,55471.30300000001,928948.2670000001
55110,336247.0,241521.752,4064198.3099999996
55111,179339.0,126927.216,2135816.5640000002
55112,1007005.0,402847.23099999997,6778720.007
55116,667548.0,408581.99600000004,6862918.011
55117,2780683.0,1522424.954,25617820.258
55120,2578424.0,1296939.9139999999,19930671.04
55123,3521852.0,1367622.259,23012859.884
55124,2447489.0,1016928.412,17111808.528
55126,3595439.0,1525881.517,25675843.481
55127,470307.0,293636.626,4941013.271
55128,318036.0,187275.65899999999,3151280.794
55129,1856180.0,833394.723,14023585.181
55131,7782079.0,3354898.6380000003,56452603.929
55132,4216745.0,1790567.149,30123587.634999998
55135,421449.0,274772.3,4657196.2
55137,4406314.0,1731435.0860000001,29134738.74
55138,101.0,0.0,1130.104
55139,2140053.0,928720.487,15627527.446
55141,643567.0,418089.72099999996,7035119.319
55144,2482393.0,1085662.021,18268292.329
55146,4330907.0,1838053.253,30928885.454
55148,95129.0,55684.343,936982.016
55149,3619711.0,2363498.479,39772251.212
55151,1683375.0,732593.802,12327116.162
55153,6232194.0,2857265.997,48079114.507
55154,1940683.0,1252212.01,21070905.502
55164,86992.0,59083.715,941294.503
55165,85015.0,58082.714,977380.331
55166,320668.0,184268.634,3100542.3430000003
55168,2650673.0,1113936.983,18743972.082
55170,2120035.0,1341025.934,22565329.077
55172,3971665.0,1820587.018,30634795.32
55173,6130920.0,2398103.372,40352690.487
55176,2560304.0,1479433.551,24894178.654
55177,3164007.0,1384558.425,23297818.77
55178,2210150.0,956276.316,16091225.231
55179,1714567.0,709316.6059999999,11935557.032
55182,3065877.0,1237093.178,20816500.443
55183,3968921.0,1594575.796,26831806.827
55187,7702042.0,3146883.225,52952329.596
55188,2040038.0,804562.545,13538132.796
55192,0.0,0.0,0.0
55193,4025555.0,1664428.814,28007205.096
55196,170621.0,96846.165,1629611.879
55197,4612607.0,1865796.315,31395597.479
55198,503762.0,326974.243,5501978.278
55199,411708.0,262031.211,4409251.198
55200,229686.0,114398.792,1925000.458
55201,210182.0,147633.886,2484262.467
55202,83681.0,45879.129,771991.5160000001
55204,18249.0,12370.720000000001,208157.654
55206,2744112.0,1261492.905,21227036.807
55207,11525.0,6697.747,112696.77100000001
55210,953546.0,430082.228,7236969.873
55211,971792.0,649280.37,10925397.196
55212,951288.0,625063.477,10517931.658
55215,6953503.0,2797912.954,47080164.321
55216,625360.0,0.0,7844389.308
55217,3259668.0,1367075.449,23003662.166
55218,3086898.0,1246659.0520000001,20977381.988
55220,1992302.0,828680.025,13944152.135
55221,465218.0,210578.02899999998,3543324.762
55222,5087.0,3737.538,62887.625
55223,859613.0,416834.635,7014038.985
55224,162262.0,120754.458,2031851.6300000001
55225,6575696.0,2806134.957,47218564.498
55226,7015915.0,2880402.058,48468395.127000004
55228,104257.0,59385.0,1006238.3
55229,156264.0,90326.7,1530873.8
55230,3449553.0,1436549.3739999998,24172733.752
55231,2411821.0,1629330.79,27416463.35
55232,26941.0,19768.555,320044.87
55233,130701.0,88819.6,1504550.1
55234,23706.0,16357.398000000001,275232.12799999997
55236,273592.0,201305.252,3387296.152
55237,331805.0,181122.5,3069795.5
55238,137074.0,82914.214,1395210.9740000002
55239,1871654.0,1190652.614,20034977.415
55241,1679333.0,751871.215,12651626.193
55242,1558289.0,663271.781,11160881.175
55243,34008.0,17273.0,290470.5
55244,117900.0,80135.409,1348435.336
55247,413160.0,281152.89999999997,4756106.0
55248,725585.0,508905.3,8625981.6
55250,433196.0,257489.4,4363611.899999999
55251,470362.0,291158.105,4899365.157
55253,43670.0,29739.344,500497.518
55259,2259294.0,1548203.317,26051463.417
55262,2120.0,1673.9,28358.2
55263,1975.0,1993.4,33758.600000000006
55264,1162.0,1192.8,20202.7
55267,369666.0,231913.1,3899301.86
55269,4825238.0,1929843.826,32473408.66
55270,1874495.0,873996.483,14706656.311999999
55271,1874407.0,861178.546,14490465.095
55276,111355.0,79837.0,1353242.5
55279,824938.0,461804.32,7770818.632
55281,0.0,0.0,0.0
55282,2197057.0,924781.924,15561216.584
55283,2911304.0,1337615.621,22508026.153
55284,269174.0,158624.9,2687489.8
55285,117125.0,68266.1,1157880.2
55286,105597.0,65406.168000000005,1100562.498
55292,1553502.0,654223.054,11008537.458999999
55293,2958429.0,1324531.4479999999,22287849.862999998
55294,1133481.0,413690.83499999996,6961177.045
55295,1299373.0,842948.417,14184216.271
55296,17576.0,9038.629,155608.84
55297,7411165.0,3076430.652,51766839.03
55298,8097926.0,3227570.874,54310170.462
55299,6321357.0,2454647.917,41304301.868
55304,153500.0,86724.126,1459241.2989999999
55306,11574051.0,4918299.043,82759781.044
55308,77096.0,0.0,1264338.422
55317,3410507.0,1475845.104,24815891.781
55320,2545713.0,1082361.37,18212781.737
55322,6351277.0,2785324.351,46868347.229
55327,5145459.0,2181804.809,36713138.949
55328,4053366.0,1722304.795,28981097.866
55332,117409.0,70485.607,1186052.13
55333,4004527.0,1632335.473,27467300.377
55334,2396014.0,1002133.715,16862714.759999998
55337,3300793.0,2135860.525,35940023.9
55340,2887799.0,1275819.427,21468053.054
55343,3392675.0,1367327.687,23007921.351999998
55345,2192815.0,908171.814,15281656.652
55347,1193104.0,711238.865,11962091.217
55348,942112.0,571792.094,9615268.879
55349,1712479.0,1015467.083,17086432.614
55350,4728086.0,1788430.618,30093747.368
55357,3527252.0,1479473.957,24895043.695
55358,6305658.0,2678989.193,45079097.467
55364,3416457.0,1409419.3,23716141.326
55365,94127.0,66387.1,1125209.3
55372,0.0,0.0,0.0
55375,5665543.0,2423429.708,40776168.352
55377,207691.0,119653.753,2013410.143
55380,9809940.0,4169027.528,70151888.792
55381,28485.0,20757.889,255824.00900000002
55382,7359362.0,3132551.997,52711239.017
55386,2980152.0,1364928.278,23892419.4
55391,466185.0,295658.987,4971121.011
55392,582706.0,358080.61600000004,6015143.555
55393,2478826.0,1047420.399,17624841.103
55395,123895.0,93726.843,1577082.507
55397,5115020.0,2159466.981,36337256.795
55400,3553190.0,1570652.877,26427279.757
55401,283169.0,178402.29,3002013.44
55402,1183096.0,756474.183,12729140.542
55404,2712275.0,1224614.117,20606522.516
55405,2004534.0,837827.477,14098037.034
55406,1905950.0,1234096.351,20766046.055
55409,41521.0,25547.344,422671.26
55411,5420538.0,2185607.354,36777104.596
55412,2446131.0,1029307.0800000001,17320023.553
55414,223631.0,130693.851,2197261.534
55415,586287.0,348686.19899999996,5852124.626
55417,5698.0,3973.982,66869.28
55418,1181335.0,514608.998,8659294.141
55419,10328277.0,3206908.623,56524726.618
55433,59126.0,42529.793,715655.956
55438,390722.0,262695.088,4420334.302
55439,4572029.0,1925324.45,32395611.093
55440,5408761.0,2391941.2970000003,40248912.806
55447,16807.0,10257.376,172594.04799999998
55451,5376643.0,2365371.562,39801866.898
55453,162596.0,106332.457,1789184.101
55455,5716503.0,2311182.125,38889979.831
55457,2027271.0,1234080.628,20765777.089
55463,6086733.0,2669066.3,44912352.005
55464,7606662.0,4454592.061,74957014.012
55467,3486067.0,1574139.764,26487928.882
55470,1322500.0,2869502.616,48285090.776
55477,15945.0,10034.43,168852.662
55478,40236.0,22296.534,375206.784
55479,770923.0,918861.708,8761068.827
55480,10668173.0,4460347.393,75053854.56
55481,7538899.0,3128882.417,52649421.691
55482,2020749.0,804092.6969999999,13530400.725
55486,8645.0,3956.169,66571.89
55496,21512.0,14422.425000000001,242686.92200000002
55499,22654.0,10726.271,184207.62099999998
55501,5360668.0,2454302.362,41298343.444
55502,8780279.0,3735983.92,62865153.945999995
55503,6800228.0,2757610.524,46402092.654
55504,71243.0,52077.904,874973.2860000001
55505,73771.0,54291.524,912492.0989999999
55508,25302.0,12248.976999999999,208728.34100000001
55510,21748.0,10492.631,178603.615
55512,8196.0,4561.981,77963.961
55513,20525.0,10150.828,173485.98
55514,2818786.0,1143652.533,19243962.735
55516,5089241.0,2110784.554,35518017.135
55517,190424.0,97154.174,1634817.352
55518,3321435.0,1408691.932,23703996.215
55522,470536.0,278431.814,4685144.242
55524,8874289.0,3847909.2970000003,64747458.556
55538,16611.0,8034.294,135204.052
55540,2844.0,2703.781,45498.151
55541,49797.0,25984.572,437200.972
55542,41575.0,20792.772,349904.717
55544,45352.0,24192.093,407081.697
55558,510036.0,222398.794,3742217.103
55620,3268537.0,1362091.052,22919726.695
55622,330479.0,199087.06100000002,3349995.483
55625,19578.0,11625.815,195652.372
55626,16746.0,9816.498,165186.62099999998
55627,19155.0,11475.355,193102.843
55640,858680.0,483947.538,8143022.589
55641,4362818.0,1786707.467,30064839.438
55645,521191.0,368052.31,6192582.07
55651,64463.0,48867.08,822285.711
55654,244839.0,141002.856,2372710.2029999997
55656,4041414.0,1991171.23,33505208.942
55661,494592.0,214199.966,3536235.507
55662,2536846.0,1060882.092,17851412.103
55664,2993085.0,1255745.497,21130361.77
55667,2225822.0,918897.211,15462154.050999999
55672,36308.0,26360.5,446755.1
55687,1842700.0,801130.104,13480493.969
55690,5848239.0,2693975.381,45317513.271
55694,3036637.0,1304939.435,21958130.614
55698,24028.0,12725.932999999999,214117.937
55699,121135.0,80206.897,1267992.191
55700,1785855.0,791399.811,13316884.31
55701,3571018.0,1490052.956,25072740.031
55703,0.0,0.0,182193.58000000002
55706,3511191.0,2219356.867,37344958.965
55708,61763.0,85703.184,821611.453
55710,2953703.0,1633579.8,27488148.366
55714,1914072.0,723762.398,12178633.156
55718,738897.0,511160.287,8601439.405
55733,315698.0,202071.538,3400267.35
55736,10207392.0,4187432.042,70461678.136
55738,461314.0,258931.451,4357006.208
55748,302573.0,142075.801,2390644.581
55749,62035.0,79515.822,764993.942
55786,91805.0,51354.894,864144.7660000001
55787,41560.0,27632.448,340518.171
55799,64337.0,0.0,783919.375
55801,5430032.0,2181224.926,36703298.058
55802,75511.0,48490.342000000004,815940.523
55807,38999.0,19529.858,328624.255
55810,36501.0,20937.466,352307.753
55818,972397.0,406892.349,6846774.727
55821,1944268.0,938035.342,15784197.49
55835,3245431.0,1537525.244,25871837.938
55836,3308.0,2127.082,35796.072
55841,2626535.0,1175139.812,19774016.517
55847,34524.0,20184.611,339638.412
55853,0.0,0.0,0.0
55855,11079.0,6372.963,107239.006
55856,12152389.0,12988380.74,126592426.127
55927,5393716.0,2231415.451,37546655.606
55933,749035.0,347113.039,5840826.638
55936,88802.0,49038.782,825181.8539999999
55938,238257.0,142135.22,2391677.388
55939,9347369.0,3747810.748,63064073.155
55951,16436.0,9639.375,162191.325
55963,25786.0,15079.223,253745.559
55965,8625756.0,3455591.238,58146792.939
55969,56092.0,44926.808,553676.246
55970,3800495.0,1558188.656,26305883.09
55972,160325.0,104314.975,1755292.227
55976,4282993.0,2769155.771,46596373.326
55977,378099.0,187015.089,3146952.191
55985,2103466.0,866860.637,14586585.049
56013,89334.0,51533.881,865127.563
56015,104.0,0.0,2099.0
56018,43195.0,24690.5,418583.2
56026,493310.0,228570.896,3846162.9960000003
56031,4571017.0,1725908.957,29041696.1
56032,72764.0,36532.631,614735.0869999999
56041,628973.0,302156.932,5084236.563
56046,1378018.0,596713.382,10040818.274
56047,5452943.0,2132176.236,35875057.064
56068,8195897.0,7739753.19,73817406.681
56078,1268114.0,611271.058,10275608.133
56102,2396139.0,1035804.198,17429375.001000002
56104,2908179.0,1242560.548,20908426.906
56108,22527.0,13938.073,234523.033
56135,18971.0,11442.331,192550.903
56143,125585.0,62271.337999999996,1047800.7339999999
56150,8722374.0,3609919.4189999998,60743931.837
56151,59734.0,43605.663,733745.181
56164,730686.0,305444.77,5139678.28
56166,604879.0,379628.711,6387969.782000001
56177,487189.0,212944.96,3583163.259
56188,143942.0,66999.775,1132882.9949999999
56189,0.0,0.0,13832.8
56196,2519277.0,1088924.29,18314145.687
56224,1143626.0,1249532.799,11928645.191
56227,2705687.0,1090190.691,18344509.739
56232,91829.0,48449.834,815270.616
56234,2249567.0,899998.235,15144027.66
56237,5740027.0,2388175.032,40185626.109
56238,134515.0,69900.01,1176232.489
56239,16713.0,7928.278,133407.559
56241,226931.0,153397.7,2599902.5
